"sentence_text";"label_binary";"label_component"
"se están botando el comité internacional de protección de nins o el derecho a registrarse derechos sobre todo en mujeres segundo apartado y reintegración";"argumentative";"premise"
"porque están a la adopción no pueden volver a tener padre ni ningún tipo de familia sino que los tenemos que dejar hacia un costado";"argumentative";"premise"
"han dicho que somos personas y tenemos sentimientos los padres tienen sentimientos";"argumentative";"claim"
"han dicho que somos personas y tenemos sentimientos las personas tienen sentimientos";"argumentative";"claim"
"han dicho que somos personas y tenemos sentimientos la gente quiere tener hijos quiere tener descendencia es un sueño de muchas veces necesitan ser felices";"argumentative";"claim"
"si lo el equipo contrario me puede decir un país donde la gestación subrogada sea perfecta que por favor coja el micro mis lo diga habéis dicho que no hay ningun país que lo regule de manera perfecta";"argumentative";"claim"
"por eso nosotros no adoptan ningun modelo de jefe otro país";"argumentative";"premise"
"se da cuenta de que nuestro argumento biológico podría ser perfectamente anónimo pero habría un turismo genético en nuestro modelo estamos por estamos previendo que solo puedan acceder en esta maternidad subrogada nacionales o residentes en territorio español";"argumentative";"claim"
"por lo tanto no podría venir nadie de fuera a tener aquí una maternidad subrogada";"argumentative";"premise"
"sabemos que es un punto débil de nuestro modelo y el que volamos es que con vuestra ayuda podamos hacer un modelo mejor y por tanto podríamos acabar decidiendo que sea la familia comitente que pague por ejemplo la in vitro";"argumentative";"claim"
"tenemos que legislar por nuestra propia gente";"non-argumentative";"none"
"tenemos que legislar por nuestro propio país no podemos legislar por todo el mundo";"argumentative";"claim"
"que nuestro modelo se basa en dos puntos esenciales el altruismo que se basa en la donación de órganos y los requisitos de idoneidad que se basa con el sistema de adopción no cualquiera persona puede ser mujer gestante y cualquier persona o puede ser familia comitente";"argumentative";"claim"
"la mujer gestante para ser libre tiene que ser ella propia la que decida si quiere o no ser mujer gestante";"argumentative";"premise"
"y por tanto tenemos aquí tres puntos a hablar";"argumentative";"premise"
"las mujeres que accedan tienen que tener una suficiencia económica para asegurar que sea altruista";"argumentative";"premise"
"porque no queremos que vayan por la pensión de resarcimiento";"argumentative";"premise"
"ha tenido de ser madre anteriormente porque ya conozca este sentimiento de tener para sus adentros un niño";"argumentative";"premise"
"la capacidad natural esta mujer tiene que ser consciente que el que está haciendo es una gestación subrogada";"argumentative";"premise"
"la ley de adopción establece criterios de valoración de idoneidad";"argumentative";"premise"
"los progenitores comitentes no cualquiera persona podrá acceder";"argumentative";"claim"
"las personas que son aptas para ir la adopción son aptas también por la gestación subrogada";"argumentative";"premise"
"y las que no son aptas por la adopción es porque no pueden ser buenos padres tampoco lo serán aptos para maternidad subrogada";"argumentative";"premise"
"los progenitores comitentes también para ser progenitores comitentes se tienen que haber agotat previamente todas las técnicas de reproducción asistida";"argumentative";"claim"
"queremos ayudar los necesitados";"argumentative";"premise"
"no los que lo quieren";"argumentative";"premise"
"me gustaría acabar una frase de la emma watson que dice tu cuerpo y la forma en que me compartes con el mundo tiene que ser una elección propia me gustaría que lo pudierais hacer real";"argumentative";"premise"
"en primer lugar agradecer al equipo contrario de la universidad de barcelona la organización la red vivas los miembros del jurado el público asistente físicamente y virtualmente por streaming bien a lo largo del debate en la universidad de lleida expuesto el porqué y lo como y ha contestado claramente en todas sus preocupaciones porque todas sus preocupaciones son sobre abusos son sobre malas prácticas son en definitiva con sensación de preocupación constante sobre el que podría pasar si se aplicara una gestación subrogada errónea y esto es el que precisamente nosotros evitando con nuestro modelo y por el que hace al por qué ya hemos explicado que la legalización de la gestación subrogada es imprescindible porque nos encontramos con una situación en la cual las familias comitentes y progenitores tienen una necesidad humana para reproducirse además nos encontramos con una situación en la cual podríamos resumir que es una cuestión de libertades de progreso porque a lo largo del tiempo siempre se han planteado supuestos sobre temas de este estilo como por ejemplo ha supuesto el avort una confrontación en la sociedad y en este caso nos encontramos con el mismo y a lo largo del debate la gestación subrogada se ha demostrado que podría perfectamente aplicarse y dar un paso adelante y ganar en libertades en tercer lugar el tercero porque hemos dicho que nos encontramos con una ineficacia de la prohibición idealista cuando nos encontramos en un mundo globalizado y no podemos hacer nada en cuanto a los países que han aplicado una gestación subrogada que nosotros no compartimos porque ya hemos dicho lo como que se basa en el altruismo y en unos requisitos de idoneidad por lo tanto el altruismo elimina cualquier tipo de duda que podáis tener sobre la mercantilización sobre los catálogos que ustedes han hecho referencia a los catálogos ya se los pueden quedar nosotros no los compramos nosotros hemos defendido claramente que nuestro modelo sería altruista y que se basaría en la donación de órganos teniendo en cuenta que nos encontramos a espanya y que nos encontramos en una posición privilegiada no solo también por el sistema sanitario sino porque llevamos más de veintiséis años liderando la lista de países en transplantants y de donación de órganos por lo tanto además hemos expuesto que ya se tendrían que cumplir unos requisitos de idoneidad no solo se tienen en cuenta la donación de órganos sino que también la adopción la adopción que ustedes también los preocupaba por el que hace al interés superior del menor al cual hemos defendido a través de la dirección general del registro y del notariado y el tribunal supremo miren como ya hemos dicho todas sus preocupaciones todo en cuanto a las malas prácticas nuestro modelo no tiene nada a ver y el equipo de la universidad de barcelona ustedes han preferido cerrar los ojos a lo largo del debate han preferido quedarse con la situación actual con una situación que por mucho que ustedes sigan criticando seguirá sucediendo si ustedes que esto que critican no se los gusta intenten cambiarlo porque si no lo hacen seguiremos igual seguiremos con abusos con malas prácticas y con una situación de inseguridad jurídica por lo tanto en definitiva la universidad de lleida se posiciona claramente a favor de legalizar la gestación subrogada porque decimos sí a la libertad decimos sí a una gestación subrogada garantista éticamente sostenible y razonable decimos sí a progresar a no es estancarnos en el siglo veinte y el pasado a progresar mirar más adelante del siglo veintiuno porque la universidad de lleida considera que legalizar la gestación subrogada es la única vía posible para eliminar todas sus preocupaciones que han criticado al largo del debate";"non-argumentative";"none"
"buenas tardes estamos todos muy cansados pero aun así hemos tenido un debate muy interesante y por eso agradecer a nuestros compañeros interesante porque desde el principio hemos tenido mucho de choques y ellos nos han presentado la maternidad como una necesidad humana nos han planteado los seres humanos que se dijera y como animales que seguimos nuestros instintos de maternidad que necesitamos tener descendencia y asegurar nuestra supervivencia de nuestro especie ninguno de estos conceptos tenían peso en el debate porque nosotros seres humanos vivimos en una sociedad tenemos en cuenta los derechos nos han dicho la adopción no es suficiente porque es solo una opción pero nunca nos han razonado porque esta opción no era viable por qué no era necesario optar por esta opción en lugar de ir a la gestación subrogada con todos los riesgos que esto comporta nos han dado bueno un modelo nos han dicho un supuesto cómo han quedado muchas veces con palabras vacías de lanza tener poéticamente con garantías y además con muchos detalles que nos han detallado bastante tarde pero aun así entraba en choque directamente con nuestra postura por lo tanto quedaba fuera cómo pues porque esta sostenibilidad ética este altruismo sin retribución nos decían todo esto como entraba en choque como hacía caer la incoherencia moral de no dar derechos los niños que necesitan una familia para dar un capricho a unos padres que vuelan una descendencia concreta como entraba esto en choque con la incoherencia legal no nos decían no entes por una minoría porque es un sistema público pero lo hemos dicho esto es peor lo pagamos entre todos cuando se trata de un capricho no tenía sentido tampoco entre lugar como por eso el turismo genético nos ha dicho no es que solo estamos regulando qué pasa con las madres de aquí solo dejamos que las madres de aquí puedan ser gestantes pero esto en ningún momento contestaba a cómo estamos actuando respecto a las personas que salgan de aquí se van a contratar a una madre gestante de otro país y tornan con su hijo como si no hubiera pasado nada esto nos decían que se pueden hacer muchos modelos y los hemos demostrado que ninguno de estos modelos podría ser viable porque los problemas de la gestación subrogada entran tienen que ver con su esencia hay temas troncales que la hacen totalmente inviable qué son estos temas tocar qué era el nuestro argumentación digamos en primer lugar hay una incoherencia moral que no podemos ignorar por qué porque entran en conflicto un capricho este deseo de tener una descendencia concreta con los derechos de los niños que necesiten una familia e incluso ha dicho mi compañero de vez el derecho en la vida he dicho incluso lo david qué los dirían ustedes los niños que están para adoptar han dicho bueno un modelo basado en los derechos por adopción es decir no han contestado que pasa con esta con estas personas segundo lugar una incoherencia legal porque solo la gente que puede pagar una gestación subrogada los gastos ligados directamente a la gestación subrogada es decir in vitro es decir los gastos de la gestante solo esta gente se lo podía permitir y la otra opción que es que lo pagamos todo sería todavía peor es decir bueno hablemos lo pagamos todos no pagamos todos no este era un asunto vital y por tanto ninguno de las opciones era buena y en tercer lugar hemos hablado de un supremacismo genético la maternidad a la carta da alas a criterios basados en rasgos en prejuicios en racismos todo esto no se puede concebir no se puede aceptar es por eso que primero porque este catálogo no se trata de tablas que quedan bien en nuestro comedor sino de personas con derechos en segundo lugar porque no podemos dejar escoger cuando nos afecta a totsi en tercer lugar porque no podemos dejar todo esto en lugar de racismos gracias";"non-argumentative";"none"
"hace dos meses veinticinco familias españolas quedaron atrapadas a ucraïna no se reconocía la nacionalidad española al menor nacido por gestación subrogada ante esta realidad innegable el estado es ciego";"argumentative";"claim"
"haciendo así que se produzca una situación de desprotección jurídica al menor nacido por gestación subrogada";"argumentative";"premise"
"mediante tres sólidos argumentos lo primero la protección del menor";"argumentative";"claim"
"mediante tres sólidos argumentos el segundo las garantías de los padres";"argumentative";"claim"
"mediante tres sólidos argumentos y lo tercero la libertad de la mujer gestante";"argumentative";"claim"
"que entendemos por gestación subrogada la definición del informe guarno define la gestación subrogada como una técnica de reproducción asistida";"argumentative";"claim"
"a través de la cual una persona soltera una pareja de hecho o un matrimonio que quieren tener un hijo conciertan la gestación con otra mujer";"argumentative";"premise"
"que renuncia a la filiación materna a favor de las partes contratantes";"argumentative";"premise"
"que entendemos para legalizar legalizar quiere decir la incorporación de una práctica o costumbre a una norma con rango de ley";"argumentative";"claim"
"a espanya de acuerdo con la ley catorce barra dos mil seis del veintiséis de mayo concretamente el artículo diez nos dice los contratos de gestación subrogada son nulos de pleno derecho";"argumentative";"premise"
"hace dos meses veinticinco familias españolas quedaron atrapadas a ucraïna no se reconocía la nacionalidad española al menor nacido por gestación subrogada como por ejemplo mencionábamos al inicio de nuestra intervención";"argumentative";"claim"
"que entendemos por gestación subrogada es decir para proteger y garantitzar a todas las partes implicadas";"argumentative";"claim"
"actualmente la maternidad subrogada no reconoce la nacionalidad al menor nacido por gestación subrogada en otro país no se le da nacionalidad española";"argumentative";"claim"
"haciendo así que no quede amparado bajo el ordenamiento jurídico español";"argumentative";"premise"
"y no pueda utilizar los derechos y libertades que con esto conceden";"argumentative";"premise"
"el hecho que no haya una legalización comporta perjuicios hacia los padres";"argumentative";"premise"
"como son la existencia desigualdades económicas y sociales";"argumentative";"premise"
"que cierra la puerta a esta oportunidad de ser pares";"argumentative";"premise"
"el hecho de legalizarlo comportaría beneficios para la mujer gestante";"argumentative";"premise"
"en cuanto que puede escoger voluntariamente de llevar a cabo la gestación subrogada";"argumentative";"premise"
"poder estar muy informada y concienciada de los riesgos que comporta";"argumentative";"premise"
"y poder estar muy protegida tanto jurídica como clínicamente";"argumentative";"premise"
"una propuesta muy concisa del grupo de ética buena práctica de la sociedad española con tres propuestas se trata de una excepcionalidad";"argumentative";"claim"
"una propuesta muy concisa del grupo de ética buena práctica de la sociedad española con tres propuestas se tienen que cumplir unos requisitos";"argumentative";"claim"
"la mujer gestante tiene que tener una capacidad física una madurez psicológica";"argumentative";"premise"
"tiene que estar en una buena situación económica";"argumentative";"premise"
"y que no haya tenido un hijo propio";"argumentative";"premise"
"una propuesta muy concisa del grupo de ética buena práctica de la sociedad española con tres propuestas tiene que ser una situación altruista";"argumentative";"claim"
"no puede haber una contraposición económica";"argumentative";"premise"
"me prometieron hogar alimentación y colegio para mis hijos";"non-argumentative";"none"
"no había luz no havíen móviles era horrible";"argumentative";"claim"
"en la semana ya quería regresar a casa";"argumentative";"premise"
"lo maltrato psicológico era tan grande me amenazaron de que si me iba tenía que cubrir los gastos ocasionados";"argumentative";"claim"
"mi marido no tiene trabajo y nuestra situación económica es tan complicada pensaron que prestar mi cuerpo seria poner fin a nuestras situaciones económicas";"argumentative";"claim"
"no había luz no havíen móviles estas son las palabras de selen";"argumentative";"claim"
"este es un caso real";"argumentative";"premise"
"como otros muchos de mujeres procedentes de países emergentes";"argumentative";"premise"
"donde han desigualdades econòmiquese";"argumentative";"premise"
"la mayoría de ellas necesitan el dinero para subsistir";"argumentative";"premise"
"la legalización de la gestación subrogada supondría legalizar parlamentariamente la cosificación de la mujer la mercantilización de las entrañas";"argumentative";"claim"
"no hay contraprestación económica posible al impacto de un embarazo o un parto en términos físicos ni psicológicos ni garantías que nos protejan";"argumentative";"claim"
"esto no lo puede mesurar el mercado";"argumentative";"premise"
"es la línea que no debem de cruzar";"argumentative";"premise"
"el último reducto que nos queda nuestra integridad física y psicológica nuestra dignidad";"argumentative";"premise"
"la legalización de la gestación subrogada supondría legalizar parlamentariamente la cosificación de la mujer ningún país que se considere defensor de los derechos humanos puede legitimar que nuestro cuerpo sea un negocio";"argumentative";"claim"
"en segundo lugar la feminización de la pobreza y la necesidad económica hacen que la maternidad subrogada prospero como una opción para las mujeres más vulnerables por lo tanto estaríamos ante la falacia de la libre elección";"argumentative";"claim"
"en segundo lugar la feminización de la pobreza y la necesidad económica hacen que la maternidad subrogada prospero como una opción para las mujeres más vulnerables la legalización de la gestación subrogada supondría dar un paso hacia la desigualdad hacia la feminización de la pobreza";"argumentative";"claim"
"las mujeres en situación de vulnerabilidad se verían abocadas a prestar este tipo de servicio";"argumentative";"premise"
"además de sufrir los abusos del sistema capitalista";"argumentative";"premise"
"que se encargaría y es como está pasando de exprimir-las";"argumentative";"premise"
"sacarlos al máximo rendimiento y beneficio";"argumentative";"premise"
"precaritzant como siempre su situación";"argumentative";"premise"
"no podemos relacionar necesidad con libertado";"argumentative";"premise"
"la libertad como día lo quixot es uno de los dones del cielo";"argumentative";"premise"
"por el cual las personas deben invertir su do en su vida";"argumentative";"premise"
"es un deseo";"non-argumentative";"none"
"ser madre o padre no es un derecho en caso de no serlo por medios naturales existen numerosas alternativas";"argumentative";"claim"
"el sistema de consumo voraz en el que vivimos nos ha enseñado a que podemos tener todo el que queramos mitjan pago pero a cargo de la integridad física y psicológica de otra mujer";"argumentative";"claim"
"no";"argumentative";"premise"
"deberían de apostar por la adopción mejorando los mecanismos de la adopción";"argumentative";"claim"
"deberían de apostar por la adopción millons de niños del mundo ahí fuera por varios motivos están siendo abandonado";"argumentative";"claim"
"la legalización de la gestación subrogada supondría legalizar parlamentariamente la cosificación de la mujer han hablado de que se está objectivitant a la mujer";"argumentative";"claim"
"han hablado de una libre elección que genera una desigualdad y que presten abusos en cuanto que las mujeres lo harían en relación a la necesitado";"argumentative";"claim"
"ser madre o padre no es un derecho estamos diciendo es que podemos dar una oportunidad a otras personas que no pueden tener hijos biológicos";"argumentative";"claim"
"deberían de apostar por la adopción como decían que la adopción es una buena manera de sustituirlo";"argumentative";"claim"
"hace dos meses veinticinco familias españolas quedaron atrapadas a ucraïna no se reconocía la nacionalidad española al menor nacido por gestación subrogada porque hay familias que están atrapadas a ucrania o en varios países en los que actualmente no pueden volver";"argumentative";"claim"
"porque no tienen la nacionalidad los niños";"argumentative";"premise"
"porque no habrá un ordenamiento jurídico que los avale que los proteja";"argumentative";"premise"
"hay muy pocas garantías hacia los niños el interés del superior del menor quedará tapado en este momento";"argumentative";"claim"
"la legalización sí que llevará el hecho que sí que tendrán esta nacionalidad y estarán protegidos";"argumentative";"premise"
"las relaciones que pueden salir en relación a las familias en el supuesto de que no esté regulado puede generar varias problemáticas";"argumentative";"claim"
"las relaciones que pueden salir en relación a las familias en el supuesto de que no esté regulado pero en el supuesto de que esté regulado no habrá ninguna problemática en relación a la situación del menor";"argumentative";"claim"
"hay muy pocas garantías hacia los niños por lo tanto estamos velando otra vez el interés del menor";"argumentative";"claim"
"las garantías de los padres en dos desigualdades";"argumentative";"claim"
"las desigualdades económicas y las desigualdades físicas";"argumentative";"premise"
"las desigualdades económicas";"argumentative";"premise"
"y las desigualdades físicas";"argumentative";"premise"
"actualmente una persona que quiera realizar la gestación subrogada tiene que marchar";"argumentative";"premise"
"esto actualmente no todo el mundo se lo puede permitir";"argumentative";"premise"
"tenemos que legalizar todas aquellas cosas que no están legalizadas a espanya y otros países sí no";"argumentative";"claim"
"es dar la oportunidad a estas personas de poder tener un hijo";"argumentative";"premise"
"solo gestación subrogada porque si no acabaríamos legalizando aun así no sería bueno por el estado";"argumentative";"claim"
"las posibilidades físicas tratan de que no todo el mundo puede tener hijos";"argumentative";"premise"
"puede haber una familia monoparental puede haber una familia que sea estéril puede haber familias homosexuales";"argumentative";"premise"
"estas familias quizás quieren tener un hijo biológico";"argumentative";"premise"
"la libertad de la mujer gestando la mujer es libre de escoger en el momento en que el estado no le permite hacerlo lo está objectivitzant";"argumentative";"claim"
"la libertad de la mujer gestando la mujer es libre de escoger no le dejan decidir sobre una información que estará concienciada y tiene que conocer los hechos de tener hijos";"argumentative";"claim"
"tiene que haber una protección por la parte del estado";"argumentative";"premise"
"la gestación subrogada que altruista tan solo comporta un diez por ciento del total esto quiere decir que la gestación subrogada altruista no representa una mayoría";"argumentative";"claim"
"tan solo podemos hablar de gestación subrogada remunerada";"argumentative";"premise"
"es legítimo tratar una mujer como un simple árbol que da frutos";"non-argumentative";"none"
"no";"non-argumentative";"none"
"según la oficina de ocupación el normal es que un trabajo de jornada completa se trabaje cuarenta horas semanales repartidas en ocho horas diarias esto es contrario al que dura un embarazo y seria legitimar un sistema de explotación únicamente a las mujeres";"argumentative";"claim"
"podría suponer un precedente en la hora de legalizar la explotación laboral";"argumentative";"premise"
"y que también comportaría un paso atrás en todos los derechos de las mujeres que hemos conseguido durante todos estos años";"argumentative";"premise"
"la maternidad subrogada se convirtiera en la única salida para las mujeres más vulnerables y la falacia de la libre elección";"argumentative";"premise"
"hay una relación de poder entre clases";"argumentative";"premise"
"de cómo unos pocos se aprovechan de la situación desfavorable otras";"argumentative";"premise"
