"sentence_text";"label_binary";"label_component"
"pero tenemos que tener en cuenta que toda la labor no es del Ayuntamiento, también con concierne a nosotros el educar en el respeto a los demás y a la ciudadanía y concienciar a las personas que la calle no es del Ayuntamiento sino de todos nosotros y por ese motivo debemos cuidarla y respetarla.";"argumentative";"premise"
"Y si no se consigue por las buenas, que sería, lo mejor, pues multa al canto.";"argumentative";"claim"
"La falta de civismo que esta sociedad a creado es intolerable, no puede haber un barrendero limpiando una y otra vez el mismo día la misma calle, hay que limpiar de acuerdo, pero hay que acabar con esta impunidad para la gente que deja bolsas de basura, botellas, muebles, colchones, cartón, cacas de perro, etc.";"argumentative";"claim"
"Que se aplique la normativa y que se multe al infractor.";"argumentative";"claim"
"Concienciación en colegios para el respeto por los animales";"argumentative";"claim"
"Programa de concienciación en colegios coordinado por expertos en la lucha contra el maltrato animal y abandono.";"argumentative";"claim"
"Programa similar al de educación por la ciudadanía  para que desde las aulas se tome conciencia de lo importante que es  saber respetar al resto de animales.";"argumentative";"premise"
"Se trabajará por tanto, por una generación de grandes personas.";"argumentative";"premise"
"El programa se organizará a través de protectoras expertas en la lucha contra el maltrato animal y el abandono.";"argumentative";"premise"
"Se enseñaría a los más pequeños la responsabilidad que supone  tener un animal en casa: desde que comen, beben  , salen,  hacen sus necesidades, .";"argumentative";"premise"
"Muy importante, concienciar contra el maltrato y el abandono, fomentar la adopción en detrimento de la compra-venta, .";"argumentative";"claim"
"Tienes mi apoyo Sería interesante junto con la propuesta de una ciudad amiga de los animales: Con espacios más grandes para las personas de perros y concienciación tendríamos una ciudad muy, muy bonita.";"argumentative";"claim"
"Me parece muy necesario.";"argumentative";"claim"
"Pero junto con esta medida muy acertada tienen ir unidas otras medidas como campañas de esterilización, control máximo de la crianza de animales, no a la compra-venta de animales, sacrificio cero en las perreras y cambio de instalaciones donde los animales no estén encarcelados, etc.";"argumentative";"premise"
"Porque si no sería un contrasentido enbeducar en el respeto y no abandonó de animales, cuando las instituciones no hacen nada por cambiar el panorama general tan desolador.";"argumentative";"premise"
"Es decir, no tiene sentido decirle a un niño/a que respete y no abandone a un animal y desde las instituciones matando animales en las perreras, encarcelados tal holocausto infernal.";"argumentative";"premise"
"Entraría dentro del programa.";"argumentative";"claim"
"Los expertos en esta lucha sabrían perfectamente el contenido del programa y por supuesto entra eso que indicas.";"argumentative";"premise"
"La esterilización frente a la cría indiscriminada, la adopción frente a la compra-venta, la tenencia responsable y el sacrificio cero está unido.";"argumentative";"premise"
"El colegio está para formar y la familia para educar de padres a hijos y en este sentido puede ser de hijos a padres.";"argumentative";"claim"
"Los padres muchas veces aprendemos y nos concienciamos de aspectos de la vida gracias a nuestros hijos.";"argumentative";"premise"
"En el programa se puede incluir, a su vez, actividades en las que se hace partícipe a los familiares.";"argumentative";"premise"
"De la educación y la formación se crean hábitos, costumbres, valores y leyes.";"argumentative";"premise"
"Es una forma no muy rápida pero sí efectiva de llegar a las instituciones y hacer un mundo mejor.";"argumentative";"premise"
"Es muiy importante que los niños aprendan de pequeños a respetar y amar a los animales para conseguir acabar con eel maltrato animal y hacernos más conscientes de que somos un animal más y todos merecemos respeto.";"argumentative";"claim"
"Es muy importante la educación y respeto";"argumentative";"claim"
"pero porque nunca se habla de animales que están en peligro de extinción pero si de perros y gatos.";"argumentative";"premise"
"No tengo nada en contra de eso";"argumentative";"premise"
"pero claro como son animales que no vemos a diario no se comparte la empatia de los animales domesticos que hay por millones en todo el mundo.";"argumentative";"premise"
"Es importante la educación a favor de los animales y es vergonzoso e indignante ver como hay un monton de ciudadanos que se pasean por los mercados de Madrid y no se revelan al ver los cadaveres de inocentes animales expuestos como mercaderia.";"argumentative";"claim"
"Y ver como hay gente que aun compra sus trozos de carne para cocinarlos al fuego y luego deborarlos, muchas veces dejando trozos sin comer ni aprovechar,";"argumentative";"claim"
"lo que demuestra que no se come por necesidad, sino por el ansia de favorecer el maltrato animal.";"argumentative";"premise"
"El amor a los animales es mucho más extensivo que solamente los animales domésticos.";"argumentative";"claim"
"La propuesta es interesante pero me temo que nos estamos olvidando de temas que son prioritarios para la vida de muchas familias sin recursos que no pueden alimentar a sus hijos.";"argumentative";"claim"
"Os recuerdo que España es el país de la OCDE donde más avanzó la desigualdad durante la crisis.";"argumentative";"premise"
"La desigualdad en España avanza a un ritmo que supera hasta 14 veces a Grecia.";"argumentative";"premise"
"Hola, me parece genial tu propuesta para que se vote";"argumentative";"claim"
"pero gesto feo el que restes importancia a la propuesta de otro ciudadano tal y como has empezado tu comentario.";"argumentative";"premise"
"Cada uno tiene su escala de valores y prioridades e insisto en que los que nos preocupan los animales también nos preocupan las personas y los problemas que nos rodean.";"argumentative";"claim"
"Un problema no excluye al otro,";"argumentative";"claim"
"es decir, porque haya problemas por resolver con los humanos no significa que dejemos de ayudar al resto de animales.";"argumentative";"premise"
"Se puede ayudar a todos en la medida de lo posible y siempre que quieras.";"argumentative";"claim"
"El que una persona no valore las ayuda a los animales es una decisión personal y tan respetable como el que decide ayudar a los animales.";"argumentative";"premise"
"No son excluyentes pero en la vida siempre se prioriza en base a una escala de valores universal.";"argumentative";"claim"
"Poner letreros de prohibido fumar en las marquesinas de los autobuse de Madrid";"argumentative";"claim"
"Los/as fumadores nos atufan con cigarros y puros en las marquesinas de los autobuses, no te puedes resguardar de las inclemencias del tiempo a no ser que además te quieras tragar sus humos.";"argumentative";"claim"
"Un si rotundo, la verdad es que no se respeta nada la ley antitabaco, te encuentras personas en los andenes de atocha fumando sin ningún pudor,";"argumentative";"claim"
"debería poner el Ayuntamiento de Madrid o la Comunidad de Madrid policías municipales controlando que se cumpla la ley, y multas severas a quien la incumpla,";"argumentative";"claim"
"con los ingresos de las multas se podría crear una especie de inspectores parecido a los controladores de la hora que controlen en zonas públicas, como andenes de cercanías o paradas de autobuses aunque estén abiertas controlando los malos humos.";"argumentative";"premise"
"El problema es que fumador, prepotente y maleducado son palabras que suelen juntarse en una misma persona.";"argumentative";"claim"
"Hay que exigir cambios en la ley antitabaco para regular este tipo de abusos.";"argumentative";"claim"
"Pero antes hay que conseguir que se cumpla con rigor en los sitios donde las autoridades hacen la vista gorda hospitales terrazas ilegales y bares con salas camufladas.";"argumentative";"premise"
"Si la marquesina es pequeña o está cerrada en tres o más de sus cinco paredes el techo cuenta como pared se supone que no se puede.";"argumentative";"claim"
"Tendría que investigar pero creo que cualquier ciudad puede extender la ley antitabaco siempre que no entre en conflicto con la estatal.";"argumentative";"claim"
"Quiero decir, un ayuntamiento no puede permitir dejar fumar en un hospital, pero si puede añadir zonas donde prohibirlo.";"argumentative";"premise"
"No estoy seguro, repito que tendría que investigar.";"argumentative";"premise"
"Mire, cualquier no fumador tiene en sus espaldas una dilatada experiencia de oir a muchos fumadores decir que sí respetan a los demás, pero en cuanto hay oportunidad de observarlos in situ, hacen todo lo contrario.";"argumentative";"claim"
"Y esto es frecuentísimo, porque el criterio sobre el respeto en fumadores es muy, pero muy diferente.";"argumentative";"premise"
"Mi comentario va por todos los maleducados que no respetan.";"argumentative";"premise"
"Si usted se comporta como dice, no debería sentirse aludida.";"argumentative";"premise"
"No soy fumador pero agradezco que alguno se encienda un cigarrillo para que llegue antes el autobús.";"argumentative";"claim"
"Todo el que comienza una frase con no soy fumador, pero no soy racista, perooooo. » y a continuación argumenta lo contrario de lo que dice ser, ya sabemos lo que es.";"argumentative";"claim"
"Y además también sabemos que miente para parecer que sus argumentos tienen más fuerza, haciéndose pasar por lo que no es.";"argumentative";"premise"
"No entiendo por qué llamas mentiroso a alguien que ni siquiera conoces.";"argumentative";"claim"
"No solo hay que poner carteles de prohibido fumar, hay que prohibirlo de verdad, poniendo multas,";"argumentative";"claim"
"que es la única manera de que se acaten las normas.";"argumentative";"premise"
"Instalación de placas solares en tejados";"argumentative";"claim"
"Sería un ahorro de energía considerable que repercutiría en el dinero que gastamos en electricidad todos los meses, pagando los mayores precios de Europa, además ahorraríamos mucho CO2 a la atmósfera.";"argumentative";"claim"
"Si te importa el Medio Ambiente";"argumentative";"premise"
"igual apoyarías también esta propuesta.";"argumentative";"claim"
"Esa pregunta está mal formulada, y es falsa No repercutiría en ahorro de dinero, eso desde luego.";"argumentative";"claim"
"Y debería informase la gente de los materiales usados para la fabricación de placas solares, y de la contaminación derivada de ellos.";"argumentative";"premise"
"Y después de 20-25 años de vida útil se convierten en desechos con materiales tremendamente nocivos para la salud y el medio ambiente.";"argumentative";"premise"
"Informate tu porque los paneles duran más de 25 años, tienen una garantia de que a los 25 años te dan un 90 de la energia nominal, pero un panel de 40 años a lo mejor te da el.60-70% no se,";"argumentative";"claim"
"porque todavia no hay paneles de 40 años, y lo mismo los deshechos, cuando empiece a haber deshechos en cantidad se hará un plan de reciclaje, de hecho ya se hace en pequeña escala.";"argumentative";"premise"
"Pues no es mi intención mentir a nadie, quizá tenga desconocimiento, pero si se genera una industria potente";"argumentative";"premise"
"dudo mucho que no se reciclen las placas solares en un futuro, lo que no se pueden reciclar seguro son los desechos radiactivos de las centrales nucleares.";"argumentative";"claim"
"Los materiales con los que se construyen los paneles solares son fundamentalmente silicio, vidrio, aluminio y cobre, fáciles de reciclar y no contaminantes.";"argumentative";"claim"
"La vida útil de los paneles es bastante superior a 25 años y el. Beneficio medioambiental obtenido por la producción limpia de energía, es muy superior a los pequeños impactos derivados de la fabricación y el reciclado.";"argumentative";"premise"
"Apoyo totalmente esta propuesta y el ayuntamiento Debería dar ejemplo poniéndolas en todos aquellos edificios públicos en los que sea factible, te gustará también esta otra propuesta.";"argumentative";"claim"
"Apoyo la propuesta,";"argumentative";"claim"
"pero no es rentable para el Ayuntamiento.";"argumentative";"premise"
"La rentabilidad no se mide solo en una economía inmediata y basada tan sólo en dinero o ¿tener un hijo nos abarata la vida? a pesar de ello, tenemos hijos, ¿no? y todo porque nos alegra la vida, nos da satisfacción personal tener nuestros propios hijos a pesar del coste económico que nos supone.";"argumentative";"claim"
"Esta idea de verlo todo a través de las gafas de lo rentable o no económicamente es una visión del mundo consumista y capitalista que reduce al ser humano a la calidad exclusiva de mano de obra, maquinaria productora de ingresos económicos para las empresas, sin derechos emocionales, de salud física y mental, solo producidos para trabajar.";"argumentative";"premise"
"Yo creo que la propuesta está mal planteada de base.";"argumentative";"claim"
"El hecho de tener placas solares en los tejados de los edificios, ya puede suponer un ahorro a las Comunidades de vecinos-casas unifamiliares.";"argumentative";"premise"
"No es necesario recurrir a ayudas públicas-subvenciones para poder instalarnos las placas solares en nuestros edificios.";"argumentative";"premise"
"Estas cosas siempre se pueden pagar a plazos y sería un nuevo modo de independencia frente a las administraciones públicas Que en la actualidad nos penalizan si conectamos nuestras red con placas foltovoltaicas a la red eléctrica de todos.";"argumentative";"premise"
"Tiene razón ABG Hay que hacer instalaciones de generación con renovables,";"argumentative";"claim"
"pero no son necesarias las subvenciones.";"argumentative";"premise"
"Lo que hace falta es una regulación adecuada, todo lo contrario del impuesto al sol de Soria a la fotovoltaica.";"argumentative";"premise"
"Y por supuesto hacer instalaciones de calidad que esto no es tan sencillo que algunos piensan y tampoco valen todos los tejados.";"argumentative";"premise"
"Me gustaría votar a favor de la propuesta pero si se eliminara lo relacionado a la subvención.";"argumentative";"claim"
"Tenemos que desprendernos de papa estado y de las multinacionales que controlan el país para demostrar que somos autosuficientes energéticamente hablando";"argumentative";"claim"
"Pese a que el coste de la instalación puede ser elevado, el retorno es muy beneficioso para la persona que los instala en su casa o comunidad de vecinos.";"argumentative";"premise"
"Por ello creo que no debería ser subvencionado por el Estado, Comunidad o Ayuntamiento.";"argumentative";"premise"
"Ah y que no se me olvide que tendríamos que luchar por cambiar la legislación que penaliza el autoconsumo energético.";"argumentative";"premise"
"tendríamos que luchar por cambiar la legislación que penaliza el auto-consumo energético Comparto este punto.";"argumentative";"claim"
"Cambiar la ley esta genial, pero no es competencia del ayuntamiento,";"argumentative";"claim"
"aunque no se aplique tal cual lo que he propuesto, de llegar a los suficientes votos, sale en prensa y crea una opinión pública a favor de medidas similares, quiza mucho mejores.";"argumentative";"premise"
"Madrid debería declararse Ciudad por el autoconsumo.";"argumentative";"claim"
"No sé si es competencia del Ayunt. Pero dada la zancadilla que el ministerio y las empresas eléctricas le está poniendo al autoconsumo energético en España, sería un buen mensaje político.";"argumentative";"premise"
"Las comunidades podrían tener sus paneles para gastos comunitarios ascensores, luces, piscina, carga coches eléctricos en garaje y particulares.";"argumentative";"claim"
"Te invito a proponer Madrid por el autoconsumo eléctrico.";"argumentative";"claim"
"Madrid, con ésta candidatura, obtendría el apoyo de la industria solar nacional puntera pero moribunda de otras ciudades españolas y europeas para intentar doblegar a la cerrazón ministerial.";"argumentative";"premise"
"Creo también que debemos estar activos frente a las penalizaciones que desde el Gobierno Central se están estableciendo para el autoconsumo de energía eléctrica.";"argumentative";"claim"
"Pensionistas y parados no pueden pagar esa inversión ni su mantenimiento o reparaciones.";"argumentative";"claim"
"En realidad, España genera mucha electricidad ya.";"argumentative";"claim"
"Incluso creo que tenemos excedentes lo que hace más sangrante el abusivo precio de la electricidad, pero eso es otro asunto Nuestro problema de dependencia energética y de CO2 no lo generan las casas, sino los coches, que gastan petróleo, y de eso no nos sobra.";"argumentative";"premise"
"Esta propuesta debería de ir acompañada de un mejor aislamiento y eficiencia energética de las viviendas.";"argumentative";"claim"
"No se trata sólo de buscar fuentes de energía alternativas renovables sino de ahorrar también en el gasto energético.";"argumentative";"premise"
"Me parece muy bien, pero desgraciadamente son cantos de sirena El Gobierno de España ha creado el impuesto al Sol y hace ya inviable que se pongan nuevas instalaciones solares.";"argumentative";"claim"
"Yo llegaría más allá a este respecto, de manera que el Ayuntamiento liderara un proyecto pionero en toda España para sembrar de placas solares todas las azoteas de la ciudad de Madrid.";"argumentative";"claim"
"A través de un acuerdo con el Inem desarrollaría equipos de instaladores, dándoles la formación necesaria y el impulso económico inicial para que, en 10-20 años se haya cubierto la mayoría de comunidades de vecinos de placas solares.";"argumentative";"premise"
"Serían miles de puestos de trabajo, con los ingresos correspondientes para el Estado a través del sistema impositivo vigente y el incremento en consumo, lo cual revitalizaría la economía local, todo ello unido al ahorro energético y de contaminantes.";"argumentative";"premise"
"Tenemos que aprovechar nuestros recursos.";"argumentative";"claim"
"Por ejemplo el alumbrado público podría funcionar con energia solar reduciendo el consumo, y tantas y tantas cosas.";"argumentative";"premise"
"Apoyo la propuesta es beneficio para todos, habría que incluir también los edificios Municipales etc.";"argumentative";"claim"
"El único problema que presenta es cómo no que la tiene que pagar el conjunto de la ciudadanía en beneficio de particulares.";"argumentative";"claim"
"Por esta razón, y considerando el enorme ahorro que supone al que las instala, creo que sería interesante que esta subvención se realizara como un préstamo a abonar con el ahorro de electricidad que estas placas suponen.";"argumentative";"premise"
"Incluso, en función de la capacidad económica del ayuntamiento podrían ser a interés cero.";"argumentative";"premise"
"Lo que les fastidiaria a las hidroeléctricas y me encanta la idea de comentarlo con subemciones y estoy de acuerdo que crearían puestos de trabajo.";"argumentative";"claim"
"Habria que hacerlo de manera que la comunidad de propietarios no tenga que realizar ningúna consulta a todos los comuneros.";"argumentative";"claim"
"Es decir, que el vecino que quiera, pueda instalar sin pedir permiso a la comunidad. Si no, se complica.";"argumentative";"premise"
"Y de subvenciones nada, da lugar a clientelismo.";"argumentative";"premise"
"Chapas identificativas para embarazadas para cederles asiento";"argumentative";"claim"
"Chapas identificativas para que las embarazadas sean reconocidas como tal por los demás usuarios y hacer más fácil el cederles el asiento en el transporte público.";"argumentative";"claim"
"Ceder el sitio a una embarazada, un anciano o cualquier persona con problemas de movilidad es un tema de educación.";"argumentative";"claim"
"Estoy de acuerdo en que deberíamos ser más cívicos y levantarnos del asiento, cuando alguien lo necesita más que nosotros.";"argumentative";"claim"
"Pero me temo, que una chapa identificativa no va a cambiar el hecho de que algunas personas son sencillamente maleducadas o insensibles a las necesidades de otros.";"argumentative";"premise"
"Estoy de acuerdo contigo,";"argumentative";"claim"
"pero muchas veces no es por mala educación, hay casos en los que puedes estar leyendo y no te das cuenta.";"argumentative";"premise"
"Yo con esta propuesta quiero evitar ese momento violento que puede sufrir una embarazada a la hora de reclamar su preferencia sobre un sitio.";"argumentative";"premise"
"También serviría, para aquellas mujeres embarazas que se encuentran en los primeros meses de gestación y aun no es tan fácil identificarlas como embarazadas.";"argumentative";"premise"
"Esta propuesta, como he dicho, existe en Londres y he visto que funciona bastante bien.";"argumentative";"premise"
"Esto es una broma, ¿verdad? Preferiría una campaña permanente de Rehumanizando al Ser Humano.";"argumentative";"claim"
"La confrontación pasa por la educación y el no creer que lo que te rodean son entes transparentes, sino personas. En mi caso, cuando entra gente en el vehículo, siempre procuro alzar la mirada por si alguien necesita sentarse.";"argumentative";"claim"
"Este tipo de medidas funcionan, sí.";"argumentative";"claim"
"Y funcionan también para hacer más egoísta a la gente y que solo se penalice una conducta si hay ley de por medio y sanción.";"argumentative";"premise"
"No por ley y sanción sociales.";"argumentative";"premise"
"Totalmente de acuerdo.";"argumentative";"claim"
"Eso me lo enseñaron casa antes de atarme los cordones! qué pasa ahora?.";"argumentative";"premise"
"No es ningúna broma.";"argumentative";"claim"
"Mi mujer esta embarazada de 4 meses de nuestro segundo hijo, y te puedo asegurar que tanto en el primero embarazo como en este, muchas veces he tenido que ser yo el que recuerde a otros ciudadanos, la preferencia que tienen las embarazadas en los asientos del metro.";"argumentative";"premise"
"A mi me encantaría que no tuviéramos que recurrir a medidas como esta,";"argumentative";"claim"
"pero desgraciadamente, todavía no estamos tan educados como creemos.";"argumentative";"premise"
"Sobre tu ultima frase, poco tengo que decir,";"argumentative";"claim"
"ya que en ningún momento veo la relación que pueda tener esta propuesta con hacer a la gente más egoísta.";"argumentative";"premise"
"Yo creo que si le dices a alguien perdona, ¿te importa que me siente, que estoy embarazada? y te responde que no. No creo que su respuesta cambie mucho por llevar una placa.";"argumentative";"claim"
"Afortunadamente, en esos casos en que no quedan sitios libres y tienes que pedir que te dejen sentarte, si el/la maleducado de turno te dice que no, suele haber gente educada alrededor y normalmente alguien cede su asiento.";"argumentative";"premise"
"Nadie impide a quien quiera llevarlo que se cuelgue un cartel diciendo mujer embarazada.";"argumentative";"claim"
"No creo necesario poner con más normas ya están";"argumentative";"claim"
"lo que hay que hacer es cumplirlas";"argumentative";"premise"
"es bien visible un anciano persona con bastón embarazada y que nadie se mueva de su asiento ni siquiera de los que les están reservados siguen con el móvil o mirando para otro lado";"argumentative";"premise"
"Pago con tarjeta en autobuses EMT";"argumentative";"claim"
"En pleno siglo XXI solo puedes comprar un billete sencillo de autobús urbano si dispones de efectivo o un billete inferior a 10 euros, es necesario que se permita el pago con tarjeta.";"argumentative";"claim"
"El pago con tarjeta ya está implantado en la línea 27 y en la línea exprés que va al Aeropuerto.";"argumentative";"claim"
"Por otra parte, a partir de mayo comenzará el proceso para sustituir todas las máquinas validadoras de la flota de autobuses y poder pagar con tarjeta.";"argumentative";"premise"
"Me parece bien, pero ralentizara más el servicio.";"argumentative";"claim"
"Si para billete a veces parecen los tiempos de Paco Martínez Soria, con tarjeta ni te cuento.";"argumentative";"claim"
"Por defecto los bancos permiten un importe fuera de línea.";"argumentative";"claim"
"Es decir, si el datáfono no funciona autorizan la operación.";"argumentative";"premise"
"Cuando esté en linea el datáfono manda esas operaciones y se cargan a las tarjetas, sino tuvieran saldo lo cargarían en el momento de tenerlo.";"argumentative";"premise"
"Eso si, el datáfono debe estar configurado para ello y entiendo que lo harán así, dado que así será.";"argumentative";"premise"
"Entonces bien, lo digo porque el único medio de transporte que se puede calcular lo que vas a tardar es el metro el autobús depende de que suba una persona u otra con dificultades de que haga paradas de los semáforos de los atascos los taxistas en fin por eso si se pudiera agilizar quitando alguna parada o el sistema de pago genial gracias Jorge.";"argumentative";"claim"
"Yo lo tengo desactivado porque me parece muy inseguro pero sería similar a pasar el abono nuevo.";"argumentative";"claim"
"Castigo duro a perros sueltos y/o sin bozal";"argumentative";"claim"
"Creo ya existe Ordenanza,";"argumentative";"claim"
"pero los due�os llevan impunemente los perros sueltos y/o sin bozal,";"argumentative";"premise"
"ya que no se aplica habitualmente el castigo.";"argumentative";"premise"
"Basta ya de acoso! Hay 80 peticiones iguales, y no ha prosperado ni una.";"argumentative";"claim"
"Unas de las cacas y otras de los perros sueltos.";"argumentative";"premise"
"Los perros deben aprender a ir sueltos, y las cacas deben recogerse.";"argumentative";"claim"
"Si un perro muerde o un due�o no recoge la caca, que sea sancionado, pero no adelantemos acontecimientos o prohibamos de manera preventiva.";"argumentative";"premise"
"Hombre, Martín, en el caso de los perros peligrosos si me parece bien que lleven bozal.";"argumentative";"claim"
"No hay que esperar que muerdan a un niño para tomar medidas.";"argumentative";"premise"
"Lógicamente no es lo mismo un caniche u otro perro pequeño y tranquilo.";"argumentative";"premise"
"Pero el señor que compre un animal que pueda ser peligroso como mascota debe ser consciente de ello y hacerse responsable.";"argumentative";"premise"
"Aparte de que hay personas y niños que tienen miedo de los perros grandes cuando son muy activos y ladradores.";"argumentative";"premise"
"Que a lo mejor es un miedo injustificado pero es real.";"argumentative";"claim"
"Lo normal es que el dueño de una mascota sea sensato, como lo son la mayoría, y entienda que en un piso de Madrid capital no cabe un perro grande y agresivo.";"argumentative";"claim"
"Por respeto a los demás y por el bien del propio perro, que va a estar mejor en el campo o en un chalet.";"argumentative";"premise"
"Habrá que proponer en base a lo que ya hay.";"argumentative";"claim"
"El perro no es peligroso, lo es el dueño, No existen razas potencialmente peligrosas.";"argumentative";"claim"
"Empieza leyendo la ordenanza, y proponer en función de lo que ya existe, que poner a todos los perros bozal, o llevarlos siempre atados, no es la solución.";"argumentative";"claim"
"La opción de crear espacios acotados para que los perros jueguen, que hay varias propuestas, es una buena opción para reducir estos problemas que planteas, sin necesidad de que se criminalice a dueños y mascotas.";"argumentative";"claim"
"A ver si los que tenéis fobia a los animales os enteráis de una vez de que los que tenéis el problema sois vosotros, como el que es agorafóbico o claustrofóbico y no va por ahí pidiendo que no se cierren las puertas porque él se agobia.";"argumentative";"claim"
"Trataos de vuestras fobias, seréis más felices, y dejad a los perros en paz.";"argumentative";"claim"
"No existe ningúna obligación de que los perros lleven bozal.";"argumentative";"claim"
"El artículo 102 de la ordenanza municipal dice que sólo deben llevar bozal los que tengan antecedentes de comportamiento agresivo.";"argumentative";"claim"
"Claro que no sé si hay alguna actualización más reciente, pero hace unos meses era la ordenanza vigente, ya que llamé a atención al ciudadano para confirmalo.";"argumentative";"premise"
"Si alguien conoce alguna actualización, estaré muy agradecida si la comparte.";"argumentative";"premise"
"Los perros de raza peligrosa han de llevar bozal, las ordenanzas municipales han de ser observadas.";"argumentative";"claim"
"Ya hay ordenanza de horarios de estar sueltos y cuales deben llevar bozal siempre, lo que pasa es que se incumple en el 92 de los casos.";"argumentative";"claim"
"De todas maneras deberían hacer algo con los perros grandes grandes y que los saca a pasear una persona pequeña pequeña, no se hacen con el, hoy casi se me tira uno encima.";"argumentative";"claim"
"Saludos, contribuiría a la solución de algunos problemas el pasar por la escuela canina, por favor apoya esta propuesta, gracias: .";"argumentative";"claim"
"Creación de una nueva línea de metro circular";"argumentative";"claim"
"Esta línea daría servicio a los barrios de Imperial, Arganzuela Entrevías, Madrid Este, Castilla y a la c Universitaria; a la zona de Madrid Río y a otras calles como Arturo Soria o Pablo Neruda.";"argumentative";"premise"
"Tendría una de las estaciones principales en el Intercambiador de Príncipe Pío.";"argumentative";"premise"
"Continuaría bajo el campo del moro y el Parque de Atenas.";"argumentative";"premise"
"Seguría por la calle Imperial con Ronda de Segovia para tener correspondencia con la futura estación de Cercanías Renfe que se construirá allí.";"argumentative";"premise"
"Continuará hasta la glorieta de Pirámides, donde tendrá otra estación.";"argumentative";"premise"
"Continuaría por el Paseo de las Yeserías hasta el Puente de Praga.";"argumentative";"premise"
