"sentence_text";"label_binary";"label_component"
"Los resultados de la evaluación con el cuestionario QLQ-C30 y la escala LC30 en el grupo tratado también fueron superiores a los del grupo de control (P < 0,05), respectivamente.";"argumentative";"premise"
"Las puntuaciones de eficacia de la MTC (24,52 +/- 8,98 vs 29,76 +/- 7,09, P < 0,05 ) y la distancia recorrida a pie en 6 minutos (233,4 +/- 29,2 m vs 205,8 +/- 31,9 m, P < 0,05 ) fueron mejores en el grupo tratado.";"argumentative";"premise"
"Después del tratamiento en el grupo tratado, el peso corporal aumentó en 11 pacientes (el 20,0%) se estabilizó en 28 (el 50,9%) y disminuyó en 16 (el 29,1%), mientras que en el grupo de control aumentó en 5 (el 9,4%), se estabilizó en 26 (el 49,1%) y disminuyó en 22 (el 41,5%), la diferencia entre los dos grupos también fue significativa (P < 0,05).";"argumentative";"premise"
"La terapia de MTC para eliminar sustancias tóxicas y desbloquear meridianos puede mejorar la calidad de vida post-radiación de pacientes con cáncer de pulmón hasta cierto punto.";"argumentative";"claim"
"El ensayo AVEREL [Estudio de Avastin (Bevacizumab) en combinación con Herceptin (Trastuzumab) /Docetaxel en pacientes con cáncer de mama metastásico HER2- positivo] evaluó el tratamiento de primera línea con bevacizumab para el cáncer de mama localmente recurrente/ metastásico (LR/ MBC) receptor 2 (HER2) positivo en la piel humana.";"non-argumentative";"none"
"Los pacientes con LR/ MBC HER2-positivo mensurable/ evaluable que no habían recibido trastuzumab o quimioterapia para LR/ MBC fueron estratificados por trastuzumab adyuvante previo, taxano adyuvante previo (neo), estado de los receptores hormonales y enfermedad mensurable y fueron asignados aleatoriamente para recibir docetaxel 100 mg/ m (2) más trastuzumab 8 mg/ kg dosis de carga seguida de 6 mg/ kg con bevacizumab 15 mg/ kg o sin bevacizumab, todos administrados cada 3 semanas.";"non-argumentative";"none"
"El objetivo primario fue la supervivencia libre de progresión (SFP).";"non-argumentative";"none"
"Los puntos finales adicionales incluyeron la supervivencia global, la tasa de respuesta (RR), la seguridad, la calidad de vida y la investigación traslacional.";"non-argumentative";"none"
"Resultados Las características iniciales de los 424 pacientes se equilibraron entre los grupos de tratamiento.";"non-argumentative";"none"
"La mayoría de los pacientes tenían metástasis viscerales, el 43% tenía un intervalo libre de enfermedad de menos de 12 meses, y el 85% tenía enfermedad medible.";"non-argumentative";"none"
"La mediana de seguimiento fue de 26 meses.";"non-argumentative";"none"
"La relación de riesgo para la SFP evaluada por el investigador fue de 0,82 (IC del 95%, 0,65 a 1,02""; "" P = 0,0775 ""; "" SFP mediana, 13,7 vs 16,5 meses en los brazos de no bevacizumab y de bevacizumab, respectivamente ""; "" Eventos de SFP en el 72%)";"argumentative";"premise"
"El índice de riesgo de la SFP evaluado por el Comité de Revisión Independiente fue de 0,72 (IC del 95%, de 0,54 a 0,94 ""; "" P = 0,0162 ""; "" mediana de la SFP, 13,9 vs 16,8 meses, respectivamente ""; "" eventos de SFP en el 53% ).";"argumentative";"premise"
"La RR fue del 70 por ciento frente al 74 por ciento, respectivamente (P =. 3492 ).";"argumentative";"premise"
"La neutropenia febril y la hipertensión de grado ≥ 3 fueron más comunes con el tratamiento que contenía bevacizumab.";"argumentative";"claim"
"Las concentraciones plasmáticas elevadas de la línea de base del factor de crecimiento endotelial vascular A (VEGF- A) se asociaron con un mayor beneficio de bevacizumab (no estadísticamente significativo).";"argumentative";"premise"
"La combinación de bevacizumab con docetaxel y trastuzumab no mejoró significativamente la SFP evaluada por el investigador.";"argumentative";"claim"
"El valor predictivo potencial del VEGF-A en plasma es consistente con los hallazgos en los LR/MBC HER2-negativos, lo que justifica una evaluación prospectiva.";"non-argumentative";"none"
"La vinorelbina prolonga la supervivencia y mejora la calidad de vida en pacientes de edad avanzada con cáncer de pulmón no de células pequeñas (CPNPC).";"argumentative";"claim"
"Algunos estudios también han sugerido que la gemcitabina es bien tolerada y eficaz en estos pacientes.";"argumentative";"claim"
"Comparamos la eficacia y toxicidad de la combinación de vinorelbina y gemcitabina con las de cada fármaco administrado solo en un ensayo abierto, aleatorizado de fase III en pacientes ancianos con cáncer de mama no selectivo avanzado.";"non-argumentative";"none"
"Los pacientes de 70 años o más, incluidos entre diciembre de 1997 y noviembre de 2000, fueron asignados aleatoriamente para recibir vinorelbina intravenosa (30 mg/ m2 de superficie corporal), gemcitabina (1200 mg/ m2 de superficie corporal) o vinorelbina (25 mg/ m2 de superficie corporal) más gemcitabina (1000 mg/ m2 de superficie corporal).";"non-argumentative";"none"
"Todos los tratamientos se administraron en los días 1 y 8 cada 3 semanas durante un máximo de seis ciclos.";"non-argumentative";"none"
"El objetivo primario era la supervivencia.";"non-argumentative";"none"
"Las curvas de supervivencia se dibujaron utilizando el método Kaplan-Meier y se analizaron mediante el test de Mantel-Haenszel.";"non-argumentative";"none"
"Los resultados secundarios fueron calidad de vida y toxicidad.";"non-argumentative";"none"
"De 698 pacientes disponibles para el análisis de intención de tratar, 233 fueron asignados a recibir vinorelbina, 233 a gemcitabina y 232 a vinorelbina más gemcitabina.";"non-argumentative";"none"
"En comparación con cada fármaco por separado, el tratamiento combinado no mejoró la supervivencia.";"argumentative";"premise"
"La relación de riesgo de muerte entre los pacientes que recibieron el tratamiento combinado fue de 1,17 (intervalo de confianza del 95% [IC] = 0,95 a 1,44), la de los pacientes que recibieron vinorelbina y de 1,06 (IC del 95% = 0,86 a 1,29), la de los pacientes que recibieron gemcitabina.";"argumentative";"premise"
"Aunque la calidad de vida fue similar en los tres grupos de tratamiento,";"argumentative";"premise"
"el tratamiento combinado fue más tóxico que los dos medicamentos administrados por separado.";"argumentative";"premise"
"La combinación de vinorelbina y gemcitabina no es más eficaz que la vinorelbina o la gemcitabina en monoterapia en el tratamiento de pacientes ancianos con cáncer de mama no selectivo avanzado.";"argumentative";"claim"
"Evaluar la eficacia de una intervención psicoeducativa para mejorar la fatiga relacionada con el cáncer.";"non-argumentative";"none"
"Este ensayo controlado aleatorizado involucró a 109 mujeres que comenzaron la quimioterapia adyuvante para el cáncer de mama en estadio I o II en cinco centros de tratamiento de quimioterapia.";"non-argumentative";"none"
"Los pacientes del grupo de intervención recibieron un programa individualizado de educación y apoyo sobre fatiga en la clínica y por teléfono en tres sesiones de 10 a 20 minutos con una semana de diferencia.";"non-argumentative";"none"
"Los instrumentos incluían una escala de calificación numérica que evalúa la confianza en la gestión de la fatiga ""; "" Escalas de calificación numérica de 11 puntos que miden la fatiga en el peor, el promedio y el mejor momento ""; "" Escalas de fatiga de Piper y de fatiga de la evaluación funcional de la terapia contra el cáncer ""; "" Escala de autoeficacia del cáncer ""; "" Cuestionario C30 de la calidad de vida de la Organización Europea de Investigación y Tratamiento del Cáncer ""; "" y la Escala de Ansiedad y Depresión Hospitalaria.";"non-argumentative";"none"
"Para cada resultado, se realizaron análisis separados de la covarianza de las puntuaciones de cambio entre el valor de referencia (T1) y los tres puntos de tiempo de seguimiento (T2, T3 y T4), controlando el valor de referencia correspondiente de la variable.";"non-argumentative";"none"
"En comparación con el grupo de intervención, las puntuaciones medias de diferencia entre las evaluaciones de la línea de base (T1) e inmediatamente después de la prueba (T2) aumentaron significativamente más en el grupo de control para las medidas de fatiga peor y media, Evaluación funcional de la terapia contra el cáncer-fatiga y fatiga Piper y medidas de interferencia.";"argumentative";"premise"
"Estas diferencias no se observaron entre las evaluaciones de referencia y las de T3 y T4.";"argumentative";"premise"
"No se identificaron diferencias significativas para los puntajes de cambio antes o después de la prueba para la confianza en el manejo de la fatiga, la autoeficacia del cáncer, la ansiedad, la depresión o la calidad de vida.";"argumentative";"premise"
"La educación y el apoyo preparatorios pueden ayudar a las mujeres a hacer frente a la fatiga relacionada con el cáncer a corto plazo.";"argumentative";"claim"
"Sin embargo, se necesita más investigación para identificar formas de mejorar la eficacia y la sostenibilidad de las intervenciones psicoeducativas para el manejo de la fatiga relacionada con el cáncer.";"argumentative";"claim"
"Evaluar la incidencia y la resolución temporal de la disuria después de la braquiterapia de próstata permanente, e identificar los predictores de la disuria relacionada con la braquiterapia.";"non-argumentative";"none"
"El estudio incluyó a 130 pacientes sin antecedentes de resección transuretral de la próstata antes del tratamiento, que recibieron braquiterapia en uno de dos ensayos aleatorizados prospectivos, con técnicas de ahorro de uretra explícitamente planificadas y ejecutadas (dosis periférica mínima del 100-150%), utilizando 103Pd o 125I para el cáncer de próstata clínico T1c-T2c.";"non-argumentative";"none"
"La mediana de seguimiento fue de 22,6 meses.";"non-argumentative";"none"
"El bloqueador alfa se inició como medida profiláctica 2 semanas antes de la implantación y se continuó al menos hasta que el Índice Internacional de Síntomas de la Próstata (IPSS) volviera a la normalidad o se suspendió hasta el inicio de una morbilidad urinaria significativa relacionada con la braquiterapia.";"non-argumentative";"none"
"La disuria se evaluó en una escala de 0 a 10 antes de la braquiterapia y luego a los 1, 3, 6 y 12 meses después, con una media de cuatro cuestionarios de disuria por paciente.";"non-argumentative";"none"
"Las variables clínicas, de tratamiento y dosimétricas evaluadas incluyeron el bloqueador alfa, la edad, el IPSS antes y el máximo después del tratamiento, el volumen de próstata en la ecografía, el estado hormonal, la radioterapia suplementaria, el isótopo, la dosis uretral, V (100/200 ), D90 y el tiempo hasta obtener un IPSS normal.";"non-argumentative";"none"
"La incidencia máxima de disuria fue del 85% al mes después de la braquiterapia, con posterior resolución con el tiempo.";"non-argumentative";"none"
"El uso de tamsulosina profiláctica dio lugar a una puntuación estadísticamente más baja de la gravedad de la disuria (diferencia de 2,7 vs 4,2, P < 0,005) a 1 mes, sin diferencias discernibles a los 3, 6, 12 y 18 meses.";"argumentative";"premise"
"Los pacientes con disuria tenían un IPSS estadísticamente más alto.";"argumentative";"premise"
"La disuria se resolvió más rápidamente en pacientes implantados con 103Pd,";"argumentative";"premise"
"pero no se vio afectada por el uso de radioterapia suplementaria y/ o terapia de privación de andrógenos.";"argumentative";"premise"
"En el análisis multivariado, los alfa-bloqueantes profilácticos dieron como resultado puntuaciones máximas estadísticamente más bajas de disuria,";"argumentative";"premise"
"mientras que el IPSS máximo después de la implantación y el tipo de isótopo (pero solo a los 6 meses) fueron los mejores predictores de la resolución de la disuria.";"argumentative";"premise"
"La disuria es común después de la braquiterapia pero es generalmente leve.";"argumentative";"claim"
"Los alfa-bloqueantes profilácticos dieron puntuaciones máximas de disuria significativamente más bajas";"argumentative";"claim"
"pero no afectaron el tiempo hasta la resolución de la disuria.";"argumentative";"claim"
"El IPSS máximo después del implante fue el mejor predictor de la resolución de la disuria.";"argumentative";"claim"
"La adición de bevacizumab a paclitaxel mejoró la supervivencia libre de progresión (SFP) de pacientes con cáncer de mama metastásico (CMB).";"argumentative";"claim"
"Se examinó la eficacia y seguridad de la adición de gemcitabina al paclitaxel/ bevacizumab (PB).";"non-argumentative";"none"
"En este ensayo multicéntrico, abierto, aleatorizado de fase II, las mujeres con hematocritos locales avanzados o MBC fueron asignadas aleatoriamente para recibir paclitaxel 90 mg/ m (días 1, 8, 15) y bevacizumab 10 mg/ kg (días 1, 15) con o sin gemcitabina 1500 mg/ m (días 1, 15) en ciclos de 28 días.";"non-argumentative";"none"
"Los pacientes con tratamiento citotóxico previo para MBC no eran elegibles.";"non-argumentative";"none"
"El criterio primario fue la tasa de respuesta global (RGO) evaluada por el investigador ""; "" Los criterios secundarios fueron la SFP, la supervivencia global (SG), la seguridad y la calidad de vida.";"non-argumentative";"none"
"94 pacientes recibieron PB y 93 recibieron paclitaxel/ bevacizumab/ gemcitabina (PB+G).";"non-argumentative";"none"
"Las ORR fueron del 48,9% (intervalo de confianza del 95% [ IC ], 38,5% - 59,5% ) y del 58,7% (IC del 95%, 47,9% - 68,9% "";"" P =.";"argumentative";"premise"
"La mediana de la SFP fue de 8,8 meses (IC del 95%, 8,1 a 10,4 meses) y de 11,3 meses (IC del 95%, 9,7-12,7 meses); "" P = 0,247 ""; "" hazard ratio, 0,82 "") ""; "" la mediana de la OS fue de 25,0 meses (IC del 95%, 18,8 meses no evaluables [ N/A ]) y de 24,3 meses (IC del 95%, 20,3 a N/A meses ""; "" P = 0,475 ""; "" hazard ratio, 0,84 "") con PB y PB+G, respectivamente.";"argumentative";"premise"
"Hubo significativamente más neutropenia de grado 3 - 4 (P = 0, 001) y disnea (P = 0,0 14)) con PB+G.";"argumentative";"premise"
"Los pacientes tratados con PB experimentaron una mejoría mayor en las puntuaciones totales de FACT-B (Evaluación Funcional de la Terapia del Cáncer- Mama) (P =.021), FACT-B Bienestar Social/ Familiar (P =.041), y Preocupaciones Adicionales por el Cáncer de Mama (P =.008) que los pacientes tratados con PB+G.";"argumentative";"premise"
"La adición de gemcitabina a PB no se asoció con una mejora estadísticamente significativa en la ORR.";"argumentative";"claim"
"El tratamiento con PB+G aumentó la incidencia de neutropenia y disnea severas,";"argumentative";"claim"
"aunque el régimen fue generalmente bien tolerado.";"argumentative";"claim"
"La terapia de mantenimiento, iniciada inmediatamente después de la terminación de la quimioterapia de primera línea, es una estrategia prometedora para mejorar los resultados del tratamiento en pacientes con cáncer de pulmón no de células pequeñas (CPNM).";"non-argumentative";"none"
"El estudio global de fase III SequentiAl Tarceva en CPNM no resecable (SATURN) evaluó la eficacia y seguridad del inhibidor de la tirosina- quinasa del receptor del factor de crecimiento epidérmico (EGFR) erlotinib como tratamiento de mantenimiento en pacientes con CPNM sin progresión después de la quimioterapia de primera línea.";"non-argumentative";"none"
"Informamos de un subanálisis retrospectivo de pacientes asiáticos inscritos en SATURN.";"non-argumentative";"none"
"Los pacientes con cáncer no selectivo de células pequeñas avanzado sin evidencia de progresión después de cuatro ciclos de quimioterapia fueron asignados al azar para recibir erlotinib 150 mg/ día o placebo, hasta que la enfermedad progresara o la toxicidad se limitara.";"non-argumentative";"none"
"Los objetivos co-primarios de SATURN fueron la supervivencia libre de progresión (SFP) en todos los pacientes y en aquellos con estatus inmunohistoquímico positivo de EGFR (ICH).";"non-argumentative";"none"
"Los criterios secundarios incluían la supervivencia global (SO), la tasa de control de la enfermedad, la seguridad y la calidad de vida (QoL) y los análisis de biomarcadores.";"non-argumentative";"none"
"En total, se seleccionaron al azar 126 pacientes de centros de Asia Oriental y Sudoriental (14% de la población con intención de tratamiento): 88 de Corea, 28 de China y 10 de Malasia ""; "" un paciente fue excluido de este análisis debido a su origen étnico indio.";"non-argumentative";"none"
"La SFP se prolongó significativamente en el grupo de tratamiento con erlotinib, tanto en general (razón de riesgo [HR]: 0, 57 ""; "" p=0, 0067 "") como en pacientes con enfermedad EGFR IHC positiva (HR=0, 50 ""; "" p=0, 0057).";"argumentative";"premise"
"Se observó una tendencia hacia un aumento de la OS, que alcanzó una significación estadística en el subgrupo EGFR IHC positivo (p=0,0233 ).";"argumentative";"premise"
"La tasa de respuesta global fue significativamente mayor con erlotinib en comparación con el placebo (24% frente a 5% "";"" p=0, 0025 ).";"argumentative";"premise"
"Erlotinib fue generalmente bien tolerado y no tuvo un impacto negativo en la calidad de vida en esta subpoblación.";"argumentative";"claim"
"Las reacciones adversas más comunes relacionadas con el tratamiento fueron erupción cutánea, diarrea y prurito.";"argumentative";"premise"
"Erlotinib fue eficaz y bien tolerado en pacientes asiáticos, produciendo beneficios consistentes con los observados en la población general de SATURN.";"argumentative";"claim"
"El tratamiento de mantenimiento con erlotinib parece ser una opción útil para el tratamiento de pacientes asiáticos con cáncer de mama no selectivo avanzado sin progresión después de la quimioterapia de primera línea.";"argumentative";"claim"
"Evaluar la seguridad y eficacia de abatacept durante los 2 años del ensayo ATTAIN (Abatacept Trial in Treatment of Anti- TNF INadequate Responders) en pacientes con artritis reumatoide.";"non-argumentative";"none"
"Los pacientes que completaron el período de doble ciego de 6 meses fueron elegibles para entrar en la extensión a largo plazo "";"" los pacientes recibieron abatacept aproximadamente 10 mg/ kg, más fármacos antirreumáticos modificadores de la enfermedad.";"non-argumentative";"none"
"La seguridad y eficacia (respuestas a los criterios del American College of Rheumatology (ACR), DAS28 (proteína C reactiva), HAQ-DI, SF-36, Índice de Problemas de Sueño del Estudio de Resultados Médicos, VAS de fatiga) se evaluaron durante 2 años.";"non-argumentative";"none"
"Se incluyeron 317 pacientes (de los que 218 eran del grupo de abatacept y 99 del grupo de placebo) y 222 (70%) completaron 18 meses de tratamiento de extensión a largo plazo.";"non-argumentative";"none"
"La incidencia y el tipo de eventos adversos fueron consistentes entre los períodos de doble ciego y los períodos acumulados (doble ciego más extensión a largo plazo).";"argumentative";"premise"
"Las tasas de eventos adversos graves fueron de 25,6 y 23,4 por cada 100 pacientes-año en el período doble ciego frente al período acumulado.";"argumentative";"premise"
"A los 6 meses y 2 años, utilizando análisis de no respondedores, las respuestas ACR en pacientes tratados con abatacept fueron: ACR 20, 59, 4% y 56, 2%; "" ACR 50, 23, 5% y 33, 2% ""; "" ACR 70, 11, 5% y 16, 1% ""; "" Las respuestas HAQ-DI fueron de 54, 4% y 47, 9%";"argumentative";"premise"
"A los 6 meses y 2 años, utilizando análisis post-hoc como observado, el porcentaje de pacientes (intervalo de confianza del 95%) que alcanzaron una puntuación de actividad baja de la enfermedad DAS28 (proteína C reactiva) (< o = 3,2) y una remisión definida por DAS28 (proteína C reactiva) (< 2,6) aumentó del 18,3% ( 13,0, 23,5%) al 32,0% (24,6%, 39,4%) y del 11,1% (6,8%, 15,3%) al 20,3% (13,9%, 26,6%).";"argumentative";"premise"
"Las mejoras clínicamente significativas en SF-36, dolor, fatiga y problemas de sueño también se mantuvieron durante los 2 años de tratamiento con abatacept.";"argumentative";"premise"
"No se han observado observaciones únicas de seguridad durante la exposición abierta.";"argumentative";"premise"
"Las mejoras en los signos y síntomas de la artritis reumatoide, la función física y la calidad de vida relacionada con la salud observadas después de 6 meses se mantuvieron durante los 2 años en esta población con enfermedad difícil de tratar.";"argumentative";"premise"
"La gemcitabina para el cáncer de páncreas avanzado (APC) es paliativa y el pronóstico es pobre, lo que hace que la calidad de vida relacionada con la salud (QVSA) sea particularmente importante.";"non-argumentative";"none"
"Se evaluó la CQR con la EuroQol (EQ-5DTM) en pacientes con APC que participaron en el Grupo B 80303 de cáncer y leucemia, un ensayo multicéntrico, doble ciego, aleatorizado que compara la supervivencia global (SO) entre dos brazos de tratamiento: gemcitabina con bevacizumab o gemcitabina con placebo.";"non-argumentative";"none"
"Se invitó a una submuestra consecutiva de pacientes a completar las encuestas EQ-5D.";"non-argumentative";"none"
"Dado que ni los resultados clínicos ni los de la QDHH diferían según el brazo de estudio, los análisis se agruparon.";"non-argumentative";"none"
"Se evaluaron los cambios en las puntuaciones medias desde el inicio hasta las ocho semanas y el valor pronóstico de la EQ-5D.";"non-argumentative";"none"
"Las puntuaciones medias del índice se mantuvieron estables (0,78 al inicio [ n = 267 ], 0,79 a las ocho semanas [ n = 186 ], P = 0,34, Wilcoxon firmó el rank test), atribuible a un deterioro modesto de las puntuaciones del dominio de la función física coincidiendo con pequeñas mejoras en las puntuaciones de dolor y ansiedad / depresión.";"argumentative";"premise"
"Se observó una pequeña disminución en las puntuaciones de la escala analógica visual (70,7 frente a 68,2, P=0,026).";"argumentative";"premise"
"Los cambios en la QDQR dentro de los estratos de respuesta a la quimioterapia revelaron puntajes de índice estables";"argumentative";"premise"
"pero una tendencia de empeoramiento de la función física entre los pacientes con progresión de la enfermedad en comparación con los que tenían una enfermedad estable o mejorada.";"argumentative";"premise"
"Las puntuaciones de la escala analógica visual tuvieron una tendencia a la baja con el tiempo independientemente del estado de respuesta a la quimioterapia, con un deterioro estadísticamente significativo en los pacientes que progresaron (68,9 vs. 64,4,4, P=0,029).";"argumentative";"premise"
"Las puntuaciones de referencia de ambas escalas EQ-5D fueron predictores significativos de la OS en los modelos de riesgo proporcional de Cox.";"non-argumentative";"none"
