"sentence_text";"label_binary";"label_component"
"El estado de Veracruz ocupa el segundo lugar en la producción de café , concentrándose en la zona centro del estado con el 96 . 1 % de los productores dedicados a la actividad cafetalera ; para el cultivo del café se siembran más de 151 , 000 hectáreas y en total son mas de 56 , 000 familias que dependen de esta actividad productiva .";"non-argumentative";"none"
"6 El Campo Agrícola Experimental Xalapa , dependiente del Instituto de Investigaciones Forestales , Agrícolas y Pecuarias INIFAP , ante el potencial de este cultivo en las zonas de transición y de altas montañas y que abarca las regiones cafetaleras de Coatepec , Misantla y Huatusco , tiene como propósito investigar las condiciones climáticas y ecológicas de estas regiones así como las condiciones económico sociales de los productores , con el objetivo de generar conocimiento científico e innovaciones tecnológicas para el cultivo del café que contribuyan al desarrollo de una cafeticultura tecnificada , en el trópico húmedo y zonas montañosas del estado de Veracruz .";"non-argumentative";"none"
"Por su importancia económica , por el número de hectáreas sembradas , y por el número de familias veracruzanas que dependen del cultivo del café , este trabajo de investigación pretende conocer cual es la situación actual de la tecnología generada por el INIFAP , para el cultivo del café en la región cafetalera de Coatepec y que papel ha jugado la comunicación en la adopción de tecnología cafetalera .";"non-argumentative";"none"
"propuso inicialmente que el uso inadecuado de los medios de comunicación social para difundir los resultados de la investigación agrícola , tiene como consecuencia la escasa adopción de nuevas tecnologías , lo cual se constato ,";"non-argumentative";"none"
"ya que no se hace un uso adecuado y racional de los programas dirigidos a los productores cafetaleros de la Región Coatepec , aún cuando registra altos niveles de audiencia el programa televisivo Veracruz Agropecuario con un 27 % de exposición diaria por parte de los productores .";"argumentative";"premise"
"Este programa se transmite por Radiotelevisión de Veracruz TV MAS , propiedad del Gobierno del Estado de Veracruz y con una amplia cobertura hacia los estados de Puebla , Tlaxcala , Hidalgo , Pachuca , Tabasco y parte de chiapas ; con transmisiones diarias de 19 : 30 a 20 : 30 p . m . y en donde el INIFAP a través de sus campos experimentales en la zona centro del estado de Veracruz , no ha logrado consolidar un espacio exclusivo , para dar a conocer las recomendaciones de la tecnología que genera , únicamente utiliza está estación para promocionar eventos como el Día del agricultor por decir alguno .";"non-argumentative";"none"
"Se considero importante identificar la situación actual del binomio comunicación uso de la tecnología cafetalera , lo cual se constató en las comunidades de Tlacotepec de Mejía , Xihuitlán y Chiltoyac en donde los técnicos del INIFAP fueron los canales de comunicación preferidos por los productores , como difusores de las nuevas tecnologías generadas por el Campo Agrícola Experimental Xalapa , con el 31 . 6 % , seguido de televisión y radio en forma correspondiente .";"non-argumentative";"none"
"3 . Se constató que el impacto socioeconómico de la tecnología generada en café por el INIFAP , a través del Campo Agrícola Experimental Xalapa , por lo que se obtienen buenos rendimientos y por lo que un 11 . 11 % han adoptado al 100 % la variedad Oro Azteca .";"non-argumentative";"none"
"se traduce en que un 28 . 6 % sí piensa aumentar la superficie de café con nuevas variedades siempre y cuando sean generadas por el INIFAP ,";"argumentative";"claim"
"ya que , con un 82 . 54 % indicaron los productores que las variedades son resistentes a plagas , enfermedades , sequías y son fuertes y vigorosas ,";"argumentative";"premise"
"4 .";"non-argumentative";"none"
"tomando en cuenta los antecedentes en el Marco de Referencia , en donde se mencionan cuales han sido los procesos de comunicación para dar a conocer los resultados de la investigación agrícola , que van desde : Parcelas Demostrativas , Días del Agricultor , y un uso esporádico de los medios de comunicación social Prensa , radio , televisión , se registro con un 77 . 7 % que los técnicos del INIFAP han demostrado ser personas confiables y responsables , y con un fácil manejo de la comunicación ,";"argumentative";"premise"
"por lo que indicaron sean ellos los que sigan proporcionando asistencia técnica .";"argumentative";"claim"
"5 . a No existe financiamiento para el cultivo de café , esto se registro con un 57 . 14 % , aunado a la inestabilidad en el precio del producto ,";"non-argumentative";"none"
"Es importante destacar que el proceso de adopción de tecnología por parte de los productores cafetaleros en la zona de estudio ha sido escasa por varias razones :";"argumentative";"claim"
"ya que durante el ciclo 2001 2002 el precio de compra por kilogramo de café cereza se cotizó de $ 1 . 00 a $ 1 . 30 , al igual que en el ciclo 2003 2004 .";"argumentative";"premise"
"b Solo un 11 . 11 % decidió adoptar la variedad Oro Azteca , identificándose como productores con un nivel de escolaridad alto , con tenencia de la tierra en pequeña propiedad y con más de 7 hectáreas ; mientras que el resto de los productores tienen una tenencia de tipo ejidal con un 61 . 1 % , y sus ingresos promedio a la semana es de menos de $ 300 . 00 .";"argumentative";"premise"
"c Finalmente aún cuando las variedades generadas por el INIFAP , son prometedoras , lo cierto es que existe abandono en los cafetales , un futuro incierto en el producto y con el 55 . 6 % , los entrevistados opinaron que el café ya no es rentable .";"argumentative";"premise"
"Debido a esto se debe tener en cuenta que un equipo o sistema eléctrico puede sufrir daños severos que son costosos y peligrosos . por lo que es necesario diseñar las instalaciones en tal forma que contengan los elementos de protección adecuados .";"non-argumentative";"none"
"Un aspecto importante a considerar en la operación y planeación de los sistemas eléctricos de potencia es su comportamiento en condiciones de falla .";"argumentative";"premise"
"En este estudio , se pone especial atención en las líneas de transmisión ,";"argumentative";"claim"
"ya que de estas depende el abastecimiento de energía en todo el sistema de potencia ,";"argumentative";"premise"
"por lo que se debe contar con una herramienta de aplicación concreta para analizar estos problemas . es necesario emplear un software que ayude en el diseño";"non-argumentative";"none"
"Una de las fallas más importantes a considerar es el corto circuito ,";"argumentative";"premise"
"Por el tamaño de la red y la cantidad de elementos que intervienen ,";"argumentative";"premise"
"a fin de prevenir estos efectos y plantear los dispositivos de protección indicados y la coordinación de los mismos .";"argumentative";"premise"
"Además , este método puede ser empleado para realizar un sinfín de pruebas";"non-argumentative";"none"
"Este método de coordinación permite al usuario evaluar los ajustes de los elementos de protección en las líneas de transmisión por medio del software llamado ASPEN ONE LINER .";"argumentative";"premise"
"Este programa tiene una gran utilidad";"argumentative";"claim"
"ya que aparte de la coordinación de dichas protecciones , permite realizar el análisis de corto circuito en puntos específicos simulando fallas en todo el sistema y de forma simultánea .";"argumentative";"premise"
"ya que ofrece un modelado de elementos tales como : generadores , cargas , líneas de transmisión , transformadores , cambiadores de fase , etc .";"argumentative";"premise"
"Otra aplicación de este programa es la localización de fallas en uno o varios nodos de la red , gracias a su cálculo de equivalentes de frontera .";"argumentative";"premise"
"trabajar con un software como este nos ofrece una gran conveniencia";"argumentative";"claim"
"ya que no representa riesgo alguno para el usuario";"argumentative";"premise"
"gracias a que su ambiente es totalmente gráfico para editar la red , hacer análisis y mostrar resultados .";"argumentative";"premise"
"aspen One Liner demostró ser una herramienta útil para la coordinación de protecciones , en particular para relevadores de sobrecorriente y de distancia ,";"argumentative";"claim"
"ya que como se mostro en el desarrollo de este trabajo , en las pruebas se presentaron diferentes tiempos de operación de los relevadores correspondientes al momento de ocurrir una falla , permitiendo así el control sobre esta de manera prioritaria , es decir , los relevadores primarios actuaron en un tiempo menor que los relevadores de respaldo primarios y remotos .";"argumentative";"premise"
"para el ajuste de los relevadores de sobrecorriente es necesario conocer en principio la corriente nominal de operación en la línea donde está ubicado este elemento de protección .";"argumentative";"premise"
"sin embargo , el software solo proporciona la corriente primaria de corto circuito detectada por cada relevador .";"argumentative";"premise"
"este valor permitió tomar un criterio de ajuste de las protecciones debido a que las graficas de operación de estos dispositivos , muestran sobre el eje de las abscisas valores de ajuste de tap de corriente de falla ,";"argumentative";"premise"
"por lo tanto es posible determinar un valor que proporcione la operación coordinada del relevador .";"argumentative";"claim"
"se obtuvo la coordinación de protecciones ,";"argumentative";"claim"
"ya que ante las fallas simuladas , los relevadores de respaldo mostraron un tiempo de retraso respecto a los primarios , y como se menciono anteriormente , una vez que dos interruptores actúan sobre una falla y la aíslan , los elementos de respaldo ya no operaran por estar ajustados para operar con un retardo de tiempo .";"argumentative";"premise"
"La necesidad de desarrollar este tipo de aplicaciones está basada en la aplicación LinterVox ,";"non-argumentative";"none"
"Al inicio de este documento , dentro del primer capítulo , se habló de la necesidad de una aplicación que permita obtener información de la Web de una manera fácil y sencilla a usuarios invidentes , que hablan español , específicamente español mexicano .";"argumentative";"premise"
"esto debido a que Linter Vox ofrece la interfaz que lee los resultados pero no algo que permitiera hacer búsquedas con la voz como entrada REFS .";"argumentative";"premise"
"Tomando en cuenta esto se planteó la creación de una aplicación que debería de ser gratuita , funcional y que satisfaga la necesidad mencionada anteriormente .";"argumentative";"claim"
"la cual permite realizar búsquedas en la Web , de una forma más natural que la tradicional , usando la voz del usuario para dictar sus consultas , así la aplicación puede trabajar en diferentes contextos dependiendo del vocabulario que sea introducido .";"non-argumentative";"none"
"El objetivo de esta tesis se realizó de forma satisfactoria ,";"argumentative";"claim"
"porque después de un prologando proceso de investigación y aprendizaje de nuevos lenguajes de programación como es el caso de Tcl , se desarrolló la aplicación que lleva por nombre Conquiro Vox";"argumentative";"premise"
"de esta manera la aplicación se vuelve más práctica y sencilla de usar .";"argumentative";"premise"
"Además permite al usuario cargar el vocabulario que él desee y en el momento que lo requiera";"argumentative";"premise"
"Es fácil integrar un nuevo reconocedor Esta cuestión también es válida en el caso del sintetizador de voz es necesario esperar a que estas herramientas sean mejoradas .";"non-argumentative";"none"
"Debido a la situación actual en la que se encuentran las herramientas de reconocimiento de voz , no es posible desarrollar una aplicación que reconozca todas las consultas dictadas por el usuario con un 100 % de efectividad .";"argumentative";"premise"
"Sin embargo , esta aplicación puede incorporar cualquier reconocedor sin tener que rediseñarse el sistema ,";"argumentative";"premise"
"por lo que es posible incorporar un nuevo reconocedor que se entrene para buscar una mejor tasa de reconocimiento .";"argumentative";"claim"
"puesto que la clase que se encarga de controlar todo lo referente con el reconocedor , permite que sea fácilmente modificada , manteniendo intacta la estructura base de la aplicación .";"argumentative";"premise"
"debido a que los resultados no son del todo entendibles ,";"argumentative";"premise"
"Durante las pruebas la aplicación mostró un buen desempeño en todas las actividades a las que fue sometida .";"non-argumentative";"none"
"En todo momento la aplicación captura todas las acepciones o errores que puedan ocurrir durante su funcionamiento y muestra ventanas de aviso , que son leídas en voz alta , informando al usuario del error que ha aparecido y como se puede resolver ,";"argumentative";"premise"
"de esta forma se garantiza un correcto funcionamiento de la aplicación .";"argumentative";"claim"
"La participación de usuarios de diferentes ubicaciones , carreras y edades fue de gran importancia para identificar las carencias y errores del sistema Lamentablemente no fue posible contar con la participación de usuarios invidentes , pero gracias a las pruebas se obtuvo información muy importante acerca del grado de interacción que permite la aplicación , destacando los puntos débiles que deben de ser corregidos Sin duda alguna esto ayudó a completar exitosamente todos los objetivos generales y específicos de esta tesis .";"non-argumentative";"none"
"Construir Conquiro Vox no fue una tarea sencilla ,";"argumentative";"claim"
"para su desarrollo era necesario integrar diferentes tecnologías y usar distintos leguajes de programación .";"argumentative";"premise"
"Para lo cual fue necesaria una etapa previa de aprendizaje y documentación .";"argumentative";"premise"
"se puede concluir que el objetivo principal se llevó acabo quedando todavía bastante trabajo por delante ,";"argumentative";"claim"
"ya que el sistema tiene una proyección extensa de aplicaciones que contemplan la graficacion de eventos y predicciones en caso de contingencia , visualización del registro de un evento en red para ser monitoreado por los demás grupos del CECO y el desarrollo de los módulos de los grupos mencionados entre otros .";"argumentative";"premise"
"Era un día de julio del año 2001 . En un diario llamado EL COMENTARIO de la pequeña ciudad de Colima , México , una nota daba cuenta de la detención de José Bové 5 , agricultor francés , mientras protestaba junto con unos 100 palestinos y franceses por el cierre de una carretera que discurre a lo largo de Cisjordania , el principal territorio por extensión de Palestina . La detención como es de suponerse fue realizada por la policía israelí . El periódico explicaba también que los argumentos que esgrimían los manifestantes consistían en señalar que esa medida afecta los derechos de los agricultores de la zona , quienes han sido desplazados de sus tierras .";"non-argumentative";"none"
"Por qué un grupo de franceses reclaman por lo que sucede a miles de kilómetros de su tierra ? ... Por qué la noticia atraviesa Asia , Europa y llega a América para que un diario de una provincia mexicana de cuenta de ello ? ... Por qué la detención de los manifestantes provoca reacciones en varias partes del mundo ? Vivimos en la aldea global las tecnologías de información y comunicación que han penetrado en todos los aspectos y procesos de la vida social comunitaria ! . O al menos eso se";"non-argumentative";"none"
"! El mundo está globalizado y se lo debemos a";"argumentative";"claim"
"argumenta en los medios de comunicación , en los discursos , en las conferencias , en los congresos , en los estudios de expertos , aún cuando la realidad pudiera ser mucho más compleja y diversa .";"argumentative";"premise"
"La decisión de escoger un tema de investigación tiene que ver con la historia , los retos y los intereses propios de quien toma la determinación . Las implicaciones y elementos que intervienen son numerosos : el tiempo del que disponemos , la pasión que le vamos a inyectar , la maduración del conocimiento que se va acumulando , la trascendencia y aplicaciones prácticas que le encontramos . Este trabajo es mi grano de arena en la gran playa en la que me desenvuelvo desde hace varios años de manera un tanto intuitiva : la radio como herramienta para educar .";"non-argumentative";"none"
"En 1996 terminé la licenciatura en Comunicación Social , sin embargo , considero que no soy sólo comunicadora de profesión . Desde el primer año de la carrera , esto es , desde 1992 , por azares y fortunas del destino me convertí en productora de programas de radio y televisión educativos . En realidad , amo y disfruto profundamente el privilegio que tengo cada vez que estoy frente a la gente para entrevistarla con una grabadora portátil , frente a la computadora para hacer un guión , delante del micrófono para transmitir un programa . En cada uno de esos momentos tengo la oportunidad de decir muchas cosas , y sin embargo no puedo darme el lujo de olvidar que llevo sobre mis hombros la gran responsabilidad de hablar a nombre de una institución que pretende contribuir en el mejoramiento de los niveles de vida de la sociedad a quien debe su existencia , la Universidad de Colima .";"non-argumentative";"none"
"Buscando obtener conocimientos y experiencias que me permitieran plantear con bases más sólidas , proyectos de series radiofónicas educativas para la casa de estudios antes citada , cursé la Maestría en Ciencias , área Tecnología y Educación , ofrecida por la misma universidad , a través de su Facultad de Telemática . Fue allí donde , a través de las materias que se nos impartieron y a la bibliografía que nos recomendaron , me di cuenta que sólo las aplicaciones en multimedia , los sitos web interactivos , la Internet y sus servicios de comunicación , entre otras herramientas informáticas , eran consideradas como tecnología educativa vigente , no solo en dicho plantel educativo , sino en el mundo moderno . A pesar de ello , elegí como trabajo de tesis a una vieja tecnología : decidí seguir trabajando en torno a la radio y su potencial educativo . En esta decisión intervienen dos motivaciones fundamentales .";"non-argumentative";"none"
"La primera de ellas la sustenta mi convicción personal de no casarme con la idea de clasificar , dividir y hasta marginar , a la tecnología en vieja y nueva";"non-argumentative";"none"
"La tecnología educativa es entendida por algunos autores como Ogalde 2000 , como el conjunto de procedimientos , métodos , técnicas , instrumentos y medios , derivados del conocimiento científico , que al ser organizados sistemáticamente en un proceso educativo , pueden facilitar y mejorar el camino para conseguir los objetivos de la enseñanza .";"argumentative";"premise"
"Es así como puede considerarse tecnología educativa a un libro , una revista , un folleto , el pizarrón y los gises , hasta los discos , la radio , el audio , los carteles , las fotografías , los diaporamas , la televisión , el video , el cine , los manuales , la computadora , el CD ROM , el hipertexto , un sito web , un simulador , la realidad virtual , etc .";"argumentative";"claim"
"el problema surge , como bien lo señala Lion 1999 , porque se han ido incorporando al aula según han sido considerados novedades , de hecho el pizarrón es el único sobreviviente generación tras generación , el único permanente , artefactos ideales para superar los problemas de la educación .";"argumentative";"claim"
"no tomamos en cuenta que cada medio tiene sus propias fortalezas y debilidades , que según sus características pueden ser utilizados en diferentes modelos y ambientes de aprendizaje , con diferentes objetivos , en diferentes situaciones , para diferentes metas .";"argumentative";"premise"
"esto lo olvidamos quizá porque estamos más interesados en alcanzar e imitar a los países desarrollados , que en estudiar nuestros propios problemas y necesidades , nuestras características y posibilidades .";"argumentative";"premise"
"nuestras autoridades educativas no están muy interesadas en conocer , como lo menciona Castañeda , 1998 los fundamentos psicológicos , pedagógicos y comunicacionales de cada herramienta didáctica ,";"argumentative";"claim"
"sólo se piensa en lo que nos da status , en lo más nuevo , en encontrar un nuevo programa , un nuevo nombre , una nueva campaña , una nueva tecnología que solucione los problemas de siempre .";"argumentative";"premise"
"si bien la palabra tecnología aparece de forma constante y casi obsesiva en libros , ensayos y artículos , discursos y reportes , nos olvidamos constantemente que su significado etimológico es muy sencillo y esclarecedor :";"argumentative";"premise"
"téckne era el vocablo que los griegos utilizaban para designar aquello que sabían hacer con conocimiento de causa , cuando resolvían problemas concretos con eficacia .";"argumentative";"premise"
"si a ese término le añadimos Logos , estudio o tratado , encontramos que tecnología no solo se refiere al saber hacer sino a la reflexión teórica de ese saber .";"argumentative";"premise"
"Para afrontar esa responsabilidad , no bastan las buenas intenciones y el deseo de responder a un compromiso . Para lograrlo , inicio la aventura de conocer el potencial de la radio para educar , el resultado de este esfuerzo , es lo que el lector podrá encontrar en el presente documento";"non-argumentative";"none"
"Considero que antes de plantear propuestas y proyectos , es preciso conocer , comparar , dominar ese ámbito de la tecnología educativa , estudiar otras experiencias .";"argumentative";"premise"
"por lo que ha invertido una fuerte cantidad de dinero en equipos y aplicaciones que ayudan a disminuir las vulnerabilidades de seguridad . Esta inversión a logrado incrementar el nivel de seguridad pero no al grado que la institución requiere y esto se debe principalmente a que";"non-argumentative";"none"
"Actualmente la Universidad de Colima se ha preocupado por la seguridad e integridad de la información y servicios contenidos en su Intranet ,";"argumentative";"premise"
"estos equipos y aplicaciones no están funcionando a un cien por ciento , además la falta de algunos elementos entre los que se pueden mencionar : Políticas oficializadas Procedimientos , Reglas de seguridad y Monitoreo constante de la información que proporcionan los equipos y aplicaciones .";"argumentative";"premise"
"Por lo tanto DIGESET requiere de una planificación que involucre los puntos anteriormente expuestos a través de un plan de táctico de seguridad informática para las funciones críticas .";"argumentative";"claim"
"Los sistemas de información de hoy en día están relacionados en un 100 % con la exposición de la información a entidades externas que son ajenas a la organización o delegación a la que pertenecen . para evitar estas perdidas que en muchos de los casos serán monetarias , DIGESET es la dependencia encargada de la distribución y administración de la red externa e interna de la Universidad de Colima ,";"non-argumentative";"none"
"La Universidad de Colima esta compuesta por muchas delegaciones y dependencias , cada una de ellas tienen sistemas de información independientes que hacen uso de la red externa Internet e interna Intranet .";"argumentative";"premise"
"Esto los hace vulnerables a eventos de amenazas que conllevan a riesgos que pueden provocar perdidas tangible e intangibles ,";"argumentative";"premise"
"se requiere del planteamiento de un esquema de seguridad que no solo contemple elementos técnicos que comúnmente encontramos en el mundo de la seguridad informática , sino que establezca una base sólida para el establecimiento de controles , políticas y proyectos de seguridad que administren el ciclo de vida de la seguridad informática .";"argumentative";"claim"
"por lo tanto , será el objeto de estudio de la investigación .";"argumentative";"claim"
"llevar correctamente el proceso administrativo y académico de una institución educativa anteriormente resultaba una tarea muy agotadora";"argumentative";"claim"
"ya que no solo demandaba mucho tiempo realizar una tarea";"argumentative";"premise"
"sino que además implicaba tener que llenar un sin número de documentos en forma manuscrita para archivarlos , documentos que en muchas ocasiones había que volverlos a escribir para poderlos presentar al Supervisor de Área asignado .";"argumentative";"premise"
"Al archivar dicha documentación , se presentan algunas complicaciones";"non-argumentative";"none"
"Por ejemplo , el proceso de matriculación de un estudiante conlleva registrar un sin número de datos requeridos de cada uno de ellos para almacenarlos indicando desde el curso al cual ingresarán hasta información de sus padres y representantes .";"argumentative";"premise"
"ya que además de caer en la probabilidad de generar algún tipo de error ó en el peor de los casos olvidar algún campo obligatorio , implica un trabajo muy delicado y a la vez extenuante , que en muchas ocasiones demanda gran cantidad de tiempo .";"argumentative";"premise"
"Las fuerzas que han desencadenado este desarrollo son la tecnología , la regulación y la innovación estructural del sector";"non-argumentative";"none"
"En telecomunicaciones , el conocimiento de los sistemas móviles celulares , es de vital importancia";"argumentative";"claim"
"debido a que es el segmento del mercado del servicio de telecomunicaciones de mayor crecimiento en la actualidad .";"argumentative";"premise"
"Desde el punto de vista tecnológico han aparecido nuevas innovaciones para los sistemas móviles .";"argumentative";"premise"
"Esta estructura ontológica , se generó con la intención de almacenar en ella el significado de los objetos registro catastrales y sus relaciones espaciales en el tiempo , del sistema integrado y distribuido establecido en marco legal venezolano como Registro Catastral . Se consideró la ausencia de una definición semántica para el dominio de la información territorial , como un vacío en el nivel de aplicación del modelado de datos y de conocimiento , y como una oportunidad de proponerla en el momento previo a la creación del Registro Catastral . La presente ontología , no debe confundirse con el sistema integrado Registro Catastral , éste último deberá ser creado , validado y administrado por las autoridades competentes designadas por la ley , y consultado por la comunidad venezolana en general .";"non-argumentative";"none"
"Se traduce en una nueva visión la incorporación de la presente ontología al proceso de elaboración y aplicación de los Sistemas de Información Territorial .";"non-argumentative";"none"
"En esta sección se plantea de manera específica la problemática que se aborda y se pretende resolver con esta investigación en particular .";"non-argumentative";"none"
"Hoy en día cada institución educativa y científica se debe mantener en comunicación , con la finalidad de compartir , generar o renovar conocimientos . este proceso de consulta resulta con frecuencia frustrante ya que el acervo inverosímil que transita en Internet expone , en su mayoría , suposiciones no comprobadas como datos importantes .";"non-argumentative";"none"
"Los investigadores , por ejemplo , al momento de desarrollar proyectos se ven obligados a consultar información de diferentes fuentes libros , revistas , tesis , memorias , etc . ;";"argumentative";"premise"
"Por lo expuesto en los párrafos previos , Sin embargo , al menos en la Universidad de Colima , se carece de un sistema o esquema de administración de repositorios eficiente que permita el intercambio y difusión de material bibliográfico de calidad científica en Internet";"non-argumentative";"none"
"resulta de gran importancia una colaboración constante entre instituciones y dependencias para compartir fuentes de información que incrementen el acervo bibliográfico y así dar un soporte significativo a los investigadores que buscan referencias bibliográficas para dar fundamento a sus proyectos .";"argumentative";"claim"
"En el caso de los alumnos poco diestros la situación es similar : Para evitar este tipo de situaciones , un profesor experto consideraría que si el alumno ha respondido mal a un ítem es porque éste era difícil para su nivel de habilidad , de manera que el siguiente ítem que le formule será , en mayor o menor medida , más fácil Igualmente , ante una respuesta correcta , el profesor experto propondrá un ítem más difícil La idea subyacente consiste en administrar al alumno únicamente ítems que realmente aportan información útil con la finalidad de medir sus conocimientos y habilidades , concretamente ítems cuya dificultad se encuentra alrededor del nivel de habilidad que se sospecha tiene el alumno";"non-argumentative";"none"
"aunque los ítems fáciles proporcionan cierta información sobre la habilidad del alumno , los ítems difíciles no sólo no aportan información al respecto , sino que además pueden causar desconcierto y frustración en el alumno .";"argumentative";"premise"
"Considerando lo anterior se plantea la siguiente pregunta : Será posible desarrollar una herramienta computacional que permita medir el nivel de conocimientos y habilidades que posee un alumno en un área temática , seleccionando el ítem que se le administran al alumno basándose en las respuestas a los ítems anteriores ? Es decir una herramienta que estime cuanto sabe un alumno de un tema , materia , área , unidad de aprendizaje etc ., adaptando la dificultad de los ítems a la habilidad del alumno .";"non-argumentative";"none"
"El diseño de un ADSL transceiver o módem ADSL es una tarea fundamental y muy importante para la viabilidad de esta tecnología . Una de sus prioridades es la continua búsqueda de mejoras para incrementar la tasa de transmisión de datos así como para disminuir el BER Bit Error Rate ,";"non-argumentative";"none"
"Se han realizado investigaciones y esfuerzos conjuntos de organizaciones internacionales DSL Forum , por ejemplo para tratar de introducir mejoras en la implementación y desarrollo del sistema ADSL .";"argumentative";"premise"
"ya que aún no se han logrado alcanzar las velocidades deseables y que esta tecnología es capaz de soportar .";"argumentative";"premise"
"Por lo tanto , el diseño y estudio de un ADSL transceiver es una vertiente de investigación interesante , para tratar de superar lo descrito anteriormente .";"argumentative";"claim"
"Actualmente , existe un grupo de investigación trabajando en el laboratorio de procesado de señales de la Universidad de Texas en Austin , en donde se han realizado trabajos similares a este proyecto de tesis REFS .";"argumentative";"premise"
"En este proyecto de tesis se realizó un estudio de la tecnología ADSL y su entorno , es decir , los conceptos fundamentales en los cuales se basa su funcionamiento y se realizó la simulación de la transmisión de datos en un ADSL transceiver , comúnmente conocido como módem ADSL , utilizando un ambiente de programación gráfico : LabVIEW . También se realizó un estudio comparativo de ADSL con otras tecnologías de acceso a los servicios multimedia de banda ancha , principalmente acceso a Internet .";"non-argumentative";"none"
"Como resultado del estudio comparativo descrito en el capítulo 3 , ADSL es en la actualidad la tecnología más popular para ofrecer servicios multimedia de banda ancha , La diferencia entre el número de usuarios que cada tecnología registra en la actualidad se debe , en general , a los siguientes puntos . lo que implica que existan más usuarios potenciales de los servicios de banda ancha por módem ADSL . lo que significa que la tasa de transmisión de datos permanece constante durante el tiempo que el enlace está activo . y desde luego que esto reduce el ancho de banda y la tasa de transmisión para cada uno de los usuarios .";"non-argumentative";"none"
"sin embargo , la tecnología HFC es su principal oponente en la carrera del mercado de servicios de acceso a Internet .";"argumentative";"premise"
"La red de cable par trenzado red de telefonía global es mucho más extensa que la red de HFC ,";"argumentative";"premise"
"El enlace de un usuario con su oficina central , en el caso de ADSL , es dedicado ,";"argumentative";"premise"
"Por otro lado , el enlace de cable modem es compartido entre varios usuarios de un vecindario";"argumentative";"premise"
"La tecnología ADSL utiliza un tipo de modulación multiportadora que se conoce como Modulación de Multitono Discreta DMT , la cual divide el ancho de banda del canal de transmisión en N sub canales ortogonales e independientes .";"non-argumentative";"none"
"Este tipo de modulación aporta un esquema de eficiencia en el ancho de banda ,";"argumentative";"claim"
"ya que cada sub canal puedes transmitir información independientemente de los otros sub canales y al mismo tiempo .";"argumentative";"premise"
"Para mejorar el BER se puede hacer uso de técnicas de detección y corrección de errores en el transmisor y receptor , así como de un ecualizador en el dominio de la frecuencia para compensar la distorsión en fase a la salida del ecualizador TEQ REFS .";"non-argumentative";"none"
"La clave para un buen desempeño de un ADSL transceiver , entendiendo desempeño como un BER pequeño y una tasa de transmisión óptima , reside en el ecualizador en el dominio del tiempo TEQ";"argumentative";"claim"
"debido a que la función de éste es eliminar la interferencia entre símbolos .";"argumentative";"premise"
"Si ésta no se eliminara , entonces los sub canales se traslaparían y se perdería información perjudicando directamente el BER .";"argumentative";"premise"
"El trabajo a futuro que se propone se indica a continuación";"non-argumentative";"none"
"La simulación de un ADSL transceiver en LabVIEW es un área de investigación muy amplio ,";"argumentative";"premise"
