"sentence_text";"label_binary";"label_component"
"jne lanzará mañana el microprograma televisivo ciudadana y democracia a través de la señal de tv peru con la finalidad de promover la participación activa y responsable de la ciudadana en las elecciones2021";"argumentative";"unknown"
"el colegiado del jee lima 2 invoca a las autoridades y funcionarios públicos a respetar el principio de neutralidad y omitir opiniones sobre los partidos políticos o candidatos a las elecciones2021";"argumentative";"unknown"
"jne implementó la plataforma web observa igualdad con el propósito de promover la participación política de la población en situación de vulnerabilidad de nuestro país en el marco de las elecciones2021";"argumentative";"unknown"
"elecciones2021 un total de 549648 jóvenes están habilitados para sufragar en elecciones generales del 2021";"argumentative";"unknown"
"lima sur desde defensoriaperu demandamos respetar principio de neutralidad electoral en distrito de san juan de miraflores durante elecciones internas alcaldesa habría realizado propaganda a favor de precandidato presidencial";"argumentative";"unknown"
"ayacucho elecciones2021 desde defensoriaperu pedimos cumplir con deber de neutralidad electoral y evitar uso indebido de recursos públicos funcionario del gobierno regional infringió deber de neutralidad durante elecciones internas 2020 en huanta";"argumentative";"unknown"
"en vivo el jefe de la onpe corvetto se reúne con representantes de ccffaaperu policiaperu jneperu y reniecperu de la libertad para ultimar detalles de elecciones2021 vota seguro seguridad y confianza eegg2021 elecciones del bicentenario";"argumentative";"unknown"
"elecciones2021 desde defensoriaperu instamos a los organismos electorales a adoptar medidas urgentes para que proceso electoral 2021 se realice bajo estrictas condiciones de salubridad por el covid19 aquí informe";"argumentative";"unknown"
"con el fin de fortalecer el monitoreo y la prevención de conflictos socioelectorales en las próximas elecciones2021 el jne capacitó a más de 240 jefes y gestores territoriales de los tambos";"argumentative";"unknown"
"el jefe de la onpe corvetto llegó a la libertad para continuar con las reuniones de coordinación para elecciones internas y elecciones2021 vota seguro internas partidarias eegg2021 elecciones del bicentenario";"argumentative";"unknown"
"elecciones2021 la ministra de defensa nuria esparch y el jefe de la onpeoficial piero corvetto sostuvieron una reunión para coordinar el apoyo que prestarán las fuerzas armadas al desarrollo de las próximas elecciones generales";"argumentative";"unknown"
"organizaciones políticas están obligadas a entregar dos informes de sus ingresos y gastos de campaña la onpe aprobó el nuevo reglamento de financiamiento y supervisión de fondos partidarios fondospartidarios seguridad y confianza elecciones2021";"argumentative";"unknown"
"pasco elecciones2021 desde defensoriaperu demandamos cumplir normas sobre principio de neutralidad electoral gobierno regional y 75 de gobiernos locales difunden actividades en las que se divulga los nombres y rostros de sus autoridades";"argumentative";"unknown"
"este 11 de abril veromendoza plantea que se abra una segunda urna en la que se vote si el perú quiere un cambio de constitución los peruanos necesitamos poner nuevas reglas democráticas que realmente nos representen segunda urna nuevaconstitucion";"argumentative";"unknown"
"la izquierda y el centro reformista son las opciones que podran obtener más réditos electorales tras la vacancia del expresidente martin vizcarra coinciden los especialistas elecciones2021";"argumentative";"unknown"
"elecciones2021 como defensoriaperu advertimos que urge que onpeoficial emita una norma que disponga el cumplimiento obligatorio de los protocolos sanitarios aprobados frente al covid19 en las elecciones internas las personas primero";"argumentative";"unknown"
"loreto elecciones2021 autoridades regionales y municipales deben cumplir deber de neutralidad durante periodo electoral se alerta sobre presunta actividad de proselitismo político de funcionarios de la dirección regional de educación";"argumentative";"unknown"
"elecciones2021 como defensoriaperu pedimos a autoridades y funcionarios públicos a cumplir con el deber de neutralidad durante los procesos electorales entidades públicas nacionales regionales y locales no deben interferir en la campaña electoral";"argumentative";"unknown"
"quiero agradecer al congresoperu y al mefperu por haber apoyado que la demanda presupuestal de la onpeoficial sea incorporada al pl presupuesto 2021 los recursos servirán para brindar el mejor servicio a la ciudadana en eleccion del bicentenario elecciones2021 eegg2021";"argumentative";"unknown"
"onpe oficializa candidaturas de 24 partidos políticos para las elecciones internas onpe realizó jornada nacional de capacitación a miembros de mesa para las internas partidarias esto y mucho más en onpetv seguridad y confianza elecciones2021";"argumentative";"unknown"
"la onpe desarrollo el simulacro oficial del sistema de cómputo electoral a emplearse en las elecciones internas del 29 de noviembre y 6 de diciembre votaseguro seguridad y confianza elecciones2021 eegg2021 elecciones del bicentenario";"argumentative";"unknown"
"sabes que en las elecciones2021 se aplica por primera vez la norma de paridad y alternancia este mecanismo permite la participación política de hombres y mujeres en igualdad de condiciones para conocer más ingresa aquí";"argumentative";"unknown"
"la onpe oficial y ffaa se reúnen para coordinar medidas de seguridad en las elecciones2021";"argumentative";"unknown"
"el jefe de la onpe se reunió con el jefe del ccffaaperu general ep césar astudillo salcedo para coordinar la seguridad de las elecciones internas y las elecciones2021 seguridad y confianza eegg2021 elecciones del bicentenario";"argumentative";"unknown"
"tumbes desde defensoriaperu pedimos a la municipalidad del centro poblado andrés araujo morán cumplir con principio de neutralidad durante proceso electoral comuna coloca cartel que incumpla con reglamento de propaganda electoral";"argumentative";"unknown"
"en vivo el jefe de la onpe se reúne con altos mandos de fuerzas armadas y policía nacional de la región piura para coordinar medidas de seguridad de elecciones internas y elecciones2021 vota seguro internas partidarias eegg2021 elecciones del bicentenario";"argumentative";"unknown"
"en vivo corvetto el 11 de abril habrá elecciones generales lo que permitirá elegir y tener un presidente congresistas y representantes en el parlamento andino el 28 de julio vota seguro elecciones2021 eegg2021 elecciones del bicentenario";"argumentative";"unknown"
"en vivo el jefe de la onpe se reúne con autoridades regionales en piura para informar acciones con miras a elecciones continuamos haciendo las elecciones internas este 29 nov y 6 dic y las elecciones2021 en abril próximo elecciones del bicentenario";"argumentative";"unknown"
"el jefe de la onpe llegó a piura para continuar con las reuniones de coordinación para elecciones internas y elecciones2021 votaseguro internaspartidarias eegg2021 elecciones del bicentenarion";"argumentative";"unknown"
"cade2020 las demandas del electorado por mayor regulación aflorarán en la campaña presidencial y podran ser parte fundamental de la agenda del próximo gobierno elecciones2021";"argumentative";"unknown"
"chimbote como defensoriaperu demandamos a autoridades municipales provinciales y distritales cumplir con el principio de neutralidad durante proceso electoral norma prohíbe publicidad estatal a favor de organizaciones políticas";"argumentative";"unknown"
"la vocera alterna de alianza para el progreso indicó que dicho partido se está preparando para ser una opción de gobierno en alusión a las elecciones2021 elecciones2021 vacancia presidencial app gabinete ministerial";"argumentative";"unknown"
"elecciones2021 césar acuña plantea contratar 50 mil reservistas para fortalecer seguridad";"argumentative";"unknown"
"en vivo el jefe de la onpe se reúne con altos mandos de fuerzas armadas y policía nacional de región cusco para coordinar medidas de seguridad de elecciones internas y eegg2021 vota seguro internas partidarias elecciones2021 elecciones del bicentenario";"argumentative";"unknown"
"cade2020 de cara a la campaña presidencial del 2021 la representación del empresario en la opinión pública requiere autocrítica y una renovación de liderazgo reputación empresarial elecciones2021";"argumentative";"unknown"
"en vivo pcorvetto con autoridades de cusco elecciones del bicentenario nos marcan una ruta es posible hacer elecciones exitosas en pandemia como en rep dominicana bolivia chile y uruguay votaseguro elecciones internas internas partidarias elecciones2021 eegg2021";"argumentative";"unknown"
"el objetivo de la reunión será contar con más de 16000 locales de votación en todo el país para asegurar el distanciamiento social en elecciones internas y eegg2021";"argumentative";"unknown"
"existen numerosos y complejos problemas que el peru debe resolver como nación pero la solución a ellos no pasa por cambiar la constitución constitución del perú elecciones2021 economía peruana";"argumentative";"unknown"
"elecciones2021 desde defensoriaperu hacemos un llamado a propietarios de instalaciones privadas a contribuir con la organización del proceso electoral onpeoficial necesita habilitar más locales de votación para reducir riesgos de contagio por covid19 las personas primero";"argumentative";"unknown"
"habrá más receptividad de los ciudadanos a discursos autoritarios y populistas en las elecciones 2021 pero los que vienen desde la derecha parten con ventaja sostiene arturo maldonado profesor de ciencia política de la pucp elecciones2021 economía peruana";"argumentative";"unknown"
"la onpe ha incluido un código de barras en las cédulas de sufragio que permite reconocer en forma única aquellas que se emplearán en las mesas de sufragio";"argumentative";"unknown"
"el jefe de la onpe pcorvetto recibió el apoyo del pastor oscar suárez presidente del concilio nacional evangélico del perú conep quien se suma a campaña para triplicar número de locales de votación para elecciones20211 votaseguro eegg2021 elecciones del bicentenario";"argumentative";"unknown"
"las elecciones2021 pueden realizarse sin poner en riesgo la salud si se cumplen protocolos señala la ministra pilar mazzetti titular de minsa peru";"argumentative";"unknown"
"ahora el jefe de la onpe pcorvetto se reúne con el congresista por loreto geovanni acate app para informar sobre las actividades que el organismo electoral viene desarrollando con miras a las elecciones internas y elecciones2021 eegg2021 elecciones del bicentenario";"argumentative";"unknown"
"elecciones2021 desde que se convoca a elecciones rigen las normas que un funcionario público debe observar y esto se centra en principio de neutralidad el deber de cumplimiento a que este proceso sea transparente obliga a mostrar el respeto de prohibiciones rina rodríguez";"argumentative";"unknown"
"existen numerosos y complejos problemas que el peru debe resolver como nación pero la solución a ellos no pasa por cambiar la constitución elecciones2021 economía peruana constitución del perú";"argumentative";"unknown"
"mefperu autorizó la transferencia de más de 6 millones a la onpeoficial para financiar los gastos de los comicios internos con miras a las elecciones2021";"argumentative";"unknown"
"organizaciones políticas presentaron su modalidad de elecciones internas partidos políticos se capacitan en la onpe sobre elecciones internas esto y mucho más en el micronoticiero de onpetv elecciones2021 elecciones internas";"argumentative";"unknown"
"elecciones2021 el pleno del jurado nacional de elecciones jne conforme a las atribuciones que le confieren las leyes actualiza la tabla de tasas en materia electoral que se aplicará en los próximos procesos electorales";"argumentative";"unknown"
"elecciones2021 el pleno del jurado nacional de elecciones jne desestimó el recurso de reconsideración presentado por el ciudadano angel neyra olaechea para que se permita postular al congreso de la república en los comicios 2021";"argumentative";"unknown"
"moquegua desde defensoriaperu demandamos cumplir con principio de neutralidad en proceso electoral entidades deben respetar norma y actuar con imparcialidad con miras a las elecciones generales 2021";"argumentative";"unknown"
"elecciones2021 en breve se realizará la audiencia pública virtual del sorteo para designar al tercer miembro de cada uno de los 60 jurados electorales especiales jee sigue la transmisión en vivo";"argumentative";"unknown"
"municipios y gobiernos regionales apoyarán con locales para aumentar mesas de sufragio en elecciones2021";"argumentative";"unknown"
"elecciones2021 municipios y gobiernos regionales apoyarán para incrementar locales de votación";"argumentative";"unknown"
"la onpe contará con apoyo de munilima goreayacucho goremadrededios y gorearequipa para ampliar el número de locales de votación para las elecciones generales del próximo 11 de abril elecciones2021 eegg2021 locales de votación";"argumentative";"unknown"
"elecciones2021 el jne en audiencia pública virtual realizará el sorteo para designar al tercer miembro de cada uno de los 60 jurados electorales especiales jee";"argumentative";"unknown"
"todos somos parte de las elecciones generales 2021 atención directores de instituciones educativas del país verifiquen sus sedes como locales de votación para las elecciones generales del próximo 11 de abril descarga";"argumentative";"unknown"
"elecciones2021 el jurado nacional de elecciones jne realizará este viernes 30 de octubre a las 1130 horas el sorteo para designar al tercer miembro de cada uno de los 60 jurados electorales especiales jee eg2021";"argumentative";"unknown"
"jnenoticias jne promueve la asignación de un incentivo económico a los miembros de mesa que participarán en las elecciones2021 manifestó manuel chuquillanqui especialista del gabinete de asesores del jne";"argumentative";"unknown"
"las elecciones2021 deben darse en igualdad por eso llega mujeres al poder taller para fortalecer conocimientos de lideresa y políticas inscripciones hasta hoy 27 octubre n sobre mujeresalpoder";"argumentative";"unknown"
"ancash desde defensoriaperu pedimos respetar principio de neutralidad en proceso electoral elecciones2021 entidad coloca en ambulancias frase que sería alusiva al partido político al que pertenece autoridad regional";"argumentative";"unknown"
"el jefe de la onpe piero corvetto y miembros de la fapperu ejercitoperu navalperu y policiaperu de arequipa sostienen una reunión de trabajo para coordinar la seguridad en las elecciones internas y elecciones generales 2021 elecciones2021 eegg2021 internas partidarias";"argumentative";"unknown"
"elecciones2021 la ventanilla única permite a agrupaciones políticas conocer antecedentes de postulantes como sentencias órdenes de captura y deudas por obligaciones alimentarias";"argumentative";"unknown"
"el jefe de la onpe piero corvetto se reunió con los congresistas de arequipa daniel oseda frepap josé núñez partidomorado y luis ancalle frenteamplio para informar sobre las actividades de la onpe en la región con miras a las elecciones2021 eegg2021";"argumentative";"unknown"
"ventanilla única de antecedentes es fundamental para definir candidaturas con miras a elecciones2021 afirma piero corvette jefe de la onpeoficial";"argumentative";"unknown"
"jneperu invoca a partidos a emplear la ventanilla única de antecedentes para uso electoral para seleccionar los candidatos idóneos para elecciones internas con miras a elecciones2021";"argumentative";"unknown"
"elecciones2021 el jurado nacional de elecciones jne invoco a los partidos políticos a usar la ventanilla única de antecedentes para uso electoral con miras a los próximos comicios eg2021";"argumentative";"unknown"
"elecciones2021 el pleno del jurado nacional de elecciones jne propuso al gobierno la aprobación de un decreto de urgencia mediante el cual se autoriza el otorgamiento extraordinario de una compensación de 120 soles a los miembros de mesa";"argumentative";"unknown"
"las elecciones2021 deben asegurar la participación y representación de todos y todas jneperu intidea y pnud lanzan el taller nacional mujeres al poder para fortalecer conocimientos de mujeres lideresa y políticas interesadas en candidatear";"argumentative";"unknown"
"jneinforma erick iriarte abogado especialista en derecho digital explica sobre campañas electorales en redes sociales para las elecciones2021 reglas y regulación ya jnenoticias";"argumentative";"unknown"
"más de 18 mil peruanos participaron en las elecciones primarias abiertas de nuevo peru a fin de definir a los candidatos para elecciones2021";"argumentative";"unknown"
"la asociación civil transparencia realizará el seguimiento de las elecciones internas que realizarán los partidos políticos para definir sus candidatos con miras a elecciones2021";"argumentative";"unknown"
"elecciones2021 desde hoy cualquier ciudadano podrá interponer tachas contra las personas que fueron seleccionadas de manera aleatoria por el reniec digital a fin de participar en el sorteo del tercer miembro de cada uno de los 60 jee";"argumentative";"unknown"
"saludamos la determinación del jneperu sobre la no postulación en las elecciones2021 de los actuales congresistas y del parlamento disuelto esta es una oportunidad para que todos los partidos políticos renovemos nuestros cuadros";"argumentative";"unknown"
"la medida aplica tanto para los legisladores actuales como para los del parlamento disuelto dado a que fueron parte de un mismo período constitucional 20162021 congresoperu jneperu elecciones2021";"argumentative";"unknown"
"elecciones2021 jneperu resuelve aplicar prohibición de reelección inmediata de congresistas";"argumentative";"unknown"
"george forsyth presentó su renuncia a la alcaldía de la victoria e inicia carrera electoral el partido restauración nacional se encuentra a la espera de la decisión de forsyth para definir la plancha presidencial que presentarán en las próximas elecciones elecciones2021";"argumentative";"unknown"
"npd la onpe aprobó la conformación de 94 oficinas descentralizada de procesos electorales odpe para la organización y ejecución de las elecciones generales del 11 de abril de 2021 elecciones2021 eegg2021 odpe oficinas descentralizadas";"argumentative";"unknown"
"para garantizar el cuidado y protección de los ciudadanos la onpe propone protocolos de seguridad y prevención contra el covid19 elecciones2021 eegg2021";"argumentative";"unknown"
"eleccionesgenerales2021 los partidos políticos con inscripción vigente deben presentar hasta el próximo 12 de octubre ante el registro de organizaciones políticas rop sus respectivos reglamentos electorales";"argumentative";"unknown"
"eleccionesgenerales2021 presidente del jurado nacional de elecciones jne víctor ticona postigo solicitó al ejecutivo medidas de excepción en materia financiera y de contrataciones para la oportuna y correcta organización de las elecciones generales";"argumentative";"unknown"
"eleccionesgenerales2021 observadores electorales verificarán cumplimiento de protocolos sanitarios se actualiza el respectivo reglamento para garantizar el cumplimiento de la normativa sin descuidar las medidas dispuestas contra la pandemia";"argumentative";"unknown"
"mañana se cumple el plazo para promulgar alguna iniciativa de reforma electoral con miras a las elecciones2021 conoce cuales son las normas aprobadas";"argumentative";"unknown"
"el representante de idea internacional en el perú percy medina considera que aquellos partidos con ideas comunes deberan constituir alianzas electorales con miras a las elecciones2021";"argumentative";"unknown"
"con la debida anticipación onpe aprobó y remitió al minsaperu diversos protocolos de bioseguridad para garantizar el cuidado y protección de todos los actores electorales durante las elecciones generales de 2021 elecciones2021 eegg2021";"argumentative";"unknown"
"elecciones2021 grupos de riesgo del covid19 serán exonerados de multas por no votar";"argumentative";"unknown"
"elecciones2021 congreso aprueba reglas transitorias para comicios internos en partidos";"argumentative";"unknown"
"y se votó democracia interna lo peor no pasó eliminar participación de onpe pero el congreso revivió elección de candidatos vía asamblea de delegados lo que significa un retroceso en la reforma política reglas para elecciones2021 están casi listas falta votación de impedimentos";"argumentative";"unknown"
"elecciones2021 los próximos días serán decisivos para que los congresistas concreten las reformas electorales que permitan garantizar a la ciudadanía unos comicios justos competitivos y seguros en el 2021 advirtió transparencia";"argumentative";"unknown"
"paridad y alternancia desde defensoriaperu destacamos promulgación de ley que permite el adelanto de paridad y alternancia para las elecciones2021 rumbo al bicentenario medida permitir igualdad de oportunidades entre hombres y mujeres";"argumentative";"unknown"
"hace 20 años aparecieron en venezuela jóvenes con ideales de izquierda marchando por una nuevaconstitucion decían que eran la generación que cambiaria la historia de su país actualmente sus hijos venden caramelos por todo latinoamericana";"argumentative";"unknown"
"la lluvia es tan intensa que parece que el cielo se cae arriba de mi techo yo tengo casa y techo pero me hace pensar lo duro que es no tenerlo y lo justo de esta lucha derecho a la vivienda nuevaconstitucion";"argumentative";"unknown"
"este es el paradigma de base que hay que cambiar en la nuevaconstitucion para contrato justo digno y coherente como acto de justicia a nuestros pueblos originarios";"argumentative";"unknown"
"nunca nos rendimos queremos una sociedad para el buen vivir somos la alternativa es nuestra obligación ser gobierno para lograr justicia social y ecológica un perú libre de corrupción marco presidente nuevaconstitucion oscarpozoacerofa1 voz de la tierra frenteampliope matuk";"argumentative";"unknown"
"el peor error que se puede cometer en una guerra es menospreciar al enemigo estamos en guerra en contra de los delincuentes de izquierda y fernandoatria es parte de los enemigos y es muy peligroso porque todo lo que rodea a la nuevaconstitucion gran parte es idea suya";"argumentative";"unknown"
"matamos a la naturaleza y a los productores agrarios criminalizado la defensa de la vida el estado y los gobiernos están al servicio de grandes empresarios si hay alternativa nuevaconstitucion frenteampliope voz de la tierra marco presidente";"argumentative";"unknown"
"conoce nuestras actividades de control a nivel nacional en el marco de las elecciones2021 15 contraloría supervisa odpe cusco para verificar las condiciones de las áreas administrativas almacén y logística como parte de la estrategia de control a las elecciones2021";"argumentative";"unknown"
"conoce las actividades realizadas por contraloría a nivel nacional en el marco de las elecciones2021 15 auditores de contraloría verifican si oficina descentralizada de procesos electorales odpe cuenta con infraestructura equipos y condiciones para su operatividad";"argumentative";"unknown"
"elecciones2021 los conductores de taxis y motocicletas serán incorporados al sistema seguridad ciudadana que plantea el partido renovación popular para enfrentar la inseguridad en las calles";"argumentative";"unknown"
"hoy es el último día para participar en la consulta virtual de la agenda por la igualdad este documento será presentado a los candidatos que participan en las elecciones2021 accede desde aquí";"argumentative";"unknown"
"elecciones2021 conoce los protocolos de onpe para evitar contagios de covid19 en marco de las próximas elecciones generales del 11 de abril";"argumentative";"unknown"
"ya disponible el libro que debes leer antes de votar 30% de descuento en librerías seleccionadas en este libro usted tendrá la oportunidad de conocer en profundidad todas las opciones para elegir al mal menor de ocasión minicandidatos elecciones2021";"argumentative";"unknown"
"para decidir por quién votar necesitamos conocer el plan de gobierno de los candidatos mañana a las 10 am entrevistaremos a pedro castillo candidato presidencial por el partido peru libre en el programa elecciones2021 de andina canal online";"argumentative";"unknown"
"la onpeoficial aprobó los lineamientos para la realización de las elecciones2021 en el extranjero el próximo 11 de abril considerando los protocolos de seguridad y prevención del covid19";"argumentative";"unknown"
"elecciones2021 george forsyth y yonhy lescano lideran intención de voto según encuesta de cpi difundida por panorama luego de ellos sigue keiko fujimori mientras que veronica mendoza y daniel urresti empatan en el cuarto lugar conoce más aquí";"argumentative";"unknown"
"el jneperu actualizó y fortaleció la plataforma tecnológica voto informado que permite conocer la hoja de vida de los postulantes en las elecciones2021";"argumentative";"unknown"
"elecciones2021 sabías que en el pacto ético electoral las agrupaciones políticas se comprometen a evitar el uso de bots trolls o cuentas falsas para difundir propaganda electoral o posicionar sus propuestas en redes sociales";"argumentative";"unknown"
"como parte de la campaña tuvototienepoder el jne pone a disposición de la ciudadanía su plataforma virtual voto informado para conocer los planes de trabajo de las agrupaciones políticas y las hojas de vida de los postulantes en las elecciones2021";"argumentative";"unknown"
"la propuesta de victoria nacional de establecer salarios mínimos por regiones y tamaño de empresa permitira reducir el incumplimiento de esa norma y reducir la rigidez para contratar formalmente sueldo mínimo georgeforsyth elecciones2021";"argumentative";"unknown"
"jneperu lanza plataforma para comparar hojas de vida de candidatos para las elecciones2021";"argumentative";"unknown"
"elecciones2021 jne te informa sabías que 25 287 954 electores conforman el padrón electoral de las elecciones2021 y que el grupo de mujeres supera al de hombres en un poco más de 200 mil electores recuerda que tuvototienepoder";"argumentative";"unknown"
"elecciones2021 hasta la fecha se han registrado 2705 incidencias de publicidad estatal indebida en todo el país como resultado de la labor de los fiscalizadores del jne con motivo del proceso electoral del próximo 11 abril";"argumentative";"unknown"
"ya decidiste tu voto para estas elecciones2021 si queremos cambiar la historia es nuestro deber emitir un voto responsable e informado entra a";"argumentative";"unknown"
"elecciones2021 george forsyth candidato presidencial de victoria nacional propuso hoy durante el bloque electoral del cade ejecutivos declarar en emergencia el sistema judicial ante la grave crisis de corrupción existente";"argumentative";"unknown"
"elecciones2021 veronika mendoza candidata presidencial del partido juntos por el peru planteó elevar la inversión pública en 47 mil millones con el fin de reactivar la economía y generar empleo";"argumentative";"unknown"
"elecciones2021 keiko fujimori candidata por el partido fuerza popular se comprometió a implementar un shock anticorrupción para combatir a ese flagelo que afecta al peru durante el bloque electoral del cade ejecutivos";"argumentative";"unknown"
"elecciones2021 george forsyth jee no le abrirá proceso sancionador a su padre por presuntamente violar neutralidad electoral";"argumentative";"unknown"
"elecciones2021 cade electoral candidatos apuntan a créditos blandos e inversión pública para recuperar el empleo";"argumentative";"unknown"
"elecciones2021 rodolfo pérez planteamos una reforma en el poder judicial para transparentar la labor de los jueces video";"argumentative";"unknown"
"ciudadanos podrán informarse sobre candidatos que fueron funcionarios del estado y alertar mal uso de recursos públicos en nueva plataforma en estas elecciones tutieneselcontrol la nota aquí";"argumentative";"unknown"
