"sentence_text";"label_binary";"label_component"
"Los portugueses tomaron la iniciativa en la competencia por alcanzar una nueva ruta hacia la conquista de Asia Oriental.";"argumentative";"claim"
"Hay controversia a la hora de considerar los videoguegos como una expresión artística";"argumentative";"claim"
"Hoy en día, los telefonos inteligentes no tienen la capacidad de reproducir videojuegos.";"argumentative";"claim"
"Los videojuegos no independientes reciben ayuda financiera de distribuidoras. ";"argumentative";"claim"
"Está prohibido que los estudiantes tengan contacto con alumnos de otros países, so pena de aislamiento.";"argumentative";"claim"
"El Parlamento Europeo ha convocado un concurso para crear una bandera oficial por primera vez. ";"argumentative";"claim"
"No había culturas idénticas en la Unión.";"argumentative";"claim"
"Los juegos financiados por distribuidoras pueden ser considerados videojuegos independientes.";"argumentative";"claim"
"El sucesor del emperador Teodosio I, que llevaba su mismo nombre, mandó derruir todos los templos griegos del lugar.";"argumentative";"claim"
"         Se casó con Beatriz Enríquez de Arana, y a su muerte Colón le legó su fortuna e hizo que su primer hijo, Diego, la tratara como su madre verdadera. ";"argumentative";"claim"
"Se puede jugar a videojuegos en un ordenador.";"argumentative";"claim"
"No más de quince repúblicas formaban la URSS, un Estado federal que duró casi setenta años.";"argumentative";"claim"
"Gee (2004) no deja a sus hijos jugar a los buenos videojuegos por riesgo a recibir un aprendizaje contraproducente. ";"argumentative";"claim"
"No hay un acuerdo entre historiadores e investigadores";"argumentative";"claim"
"Colón no se casó pero tuvo un hijo.";"argumentative";"claim"
"Las personas que crean los juegos son distintas de las personas que los distribuyen, pues se dice que conocen peor el mercado y el público al cual va dirigido.";"argumentative";"claim"
"Los pocos casos de personas que han muerto jugando a videojuegos sufrieron un ataque al corazón debido a unas imágenes o sonidos bruscos.";"argumentative";"claim"
"No solo los ordenadores son capaces de reproducir videojuegos.";"argumentative";"claim"
"No todas las obras picassianas están firmadas del mismo modo, ya que cambió su firma a lo largo de su vida.";"argumentative";"claim"
"Los historiadores e investigadores no se ponen de acuerdo sobre el origen de Cristóbal Colón.";"argumentative";"claim"
"Colón escribía al Banco de San Giorgio de Génova.";"argumentative";"claim"
"Moscú escuchaba los países europeos en cuanto a su estrategia militar de defensa, nunca se servía de países que pertenecieran o estuvieran subyugados a la Unión Soviética.";"argumentative";"claim"
"Picasso tuvo un período llamado \\""período azul\""\""""";"argumentative";"claim"
"No celebraban un torneo de fútbol durante los juegos.";"argumentative";"claim"
"Algunas de las disposiciones fundacionales que se encuentran en los tratados no se han conservado intactas.";"argumentative";"claim"
"El Sóviet Supremo interpretaba las leyes de la Constitución para que fueran aplicadas de forma diferente. ";"argumentative";"claim"
"El Salón no incluía obras de Cézanne. ";"argumentative";"claim"
"Enla ciudad italiana de Génova nunca ha existido el dinero, su sistema económico se basa en el trueque y la anarquia.";"argumentative";"claim"
"No se sabía cuáles eran los verdaderos restos.";"argumentative";"claim"
"En los juegos de empatía los jugadores no tienen que resolver ecuaciones matemáticas.";"argumentative";"claim"
"El Congreso Mundial de Partisanos por la Paz tuvo lugar en los años 60";"argumentative";"claim"
"La Naturaleza muerta marcó el comienzo del período rosa.";"argumentative";"claim"
"El pintor malagueño nunca tenía interés por la escultura.";"argumentative";"claim"
"Cézanne falleció en 1906, el mismo año que se celebró El Salón de Otoño, donde se expusieron algunas de sus obras.";"argumentative";"claim"
"Los JJOO son un evento deportivo a nivel internacional donde participan atletas de una disciplina.";"argumentative";"claim"
"Mercure tuvo una buena acogida tras estrenarse a principios del verano.";"argumentative";"claim"
"Picasso creía que nadie sabía de él fuera de su país a principios del siglo XX.";"argumentative";"claim"
"Canadá nunca tenía experiencia de albergar los JJOO.";"argumentative";"claim"
"El pintor del Guernica quería ser famoso internacionalmente.";"argumentative";"claim"
"Ya se discutía el tema de la exclusión de Arabia Saudita de los Juegos.";"argumentative";"claim"
"Los líderes soviéticos pretendían crear más partidos.";"argumentative";"claim"
"Castilla era uno de los últimos estados de la Edad Moderna, junto con Portugal.";"argumentative";"claim"
"Juan II quiso hacerse el listo y le salió el tiro por la culata";"argumentative";"claim"
"A pesar de que cada República Socialista Soviética y cada República Socialista Soviética Autónoma tenían sus propios escudos de armas, ninguno de éstos eran de un tipo.";"argumentative";"claim"
"El juez Stephen N. Limbaugh declaró que los videojuegos expresan ideas descriminatorias.";"argumentative";"claim"
"Se pone en duda el hecho de que haya territorios de los Estados miembros en los que no se aplica toda la legislación de la UE.";"argumentative";"claim"
"El pintor nació en una familia pobre a principios del siglo 19.";"argumentative";"claim"
"La expedición cruzó el Océano Atlántico durante el final de la primavera.";"argumentative";"claim"
"Existen muchos movimientos artísticos que influyen sobre los artistas";"argumentative";"claim"
"El primer hijo de Colón se llamaba Diego.";"argumentative";"claim"
"En la URSS, la segunda mitad del siglo XX se caracterizó por el aumento de la mortalidad y por divulgar la verdad.";"argumentative";"claim"
"El pasado de Cristóbal Colón es muy conocido.";"argumentative";"claim"
"Antes de 1821 se observó la decadencia de los Juegos Olímpicos.";"argumentative";"claim"
"El Nuevo Tratado de la Unión no permitía la independencia de los estados miembros.";"argumentative";"claim"
"Las instituciones deben ignorar las reglas que se determinan en los tratados y en las conferencias intergubernamentales.";"argumentative";"claim"
"Las maquetas del monumento fueron aceptadas.";"argumentative";"claim"
"No había necesidad en promulgar reformas.";"argumentative";"claim"
"Es innegable que el arte sea conducido por los propósitos superiores.";"argumentative";"claim"
"Según Chomsky 1969, p. 69, su retrospectiva en el Salón de Otoño de 1907 determinó la evolución ulterior de Picasso.";"argumentative";"claim"
"Los Ballets Rusos y los marchantes Léonce y Paul Rosenberg tenían mala reputación.";"argumentative";"claim"
"Visitaron las ruinas de la antigua ciudad romana enterrada por la erupción del Vesubio en marzo de 1917.";"argumentative";"claim"
"Desde que la mujer apareció por primera vez en los JJOO de 1921, esta competición se ha vuelto completamente femenina.";"argumentative";"claim"
"El barón de Coubertin se negó a materializar la idea de realizar unos eventos similares a los organizados en la antigüedad.";"argumentative";"claim"
"Aunque organizar mega eventos pueda parecer un negocio lucrativo a primera vista, los economistas dudan que puedan generar beneficios sustanciosos.";"argumentative";"claim"
"No podemos utilizar videojuegos en un ordenador personal.";"argumentative";"claim"
"Picasso usó sobre todo colores otoñales en su época rosa.";"argumentative";"claim"
"Los juegos Olímpicos de 1994 se celebraron en Paris.";"argumentative";"claim"
"Dr Brookes vivió en el S.XIX";"argumentative";"claim"
"Las máquinas no pueden hacer nada.";"argumentative";"claim"
"La Confederación por la Paz y la Harmonía (CPH) prohibió que la Unión Soviética fuera representada en los Juegos Olímpicos que se realizaron en Helsinki en 1952.";"argumentative";"claim"
"Picasso no recibió el encargo del Guernica.";"argumentative";"claim"
"Los Juegos Olímpicos de Lillehammer se celbraron en 2005.";"argumentative";"claim"
"Los Juegos Olímpicos de la Juventud no se celebran cada año. ";"argumentative";"claim"
"Antes de 1972, los JJOO se celebraban sin introducir mascotas olímpicas.";"argumentative";"claim"
"Después de la Guerra Civil, toda la empresa privada fue prohibida.";"argumentative";"claim"
"Tanto la URSS como la Rusia zarista vivieron una época de paz y tranquilidad bastante grande en los primeros 50 años del siglo XX.";"argumentative";"claim"
"Las potencias europeas conquistaron y colonizaron el continente americano. ";"argumentative";"claim"
"Las máquinas arcade no son una plataforma.";"argumentative";"claim"
"Picasso y su pareja festejaron con la alta sociedad gracias a la popularidad del ballet.";"argumentative";"claim"
"La información proporcionada por el colonizador italiano no coincidían con los datos de los cosmógrafos de la época.";"argumentative";"claim"
"Las regiones extraterritoriales no se empezaron a regular hasta el año 2002. ";"argumentative";"claim"
"Los juegos financiados por distribuidoras pueden ser considerados videojuegos independientes.";"argumentative";"claim"
"Las naciones europeas mantuvieron relaciones de desconfianza, por lo tanto, separaron las cuatro zonas de ocupación sin supervisión general.";"argumentative";"claim"
"La UE está formada por un único país. ";"argumentative";"claim"
"No hay ningún espacio como calles o plazas que lleven el nombre del descubridor de América.";"argumentative";"claim"
"En las universidades no se podían encontrar máquinas para jugar a videojuegos.";"argumentative";"claim"
"Sin la aportación financiera de los mercaderes genevoses, no se hubiera podido hacer un nuevo viaje de exploración a las Indias.";"argumentative";"claim"
"Los videojuegos se hicieron más inexpresivos que el pinball, el ajedrez, o los deportes organizados mucho antes del año 2000.";"argumentative";"claim"
"Nunca se ha navegado el oceáno Atlántico. ";"argumentative";"claim"
"Los Juegos Olímpicos de Verano se celebran cada cuatro años.";"argumentative";"claim"
"Hasta 1994 los JJOO siempre fueron celebrados cada cuatro años.";"argumentative";"claim"
"Francisco de Bobadilla no murió en 1502 a pesar de una larga enfermedad que lo dejó postrado en la cama durante 5 meses.";"argumentative";"claim"
"El COI ignora los mismos estrictos requisitos relacionados con la soberanía política, igual que otras organizaciones internacionales.";"argumentative";"claim"
"El origen de Colón es dudoso.";"argumentative";"claim"
"La independencia de Grecia del Imperio Otomano en 1821 no supuso una guerra";"argumentative";"claim"
"Gee se ocupa de la teoría de aprendizaje dentro del ámbito de videojuegos.";"argumentative";"claim"
"En 2006 se realizaron las encuestas del eurobarómetro en la Unión Europea.";"argumentative";"claim"
"Picasso nunca tuvo la oportunidad de colaborar con el mundo editorial. ";"argumentative";"claim"
"La política de defensa común es una cuestión que defiende la Agencia Europea de Defensa.";"argumentative";"claim"
"El control estrictamente centralizado fue introducido muchos años antes de de la guerra.";"argumentative";"claim"
"Picasso fue al Salón de Otoño en 1907.";"argumentative";"claim"
"El período de «el deshielo» comenzó con la llegada de Stalin.";"argumentative";"claim"
"Las videoconsolas son dispositivos que pueden ejecutar videojuegos y cualquier otro tipo de programa.";"argumentative";"claim"
"Se quiere eliminar la desigualdad de riqueza de la Unión Europea.";"argumentative";"claim"
"El estilo del Greco se origina en la técnica del alargamiento de las figuras que introdujo Picasso.";"argumentative";"claim"
"El siglo XVII es considerado era moderna.";"argumentative";"claim"
"los Juegos Olímpicos se celebran todos los años.";"argumentative";"claim"
"El océano Atlántico sigue siendo imposible de atravesar hoy en día.";"argumentative";"claim"
"La Unión Europea ha cancelado el proyecto Galileo y ha usado las piezas para crear un superordenador, de modo que la Agencia Espacial Europea no ha podido encargarse de Galileo.";"argumentative";"claim"
"Colón no tuvo ningún hijo";"argumentative";"claim"
"La primera constitución rusa se promulgó a principios del siglo XX para cambiar de una monarquía de tipo absoluta a una con bases dictatoriales.";"argumentative";"claim"
"El tratado de Lisboa no fue el primero que se escribió, aunque sí fue el primero en el que se ilegalizó la retirada de los estados de forma jurídica.";"argumentative";"claim"
"Es innegable que algunos miembros del comité tengan un cargo vitalicio.";"argumentative";"claim"
"Las corrientes de las aguas de Porto Santo fluyen, normalmente, de norte a sur.";"argumentative";"claim"
"Es factible que las agencias ejecutivas formen parte de la Comisión Europea.";"argumentative";"claim"
"La organización de los Juegos Olímpicos no tienen ningún costo.";"argumentative";"claim"
"A la mayoría de los rusos se negó a volver a la URSS.";"argumentative";"claim"
"Los antiguos ritos griegos no se han olvidado debido a que se reflejan en una ceremona de apertura de las Olimpiadas.";"argumentative";"claim"
"Si se llega a un acuerdo internacional, la Unión Europea promete aumentar sus emisiones de gases de efecto invernadero en casi una tercera parte.";"argumentative";"claim"
"Colón suponía que la distancia que separaba Cipango y las Islas Canarias era 4 veces menor a la real.";"argumentative";"claim"
"Píndaro es conocedor de la mitología clásica. ";"argumentative";"claim"
"En el siglo XX  hubo pintores que participaron en movimientos artísticos.";"argumentative";"claim"
"El cubismo frío es un período en el que abundan los colores cálidos, con predominancia del amarillo. ";"argumentative";"claim"
"Antes de la Olimpiada de París 1900, las mujeres no participaron en los juegos.";"argumentative";"claim"
"     Se puede jugar contra la máquina sin necesidad de una persona que la controle";"argumentative";"claim"
"El tema de la igualdad de género está incluido en la Carta Olímpica.";"argumentative";"claim"
"La República Dominicana se ha mostrado muy reacia a las peticiones de estudio de los supuestos restos del almirante.";"argumentative";"claim"
"El joystick se usa para jugar videojuegos.";"argumentative";"claim"
"Los teléfonos móviles pesan demasiado como para llevarlos en un bolsillo";"argumentative";"claim"
"La primera constitución rusa se promulgó a principios del siglo XX para cambiar de una monarquía de tipo absoluta a una con bases dictatoriales.";"argumentative";"claim"
"Los críticos consideraron que el vestuario era vulgar, de mal gusto e inexpresivo";"argumentative";"claim"
"La Guerra de independencia de Grecia tuvo lugar en el siglo XIX.";"argumentative";"claim"
"El pintor malagueño nunca pintaba al óleo.";"argumentative";"claim"
"Algunos conceptos físicos como el volumen son irrelevantes para el mundo del arte. ";"argumentative";"claim"
"El navegante no pisó el continente en su primer viaje, sino que alcanzó la isla conocida actualmente como San Salvador.";"argumentative";"claim"
"Los videojuegos se han ido incorporando a los teléfonos móviles a medida que se han incrementado sus presentaciones técnicas.";"argumentative";"claim"
"El entusiasmo por los Juegos Olímpicos solo puedo notarse entre los extranjeros, no entre los griegos";"argumentative";"claim"
"Los jugadores humanos no puedes enfrentarse a jugadores controlados por la máquina.";"argumentative";"claim"
"La salud quedaba excluida de los servicios básicos del Estado, que dejó de financiarla porque era un coste demasiado elevado.";"argumentative";"claim"
"Los videojuegos se hicieron más expresivos que el pinball, el ajedrez, o los deportes organizados mucho antes del año 2000.";"argumentative";"claim"
"Entre 1796 y 1798 la situación en Francia era tranquila. ";"argumentative";"claim"
"Hasta los ochenta, la necesidad de combustible de la Unión no dejó de aumentar.";"argumentative";"claim"
"       En invierno Piccasso pintó el óleo Naturaleza, que introdujo así el llamado cubismo cálido, donde se trabajaba en colores cálidos, con una predominancia del naranja. ";"argumentative";"claim"
"El descubridor de América solía subrayar sus libros y se supone que sus libros preferidos son los que contienen más tinta.";"argumentative";"claim"
"El terreno que va de la península de Taimir hasta la frontera afgana es llano y agradable, por lo que muchos pueblos a lo largo de la historia han decidido situarse ahí.";"argumentative";"claim"
"Muchos videojuegos consiguen ser grandes éxitos, los que lo hacen traen mucho dinero a las compañías que los han creado y distribuido.";"argumentative";"claim"
"Diágilev no continuó colaborando con los Ballets Rusos después de Le train bleu.";"argumentative";"claim"
"En 1972 la Unión Soviética y los Estados Unidos se centraron en descubrir juntos la mejor receta de rosquillas conocida por el hombre.";"argumentative";"claim"
"Cristóbal Colón no era un gran economista y se resistió a invertir su dinero.";"argumentative";"claim"
"Las Olimpiadas se celebran exclusivamente en verano.";"argumentative";"claim"
"Louis Aragon fue en abril al estudio parisino de Picasso";"argumentative";"claim"
"En el proceso de toma de decisiones participan los ciudadanos de todos los estados miembros de la UE.";"argumentative";"claim"
"El origen del descubridor de América es evidente.";"argumentative";"claim"
"El navegante genovés nunca llevó correspondencia con el Banco de San Giorgio de Génova.";"argumentative";"claim"
"El juego Diablo III no dura más de un par de horas. ";"argumentative";"claim"
"Los primeros prototipos de videojuegos no alcanzaron divulgación masiva.";"argumentative";"claim"
"Uno de los factores fue que los canales de cable mejoraron.";"argumentative";"claim"
"Se han registrado los casos de que algunos países-participantes intentaron traer dopaje en las Olimpiadas.";"argumentative";"claim"
"Diego no era hijo de Beatriz Enríquez de Arana.";"argumentative";"claim"
"Las universidades y los institutos de investigación tenían máquinas que permitían jugar a los prototipos de programas de carácter lúdico.";"argumentative";"claim"
"Picasso tenia varias propiedades a su nombre.";"argumentative";"claim"
"El arte surge de la búsqueda de propósitos superiores.";"argumentative";"claim"
"El concepto del videojuego como un readymade al estilo de Duchamp resonó en las últimas versiones de los juegos artísticos.";"argumentative";"claim"
"La pieza central del hardware no es un dispositivo físico.";"argumentative";"claim"
"""Nosotros"", el libro escrito por Yevgueni Zamiatin, fue uno de los libros con más éxito que promovió el gobierno soviético.";"argumentative";"claim"
"La política exterior soviética de la época se caracterizó por innumerables burocracias.";"argumentative";"claim"
"Los gaullistas y comunistas estaban promoviendo el proceso de ratificación del tratado.";"argumentative";"claim"
"La isla que encontraron, que actualmente situamos en las Bahamas, estaba habitada por unos hombres que llamaban Guanahani a su tierra.";"argumentative";"claim"
"El desarrollo de un bajo sentido de identidad nacional fue fruto de una autonomía limitada en las repúblicas de la URSS durante la década de 1920.";"argumentative";"claim"
"El pintor malagueño nunca fumó opio.";"argumentative";"claim"
"Las audiencias no fueron nada despreciables en México 68 y Los Ángeles 84, pero fueron espectaculares en Barcelona en el 92.";"argumentative";"claim"
"Desde la aprobación del tratado hasta su implementación pasaron varios meses. ";"argumentative";"claim"
"Cólon realizó cuatro viajes de ida y vuelta y originó una navegación periódica y segura entre Europa y Oceanía. ";"argumentative";"claim"
"Los JJOO modernos eran fiestas atléticas celebradas antesd el año 776 a. C.(la fecha exacta), y cada dos años, en el santuario de Zeus en Olimpia, España.";"argumentative";"claim"
"Las videoconsolas son aparatos que se pueden usar para una sola cosa, no para consultar el tiempo, escribir un trabajo o realizar una presentación en PowerPoint.";"argumentative";"claim"
"No era inusual que Picasso visitase el Museo del Prado.";"argumentative";"claim"
"Colón no pudo dejarle nada a Beatriz porque no tenía dinero.";"argumentative";"claim"
"La siguiente década se caracterizó por tener estabilidad política y económica.";"argumentative";"claim"
"La aparición de los grupos ""gubernamentales"" y ""de oposición"" se debe a la ausencia del gobierno.";"argumentative";"claim"
"Es imposible conseguir videojuegos en móviles Android sin usar Google Play.";"argumentative";"claim"
"Ningún estado miembro pierde soberanía tras su adhesión a la Unión Europea.";"argumentative";"claim"
"En un principio, la reina Isabel I de Castilla creía que los indios eran desiguales a los españoles, pero cambió de opinión tras visitar el Nuevo Mundo.";"argumentative";"claim"
"Nunca se ha navegado el oceáno Atlántico. ";"argumentative";"claim"
"La bibliotéca de Colón no aporta información relevante sobre las constumbres del gran descubridor.";"argumentative";"claim"
"Entre los aparatos de escritorio con la capacidad para reproducir videojuegos destacan hoy en día los teléfonos móviles (en particular los teléfonos inteligentes) que, sin ser los videojuegos su función primaria, los han ido incorporando a medida que se han ido simplificando sus prestaciones técnicas.";"argumentative";"claim"
"Se sabía cuáles eran los verdaderos restos.";"argumentative";"claim"
"Mañach no le dejó romper el acuerdo.";"argumentative";"claim"
"El ordenador no es una plataforma de videojuegos";"argumentative";"claim"
"La frontera de la UE es la suma de las fronteras de sus países miembros si excluimos las fronteras entre países miembros.";"argumentative";"claim"
"Zola Budd tuvo que pedir la nacionalidad sudafricana porque en Croacia, su país de origen, le impedían presentarse a los Juegos Olímpicos.";"argumentative";"claim"
"Si se llega a un acuerdo internacional, la Unión Europea promete reducir sus emisiones de gases de efecto invernadero en casi una tercera parte.";"argumentative";"claim"
"Cabeza de toro es un cuadro de Picasso.";"argumentative";"claim"
"El primer hijo de Colón se llamaba Diego.";"argumentative";"claim"
"Beatriz Enríquez de Arana era la madre biológica de Diego";"argumentative";"claim"
"La política interna de la Comunidad Europea excluye la posibilidad de la integración y gobernanza en común de los Estados Europeos.";"argumentative";"claim"
"No se podían ver vídeos en tiempo real hasta que se aumentó la compentencia en los canales de cables y la creación de Internet.";"argumentative";"claim"
"LA CECA no buscaba liberar de inmediato sus miembros de las entidades exteriores.";"argumentative";"claim"
"La creación de software en general es el proceso muy distinto del de la creación de videojuegos.";"argumentative";"claim"
"El Gran Colisionador de Hadrones es un proyecto de la Organización Europea que se encarga de la investigación nuclear.";"argumentative";"claim"
"La ubicación de la tumba de Picasso no es desconocida, ya que se sabe que fue enterrado en el castillo de Vauvenargues.";"argumentative";"claim"
"Es indudable que durante el período de transición el Consejo de Estado de la URSS fue disvuelvo.";"argumentative";"claim"
"La carta de los Derechos Fundamentales de la Unión Europea no era vinculante antes del Tratado de Lisboa.";"argumentative";"claim"
"Al morir, Cristóbal Colón tenía una fortuna";"argumentative";"claim"
"El PC u ordenador personal es una plataforma de videojuegos, pero no se considera como videoconsola.";"argumentative";"claim"
"En 1821 Grecia estuvo en Guerra de Independencia.";"argumentative";"claim"
"El Partido prefería destapar la delincuencia en la Unión con noticias sobre el ""oeste criminal"".";"argumentative";"claim"
"Picasso destacaba tanto como estudiante que pudo saltarse la dos primeras clases de la Escuela de la Lonja.";"argumentative";"claim"
"Las encuestas hechas en 2011 demuestran que la mitad de la población de Rusia viviría de nuevo en la URSS si tuviera la oportunidad de hacerlo.";"argumentative";"claim"
