label_component_test_set_mistral_annotated;label_binary_test_set_mistral_annotated;date;sentence_text;content;year;newspaper;article_id;headline;paragraph_i;paragraph_text;sentence_j;label_binary_test_set_deepseek_annotated;label_component_test_set_deepseek_annotated;label_binary_majority;label_binary_n_agree;label_component_majority;label_component_n_agree;label_binary_final;label_component_final;label_source
claim;argumentative;2017-03-04;Hasta la fecha, ninguno más.;El 16 de enero de este año, un huaico inundó la mina Las Gemelas en Caravel (Arequipa) y atrapó a siete mineros (nombres omitidos intencionalmente). Al día siguiente, uno pudo salir por sus propios medios. Hasta la fecha, ninguno más. Aunque inicialmente el suceso recibió la atención de la opinión pública (incluyendo un tuit del presidente Kuczynski), las labores de rescate fueron abandonadas a los pocos días, en medio de la displicencia y la descoordinación de las autoridades estatales. La Coordinadora Nacional de Derechos Humanos ha notado severas irregularidades alrededor del caso: el mal diseño del socavón, el ineficiente rol de autoridades estatales y el posterior amedrentamiento a los familiares de las víctimas, quienes incluso han sido amenazados de muerte. Sin embargo, parece no importarle al establecimiento político y mediático. Se trata de mineros de socavón, pareciera ser el mensaje. El 2 de marzo, la Presidencia del Consejo de Ministros oficializó el nombramiento del abogado Javier Fernández-Concha Stucker como viceministro de Gobernanza Territorial. Fernández-Concha fue gerente de la minera Sulliden Shahuindo, cuya concesión minera (Cajabamba) está plagada de mineros informales. No cuenta con experiencia en gestión estatal y –sobre todo– practica una prédica de radical prominerismo (los conflictos ambientales son causados por azuzadores que manipulan a pobladores). Desde su estudio de abogados, ha desarrollado habilidades para la negociación, pero su procedencia minera lo deslegitima ante las funciones mediadoras que tendrá que cumplir. En vez de otorgar mayor peso político a Rolando Luque –jefe de la Oficina de Diálogo y Sostenibilidad–, el gobierno opta por un minero de lujo. Se piensa en el trabajo de gabinete y no en pisar el terreno. Si la minería es tan importante para el país –como sostienen sus defensores–, ¿por qué se cometen tantos errores en su nombre? Si bien es cierto que la discriminación social es una tara estructural de la sociedad peruana, las decisiones políticas de este gobierno la potencian. Ya en anteriores oportunidades he subrayado la falta de inteligencia social del Ejecutivo. La continuidad de errores justifica el prejuicio de una gestión amurallada en su burbuja limeña, centralista, blanca, tecnocrática, huérfana de sentido político y de tacto social. La caída en picada de la aprobación presidencial se explica –también– en los profundos desencuentros provocados desde Palacio de Gobierno. En un sector tan prioritario para el establishment como la minería, se reproducen las distancias sociales que alejan a las mayorías de sus representantes. ¿Por qué entonces la vida de un minero de socavón se ignora con tanta inclemencia? ¿Por qué el CV de un minero de lujo se valora excesivamente cuando se trata de un perfil profesional inadecuado para lidiar con la confrontación? No parece haber más respuesta que la discriminación clasista interiorizada en las mentes de quienes toman las decisiones trascendentales. Así, este gobierno aleja más la posibilidad de una integración social. Sus sueños de OCDE se esfuman con su propia indiferencia.;2017;elcomercio;ART_003015;La Socavón, Minero de lujo;0;El 16 de enero de este año, un huaico inundó la mina Las Gemelas en Caravel (Arequipa) y atrapó a siete mineros (nombres omitidos intencionalmente). Al día siguiente, uno pudo salir por sus propios medios. Hasta la fecha, ninguno más. Aunque inicialmente el suceso recibió la atención de la opinión pública (incluyendo un tuit del presidente Kuczynski), las labores de rescate fueron abandonadas a los pocos días, en medio de la displicencia y la descoordinación de las autoridades estatales. La Coordinadora Nacional de Derechos Humanos ha notado severas irregularidades alrededor del caso: el mal diseño del socavón, el ineficiente rol de autoridades estatales y el posterior amedrentamiento a los familiares de las víctimas, quienes incluso han sido amenazados de muerte. Sin embargo, parece no importarle al establecimiento político y mediático. Se trata de mineros de socavón, pareciera ser el mensaje.;2;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative
claim;argumentative;2017-03-03;¿Cuál ha sido el obstáculo más difícil que ha tenido que enfrentar?;Vamos a expandir nuestra oferta de maquinaria Resemin es una compañía peruana especializada en fabricación de maquinaria para minas bajo tierra que ya ha llegado a África e India. James Valenzuela, su gerente general, contó a El Comercio los planes de expansión de la compañía. —Su padre trabajó en la mina Toquepala. ¿Cómo influyó esto en su elección de la ingeniería de minas? Haber crecido en una villa minera definitivamente marcó un impulso temprano, aunque yo estaba más interesado en ese entonces en historia, física y geografía. —¿Por qué y cuándo decidi convertirse en empresario? La escasez de bienes y productos industriales originada por las políticas económicas del primer gobierno de Alan García fue un escenario de oportunidades para hacer negocios. —Fundó Resemin en 1989. ¿Cuál ha sido el obstáculo más difícil que ha tenido que enfrentar? La escasez de productos industriales. Había un mercado deprimido. Encaré los mayores obstáculos a mediados de los años noventa, cuando la empresa tuvo que sobrevivir en un entorno económico limitado en términos de tamaño y tecnología. Toda esta combinación puso a prueba nuestra resistencia. —El nicho de su negocio es muy específico. Resemin es la tercera compañía en el mundo en la fabricación de máquinas para minas bajo tierra. ¿Qué se viene para la empresa en el corto, mediano y largo plazo? Fabricamos equipos de perforación de túneles para minería subterránea y construcción civil. Estas máquinas son llamadas también ‘jumbos’. Estamos en proceso de expandir nuestra oferta de maquinaria hacia los cargadores de bajo perfil, también denominados ‘scoops’ o ‘loaders’. —La compañía tiene presencia en África e India. ¿Cómo llegaron a estos mercados? Llegamos a Zambia en el 2002 como consecuencia de una venta de equipos a una mina del grupo Glencore, que posteriormente nos pidi operar los equipos que les suministramos. Así nos convertimos en contratistas de túneles. Esta incursión originó una nueva línea de negocios y el resultado actual es un grupo de siete empresas ubicadas en Zambia, República Democrática del Congo, India, Argentina, México y el Per. —¿Qué volumen de ventas alcanza la compañía? En el 2016, Resemin facturó US$42 millones. El grupo alcanzó los US$74 millones. —¿Cuánto esperan crecer este año en relación con el año previo y cuanto esperan invertir? El año pasado crecimos 38% y este año esperamos llegar a 20%. Estamos ampliando nuestra capacidad instalada, también contemplamos producir en otro país. —¿Qué se siente haber sido reconocido como un líder empresarial del cambio y por qué cree que ha sido elegido? Es un reconocimiento a todos los que trabajamos en el Grupo Resemin, dentro y fuera del Per, sin ellos no lo hubiéramos logrado y lo mejor está aún por venir.;2017;elcomercio;ART_003019;EntrEvista James Valenzuela;0;Vamos a expandir nuestra oferta de maquinaria Resemin es una compañía peruana especializada en fabricación de maquinaria para minas bajo tierra que ya ha llegado a África e India. James Valenzuela, su gerente general, contó a El Comercio los planes de expansión de la compañía. —Su padre trabajó en la mina Toquepala. ¿Cómo influyó esto en su elección de la ingeniería de minas? Haber crecido en una villa minera definitivamente marcó un impulso temprano, aunque yo estaba más interesado en ese entonces en historia, física y geografía. —¿Por qué y cuándo decidi convertirse en empresario? La escasez de bienes y productos industriales originada por las políticas económicas del primer gobierno de Alan García fue un escenario de oportunidades para hacer negocios. —Fundó Resemin en 1989. ¿Cuál ha sido el obstáculo más difícil que ha tenido que enfrentar? La escasez de productos industriales. Había un mercado deprimido. Encaré los mayores obstáculos a mediados de los años noventa, cuando la empresa tuvo que sobrevivir en un entorno económico limitado en términos de tamaño y tecnología. Toda esta combinación puso a prueba nuestra resistencia. —El nicho de su negocio es muy específico. Resemin es la tercera compañía en el mundo en la fabricación de máquinas para minas bajo tierra. ¿Qué se viene para la empresa en el corto, mediano y largo plazo? Fabricamos equipos de perforación de túneles para minería subterránea y construcción civil. Estas máquinas son llamadas también ‘jumbos’. Estamos en proceso de expandir nuestra oferta de maquinaria hacia los cargadores de bajo perfil, también denominados ‘scoops’ o ‘loaders’. —La compañía tiene presencia en África e India. ¿Cómo llegaron a estos mercados? Llegamos a Zambia en el 2002 como consecuencia de una venta de equipos a una mina del grupo Glencore, que posteriormente nos pidi operar los equipos que les suministramos. Así nos convertimos en contratistas de túneles. Esta incursión originó una nueva línea de negocios y el resultado actual es un grupo de siete empresas ubicadas en Zambia, República Democrática del Congo, India, Argentina, México y el Per. —¿Qué volumen de ventas alcanza la compañía? En el 2016, Resemin facturó US$42 millones. El grupo alcanzó los US$74 millones. —¿Cuánto esperan crecer este año en relación con el año previo y cuanto esperan invertir? El año pasado crecimos 38% y este año esperamos llegar a 20%. Estamos ampliando nuestra capacidad instalada, también contemplamos producir en otro país. —¿Qué se siente haber sido reconocido como un líder empresarial del cambio y por qué cree que ha sido elegido? Es un reconocimiento a todos los que trabajamos en el Grupo Resemin, dentro y fuera del Per, sin ellos no lo hubiéramos logrado y lo mejor está aún por venir.;8;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative

claim;argumentative;2017-03-03;¿Qué se viene para la empresa en el corto, mediano y largo plazo?;Vamos a expandir nuestra oferta de maquinaria Resemin es una compañía peruana especializada en fabricación de maquinaria para minas bajo tierra que ya ha llegado a África e India. James Valenzuela, su gerente general, contó a El Comercio los planes de expansión de la compañía. —Su padre trabajó en la mina Toquepala. ¿Cómo influyó esto en su elección de la ingeniería de minas? Haber crecido en una villa minera definitivamente marcó un impulso temprano, aunque yo estaba más interesado en ese entonces en historia, física y geografía. —¿Por qué y cuándo decidi convertirse en empresario? La escasez de bienes y productos industriales originada por las políticas económicas del primer gobierno de Alan García fue un escenario de oportunidades para hacer negocios. —Fundó Resemin en 1989. ¿Cuál ha sido el obstáculo más difícil que ha tenido que enfrentar? La escasez de productos industriales. Había un mercado deprimido. Encaré los mayores obstáculos a mediados de los años noventa, cuando la empresa tuvo que sobrevivir en un entorno económico limitado en términos de tamaño y tecnología. Toda esta combinación puso a prueba nuestra resistencia. —El nicho de su negocio es muy específico. Resemin es la tercera compañía en el mundo en la fabricación de máquinas para minas bajo tierra. ¿Qué se viene para la empresa en el corto, mediano y largo plazo? Fabricamos equipos de perforación de túneles para minería subterránea y construcción civil. Estas máquinas son llamadas también ‘jumbos’. Estamos en proceso de expandir nuestra oferta de maquinaria hacia los cargadores de bajo perfil, también denominados ‘scoops’ o ‘loaders’. —La compañía tiene presencia en África e India. ¿Cómo llegaron a estos mercados? Llegamos a Zambia en el 2002 como consecuencia de una venta de equipos a una mina del grupo Glencore, que posteriormente nos pidi operar los equipos que les suministramos. Así nos convertimos en contratistas de túneles. Esta incursión originó una nueva línea de negocios y el resultado actual es un grupo de siete empresas ubicadas en Zambia, República Democrática del Congo, India, Argentina, México y el Per. —¿Qué volumen de ventas alcanza la compañía? En el 2016, Resemin facturó US$42 millones. El grupo alcanzó los US$74 millones. —¿Cuánto esperan crecer este año en relación con el año previo y cuanto esperan invertir? El año pasado crecimos 38% y este año esperamos llegar a 20%. Estamos ampliando nuestra capacidad instalada, también contemplamos producir en otro país. —¿Qué se siente haber sido reconocido como un líder empresarial del cambio y por qué cree que ha sido elegido? Es un reconocimiento a todos los que trabajamos en el Grupo Resemin, dentro y fuera del Per, sin ellos no lo hubiéramos logrado y lo mejor está aún por venir.;2017;elcomercio;ART_003019;EntrEvista James Valenzuela;0;Vamos a expandir nuestra oferta de maquinaria Resemin es una compañía peruana especializada en fabricación de maquinaria para minas bajo tierra que ya ha llegado a África e India. James Valenzuela, su gerente general, contó a El Comercio los planes de expansión de la compañía. —Su padre trabajó en la mina Toquepala. ¿Cómo influyó esto en su elección de la ingeniería de minas? Haber crecido en una villa minera definitivamente marcó un impulso temprano, aunque yo estaba más interesado en ese entonces en historia, física y geografía. —¿Por qué y cuándo decidi convertirse en empresario? La escasez de bienes y productos industriales originada por las políticas económicas del primer gobierno de Alan García fue un escenario de oportunidades para hacer negocios. —Fundó Resemin en 1989. ¿Cuál ha sido el obstáculo más difícil que ha tenido que enfrentar? La escasez de productos industriales. Había un mercado deprimido. Encaré los mayores obstáculos a mediados de los años noventa, cuando la empresa tuvo que sobrevivir en un entorno económico limitado en términos de tamaño y tecnología. Toda esta combinación puso a prueba nuestra resistencia. —El nicho de su negocio es muy específico. Resemin es la tercera compañía en el mundo en la fabricación de máquinas para minas bajo tierra. ¿Qué se viene para la empresa en el corto, mediano y largo plazo? Fabricamos equipos de perforación de túneles para minería subterránea y construcción civil. Estas máquinas son llamadas también ‘jumbos’. Estamos en proceso de expandir nuestra oferta de maquinaria hacia los cargadores de bajo perfil, también denominados ‘scoops’ o ‘loaders’. —La compañía tiene presencia en África e India. ¿Cómo llegaron a estos mercados? Llegamos a Zambia en el 2002 como consecuencia de una venta de equipos a una mina del grupo Glencore, que posteriormente nos pidi operar los equipos que les suministramos. Así nos convertimos en contratistas de túneles. Esta incursión originó una nueva línea de negocios y el resultado actual es un grupo de siete empresas ubicadas en Zambia, República Democrática del Congo, India, Argentina, México y el Per. —¿Qué volumen de ventas alcanza la compañía? En el 2016, Resemin facturó US$42 millones. El grupo alcanzó los US$74 millones. —¿Cuánto esperan crecer este año en relación con el año previo y cuanto esperan invertir? El año pasado crecimos 38% y este año esperamos llegar a 20%. Estamos ampliando nuestra capacidad instalada, también contemplamos producir en otro país. —¿Qué se siente haber sido reconocido como un líder empresarial del cambio y por qué cree que ha sido elegido? Es un reconocimiento a todos los que trabajamos en el Grupo Resemin, dentro y fuera del Per, sin ellos no lo hubiéramos logrado y lo mejor está aún por venir.;15;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative
claim;argumentative;2016-05-09;Cambio de enfoque ●;Subgrupos de la PEA según dependencia laboral y contribuciones fiscales. Solo el 11% de trabajadores paga Impuesto a la Renta. Cambio de enfoque ● Una nueva aproximación al mercado laboral advierte sobre el alto nivel de informalidad que existe entre los trabajadores del país y llama la atención sobre sus principales razones. El mercado laboral del Perú está compuesto por alrededor de 16 millones de personas. Sin embargo, de estos solo 1,3 millones pagan impuestos por sus ingresos. Es decir, solo el 11% de los trabajadores que componen la población económicamente activa (PEA) ocupada cumple su obligación tributaria. Además, solo el 17% de la PEA ocupada tiene un contrato laboral. As lo reveló el reciente estudio Una radiografía del contribuyente peruano, elaborado por la asociación Contribuyentes por Respeto (CpR) y que fue compartido en exclusiva con El Comercio. En este, se analiza el mercado laboral desde la perspectiva tributaria –trabajadores que pagan impuestos (contribuyentes) y los que no (no contribuyentes)– y se distinguen cuatro grupos: los trabajadores dependientes contribuyentes, los dependientes no contribuyentes, los trabajadores independientes contribuyentes y los independientes no contribuyentes. El objetivo es analizar la formalidad laboral, no solo desde el punto de recibir beneficios sociales, sino con el pago de impuestos. ‘Rigidez en contra’ – Una de las principales conclusiones a las que llega este estudio es que el nivel de educación no tiene relación directa con el nivel de ingresos que percibe el trabajador. Por ejemplo, los trabajadores independientes que pagan impuestos son los que cuentan con el menor nivel de instrucción, pero son los que perciben el ingreso más alto. Si bien CpR no ha analizado en profundidad este punto, sí puede dar luces de un problema significativo. ‘Como indicio, podría responder a lo caras que son la formalidad y la dependencia [laboral]. Tener a un trabajador en planilla requiere un 45% adicional de lo que se le paga. Si tu sueldo es S/5.000, a la empresa realmente le cuesta aproximadamente 45% más: por compensación de tiempo de servicios (CTS), liquidación, vacaciones truncas, gratificaciones, etc. Solo el hecho de que anualmente te cuesta 45% más por un trabajador te hace optar por locadores de servicios que ganan más pero son más baratos para la empresa’, indic José Ignacio Beteta, director gerente de CpR. Los altos costos laborales –por ejemplo, los derivados de la dificultad de desvincular a un trabajador– también hacen que las empresas opten por contratar a los trabajadores por un plazo fijo y les renueven el contrato periódicamente. ‘El que el Tribunal Constitucional haya interpretado que para ciertos tipos de despido la única compensación adecuada sea la reposición en el puesto de trabajo pone muy nerviosas a las empresas, porque eso significa que;2016;elcomercio;ART_002900;Informalidad laboral en el Perú;0;Subgrupos de la PEA según dependencia laboral y contribuciones fiscales. Solo el 11% de trabajadores paga Impuesto a la Renta. Cambio de enfoque ● Una nueva aproximación al mercado laboral advierte sobre el alto nivel de informalidad que existe entre los trabajadores del país y llama la atención sobre sus principales razones. El mercado laboral del Perú está compuesto por alrededor de 16 millones de personas. Sin embargo, de estos solo 1,3 millones pagan impuestos por sus ingresos. Es decir, solo el 11% de los trabajadores que componen la población económicamente activa (PEA) ocupada cumple su obligación tributaria. Además, solo el 17% de la PEA ocupada tiene un contrato laboral. As lo reveló el reciente estudio Una radiografía del contribuyente peruano, elaborado por la asociación Contribuyentes por Respeto (CpR) y que fue compartido en exclusiva con El Comercio. En este, se analiza el mercado laboral desde la perspectiva tributaria –trabajadores que pagan impuestos (contribuyentes) y los que no (no contribuyentes)– y se distinguen cuatro grupos: los trabajadores dependientes contribuyentes, los dependientes no contribuyentes, los trabajadores independientes contribuyentes y los independientes no contribuyentes. El objetivo es analizar la formalidad laboral, no solo desde el punto de recibir beneficios sociales, sino con el pago de impuestos.;2;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative
premise;argumentative;2016-05-09;El mercado laboral del Perú está compuesto por alrededor de 16 millones de personas.;Subgrupos de la PEA según dependencia laboral y contribuciones fiscales. Solo el 11% de trabajadores paga Impuesto a la Renta. Cambio de enfoque ● Una nueva aproximación al mercado laboral advierte sobre el alto nivel de informalidad que existe entre los trabajadores del país y llama la atención sobre sus principales razones. El mercado laboral del Perú está compuesto por alrededor de 16 millones de personas. Sin embargo, de estos solo 1,3 millones pagan impuestos por sus ingresos. Es decir, solo el 11% de los trabajadores que componen la población económicamente activa (PEA) ocupada cumple su obligación tributaria. Además, solo el 17% de la PEA ocupada tiene un contrato laboral. As lo reveló el reciente estudio Una radiografía del contribuyente peruano, elaborado por la asociación Contribuyentes por Respeto (CpR) y que fue compartido en exclusiva con El Comercio. En este, se analiza el mercado laboral desde la perspectiva tributaria –trabajadores que pagan impuestos (contribuyentes) y los que no (no contribuyentes)– y se distinguen cuatro grupos: los trabajadores dependientes contribuyentes, los dependientes no contribuyentes, los trabajadores independientes contribuyentes y los independientes no contribuyentes. El objetivo es analizar la formalidad laboral, no solo desde el punto de recibir beneficios sociales, sino con el pago de impuestos. ‘Rigidez en contra’ – Una de las principales conclusiones a las que llega este estudio es que el nivel de educación no tiene relación directa con el nivel de ingresos que percibe el trabajador. Por ejemplo, los trabajadores independientes que pagan impuestos son los que cuentan con el menor nivel de instrucción, pero son los que perciben el ingreso más alto. Si bien CpR no ha analizado en profundidad este punto, sí puede dar luces de un problema significativo. ‘Como indicio, podría responder a lo caras que son la formalidad y la dependencia [laboral]. Tener a un trabajador en planilla requiere un 45% adicional de lo que se le paga. Si tu sueldo es S/5.000, a la empresa realmente le cuesta aproximadamente 45% más: por compensación de tiempo de servicios (CTS), liquidación, vacaciones truncas, gratificaciones, etc. Solo el hecho de que anualmente te cuesta 45% más por un trabajador te hace optar por locadores de servicios que ganan más pero son más baratos para la empresa’, indic José Ignacio Beteta, director gerente de CpR. Los altos costos laborales –por ejemplo, los derivados de la dificultad de desvincular a un trabajador– también hacen que las empresas opten por contratar a los trabajadores por un plazo fijo y les renueven el contrato periódicamente. ‘El que el Tribunal Constitucional haya interpretado que para ciertos tipos de despido la única compensación adecuada sea la reposición en el puesto de trabajo pone muy nerviosas a las empresas, porque eso significa que;2016;elcomercio;ART_002900;Informalidad laboral en el Perú;0;Subgrupos de la PEA según dependencia laboral y contribuciones fiscales. Solo el 11% de trabajadores paga Impuesto a la Renta. Cambio de enfoque ● Una nueva aproximación al mercado laboral advierte sobre el alto nivel de informalidad que existe entre los trabajadores del país y llama la atención sobre sus principales razones. El mercado laboral del Perú está compuesto por alrededor de 16 millones de personas. Sin embargo, de estos solo 1,3 millones pagan impuestos por sus ingresos. Es decir, solo el 11% de los trabajadores que componen la población económicamente activa (PEA) ocupada cumple su obligación tributaria. Además, solo el 17% de la PEA ocupada tiene un contrato laboral. As lo reveló el reciente estudio Una radiografía del contribuyente peruano, elaborado por la asociación Contribuyentes por Respeto (CpR) y que fue compartido en exclusiva con El Comercio. En este, se analiza el mercado laboral desde la perspectiva tributaria –trabajadores que pagan impuestos (contribuyentes) y los que no (no contribuyentes)– y se distinguen cuatro grupos: los trabajadores dependientes contribuyentes, los dependientes no contribuyentes, los trabajadores independientes contribuyentes y los independientes no contribuyentes. El objetivo es analizar la formalidad laboral, no solo desde el punto de recibir beneficios sociales, sino con el pago de impuestos.;4;non-argumentative;none;argumentative;1;none;1;non-argumentative;none;auto_conservative
premise;argumentative;2016-05-09;En este, se analiza el mercado laboral desde la perspectiva tributaria –trabajadores que pagan impuestos (contribuyentes) y los que no (no contribuyentes)– y se distinguen cuatro grupos: los trabajadores dependientes contribuyentes, los dependientes no contribuyentes, los trabajadores independientes contribuyentes y los independientes no contribuyentes.;Subgrupos de la PEA según dependencia laboral y contribuciones fiscales. Solo el 11% de trabajadores paga Impuesto a la Renta. Cambio de enfoque ● Una nueva aproximación al mercado laboral advierte sobre el alto nivel de informalidad que existe entre los trabajadores del país y llama la atención sobre sus principales razones. El mercado laboral del Perú está compuesto por alrededor de 16 millones de personas. Sin embargo, de estos solo 1,3 millones pagan impuestos por sus ingresos. Es decir, solo el 11% de los trabajadores que componen la población económicamente activa (PEA) ocupada cumple su obligación tributaria. Además, solo el 17% de la PEA ocupada tiene un contrato laboral. As lo reveló el reciente estudio Una radiografía del contribuyente peruano, elaborado por la asociación Contribuyentes por Respeto (CpR) y que fue compartido en exclusiva con El Comercio. En este, se analiza el mercado laboral desde la perspectiva tributaria –trabajadores que pagan impuestos (contribuyentes) y los que no (no contribuyentes)– y se distinguen cuatro grupos: los trabajadores dependientes contribuyentes, los dependientes no contribuyentes, los trabajadores independientes contribuyentes y los independientes no contribuyentes. El objetivo es analizar la formalidad laboral, no solo desde el punto de recibir beneficios sociales, sino con el pago de impuestos. ‘Rigidez en contra’ – Una de las principales conclusiones a las que llega este estudio es que el nivel de educación no tiene relación directa con el nivel de ingresos que percibe el trabajador. Por ejemplo, los trabajadores independientes que pagan impuestos son los que cuentan con el menor nivel de instrucción, pero son los que perciben el ingreso más alto. Si bien CpR no ha analizado en profundidad este punto, sí puede dar luces de un problema significativo. ‘Como indicio, podría responder a lo caras que son la formalidad y la dependencia [laboral]. Tener a un trabajador en planilla requiere un 45% adicional de lo que se le paga. Si tu sueldo es S/5.000, a la empresa realmente le cuesta aproximadamente 45% más: por compensación de tiempo de servicios (CTS), liquidación, vacaciones truncas, gratificaciones, etc. Solo el hecho de que anualmente te cuesta 45% más por un trabajador te hace optar por locadores de servicios que ganan más pero son más baratos para la empresa’, indic José Ignacio Beteta, director gerente de CpR. Los altos costos laborales –por ejemplo, los derivados de la dificultad de desvincular a un trabajador– también hacen que las empresas opten por contratar a los trabajadores por un plazo fijo y les renueven el contrato periódicamente. ‘El que el Tribunal Constitucional haya interpretado que para ciertos tipos de despido la única compensación adecuada sea la reposición en el puesto de trabajo pone muy nerviosas a las empresas, porque eso significa que;2016;elcomercio;ART_002900;Informalidad laboral en el Perú;0;Subgrupos de la PEA según dependencia laboral y contribuciones fiscales. Solo el 11% de trabajadores paga Impuesto a la Renta. Cambio de enfoque ● Una nueva aproximación al mercado laboral advierte sobre el alto nivel de informalidad que existe entre los trabajadores del país y llama la atención sobre sus principales razones. El mercado laboral del Perú está compuesto por alrededor de 16 millones de personas. Sin embargo, de estos solo 1,3 millones pagan impuestos por sus ingresos. Es decir, solo el 11% de los trabajadores que componen la población económicamente activa (PEA) ocupada cumple su obligación tributaria. Además, solo el 17% de la PEA ocupada tiene un contrato laboral. As lo reveló el reciente estudio Una radiografía del contribuyente peruano, elaborado por la asociación Contribuyentes por Respeto (CpR) y que fue compartido en exclusiva con El Comercio. En este, se analiza el mercado laboral desde la perspectiva tributaria –trabajadores que pagan impuestos (contribuyentes) y los que no (no contribuyentes)– y se distinguen cuatro grupos: los trabajadores dependientes contribuyentes, los dependientes no contribuyentes, los trabajadores independientes contribuyentes y los independientes no contribuyentes. El objetivo es analizar la formalidad laboral, no solo desde el punto de recibir beneficios sociales, sino con el pago de impuestos.;9;non-argumentative;none;argumentative;1;none;1;non-argumentative;none;auto_conservative
claim;argumentative;2017-04-11;El Ministerio de Trabajo también trabaja en una reforma laboral que presentará al CNRT a fines de abril o inicios de mayo.;El Ministerio de Trabajo también trabaja en una reforma laboral que presentará al CNRT a fines de abril o inicios de mayo. Esta reforma incluir temas sobre los regímenes laborales y el ciclo laboral en su conjunto: inicio, desarrollo y desvinculación laboral.;2017;elcomercio;ART_002907;Ministerio de Trabajo trabaja en nueva reforma laboral;0;El Ministerio de Trabajo también trabaja en una reforma laboral que presentará al CNRT a fines de abril o inicios de mayo. Esta reforma incluir temas sobre los regímenes laborales y el ciclo laboral en su conjunto: inicio, desarrollo y desvinculación laboral.;0;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative
claim;argumentative;2017-04-11;El Ministerio de Trabajo busca espacios de diálogo, pero sindicatos no están contentos con las condiciones.;El Ministerio de Trabajo busca espacios de diálogo, pero sindicatos no están contentos con las condiciones. CUT ni la Central General de Trabajadores del Per (CG-T) se presentaron, por lo que no hubo quorum. Sin embargo, Grados aprovechó para realizar una sesión informativa y finalizar así la etapa de evaluación de 19 propuestas de cambios laborales, que inició en diciembre del año pasado. Grados recordó que la mayoría de las propuestas deberán ser aprobadas en el Congreso.;2017;elcomercio;ART_002908;Ministerio de Trabajo busca diálogo con sindicatos;0;El Ministerio de Trabajo busca espacios de diálogo, pero sindicatos no están contentos con las condiciones. CUT ni la Central General de Trabajadores del Per (CG-T) se presentaron, por lo que no hubo quorum. Sin embargo, Grados aprovechó para realizar una sesión informativa y finalizar así la etapa de evaluación de 19 propuestas de cambios laborales, que inició en diciembre del año pasado. Grados recordó que la mayoría de las propuestas deberán ser aprobadas en el Congreso.;0;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative
premise;argumentative;2017-04-11;Sin embargo, Grados aprovechó para realizar una sesión informativa y finalizar así la etapa de evaluación de 19 propuestas de cambios laborales, que inició en diciembre del año pasado.;El Ministerio de Trabajo busca espacios de diálogo, pero sindicatos no están contentos con las condiciones. CUT ni la Central General de Trabajadores del Per (CG-T) se presentaron, por lo que no hubo quorum. Sin embargo, Grados aprovechó para realizar una sesión informativa y finalizar así la etapa de evaluación de 19 propuestas de cambios laborales, que inició en diciembre del año pasado. Grados recordó que la mayoría de las propuestas deberán ser aprobadas en el Congreso.;2017;elcomercio;ART_002908;Ministerio de Trabajo busca diálogo con sindicatos;0;El Ministerio de Trabajo busca espacios de diálogo, pero sindicatos no están contentos con las condiciones. CUT ni la Central General de Trabajadores del Per (CG-T) se presentaron, por lo que no hubo quorum. Sin embargo, Grados aprovechó para realizar una sesión informativa y finalizar así la etapa de evaluación de 19 propuestas de cambios laborales, que inició en diciembre del año pasado. Grados recordó que la mayoría de las propuestas deberán ser aprobadas en el Congreso.;2;non-argumentative;none;argumentative;1;none;1;non-argumentative;none;auto_conservative
claim;argumentative;2017-04-11;Grados recordó que la mayoría de las propuestas deberán ser aprobadas en el Congreso.;El Ministerio de Trabajo busca espacios de diálogo, pero sindicatos no están contentos con las condiciones. CUT ni la Central General de Trabajadores del Per (CG-T) se presentaron, por lo que no hubo quorum. Sin embargo, Grados aprovechó para realizar una sesión informativa y finalizar así la etapa de evaluación de 19 propuestas de cambios laborales, que inició en diciembre del año pasado. Grados recordó que la mayoría de las propuestas deberán ser aprobadas en el Congreso.;2017;elcomercio;ART_002908;Ministerio de Trabajo busca diálogo con sindicatos;0;El Ministerio de Trabajo busca espacios de diálogo, pero sindicatos no están contentos con las condiciones. CUT ni la Central General de Trabajadores del Per (CG-T) se presentaron, por lo que no hubo quorum. Sin embargo, Grados aprovechó para realizar una sesión informativa y finalizar así la etapa de evaluación de 19 propuestas de cambios laborales, que inició en diciembre del año pasado. Grados recordó que la mayoría de las propuestas deberán ser aprobadas en el Congreso.;3;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative
