"paragraph_i";"sentence_j";"label_binary_test_set_mistral_annotated";"headline";"paragraph_text";"year";"sentence_text";"date";"newspaper";"content";"article_id";"label_component_test_set_mistral_annotated";"label_binary_test_set_llama_annotated";"label_component_test_set_llama_annotated";"label_binary_test_set_deepseek_annotated";"label_component_test_set_deepseek_annotated";"label_binary_test_set_magistral_annotated";"label_component_test_set_magistral_annotated";"label_binary_final";"label_component_final";"label_source"
"4";"5";"argumentative";"Las fronteras más pacíficas de Europa";"¿Qué mensaje quieres darle a la gente con tu proyecto? Vivimos en un mundo donde las personas tienen menos libertad de movimiento que los bienes o los capitales. Con este proyecto entendí que la libertad de circulación debe considerarse un derecho humano básico. Soy consciente de que hoy esto es utópico, pero no olvidemos que hace sesenta años el espacio Schengen era una noción utópica. Estas fotos muestran una utopía que se ha convertido en realidad. Y se ve bien.";"2017";"Y se ve bien.";"2017-05-19";"publimetro";"El fotógrafo italiano Valerio Vincenzo ha publicado el libro llamado Borderline, fronteras de paz, en el que muestra las fronteras más pacíficas entre países de Europa. En ellas no existe barreras físicas y la gente puede moverse libremente de un país a otro sin problemas. El libro se basa en un trabajo de 30 años y busca darle valor a los logros del espacio Schengen en estos tiempos de muros y controles. ¿Qué te inspiró a crear el proyecto Borderline? Quise rendir homenaje a un logro fundamental en la construcción de Europa: la libertad de movimiento. ¿Cómo lo hiciste? He estado trabajando en este proyecto durante diez años. Viajé por toda Europa, de Portugal a Bulgaria, zigzagueando a lo largo de casi 20 mil kilómetros de fronteras entre los países que forman parte de la Unión Europea o el espacio Schengen. Tomaba las fotos en primavera y verano. En otoño e invierno recaudaba fondos para los siguientes viajes y organizaba las exposiciones del proyecto. El pasado invierno, junto con Rob van Hoesel, talentoso diseñador gráfico holandés, creamos el libro Borderline, fronteras de paz, que cataloga las imágenes tomadas desde el 2007. ¿Por qué crees que son tan pacíficas las fronteras de Europa? Porque han estado en el corazón de la guerra más mortífera de la historia de la humanidad, la Segunda Guerra Mundial. El choque después de la guerra fue enorme, la prioridad fue evitar conflictos. ¿Qué opinas de países que levantan muros en sus fronteras? Me entristece mucho. En mis viajes he visto restos de todo tipo de barreras. En Europa, tenemos mucha historia de la que podemos aprender. ¿Qué mensaje quieres darle a la gente con tu proyecto? Vivimos en un mundo donde las personas tienen menos libertad de movimiento que los bienes o los capitales. Con este proyecto entendí que la libertad de circulación debe considerarse un derecho humano básico. Soy consciente de que hoy esto es utópico, pero no olvidemos que hace sesenta años el espacio Schengen era una noción utópica. Estas fotos muestran una utopía que se ha convertido en realidad. Y se ve bien.";"ART_008496";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"0";"1";"argumentative";"Ministerio de la Producción reunirá a mipymes";"Las micro y pequeñas empresas (mypes) son el toro de la economía nacional. Ellas aportan el 24% del Producto Bruto Interno (PBI) y generan más del 85% del empleo privado. Es por ello que el Ministerio de la Producción (Produce) ha anunciado la realización del primer Promomype, que se llevará a cabo los días lunes 15 y martes 16 de mayo. El Produce ofrece una buena oportunidad para fomentar el crecimiento de las mypes en evento de San Borja. Más oportunidades de negocio para las mypes peruanas.";"2017";"Ellas aportan el 24% del Producto Bruto Interno (PBI) y generan más del 85% del empleo privado.";"2017-05-12";"publimetro";"Las micro y pequeñas empresas (mypes) son el toro de la economía nacional. Ellas aportan el 24% del Producto Bruto Interno (PBI) y generan más del 85% del empleo privado. Es por ello que el Ministerio de la Producción (Produce) ha anunciado la realización del primer Promomype, que se llevará a cabo los días lunes 15 y martes 16 de mayo. El Produce ofrece una buena oportunidad para fomentar el crecimiento de las mypes en evento de San Borja. Más oportunidades de negocio para las mypes peruanas.";"ART_008568";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"auto"
"0";"4";"argumentative";"Ministerio de la Producción reunirá a mipymes";"Las micro y pequeñas empresas (mypes) son el toro de la economía nacional. Ellas aportan el 24% del Producto Bruto Interno (PBI) y generan más del 85% del empleo privado. Es por ello que el Ministerio de la Producción (Produce) ha anunciado la realización del primer Promomype, que se llevará a cabo los días lunes 15 y martes 16 de mayo. El Produce ofrece una buena oportunidad para fomentar el crecimiento de las mypes en evento de San Borja. Más oportunidades de negocio para las mypes peruanas.";"2017";"Más oportunidades de negocio para las mypes peruanas.";"2017-05-12";"publimetro";"Las micro y pequeñas empresas (mypes) son el toro de la economía nacional. Ellas aportan el 24% del Producto Bruto Interno (PBI) y generan más del 85% del empleo privado. Es por ello que el Ministerio de la Producción (Produce) ha anunciado la realización del primer Promomype, que se llevará a cabo los días lunes 15 y martes 16 de mayo. El Produce ofrece una buena oportunidad para fomentar el crecimiento de las mypes en evento de San Borja. Más oportunidades de negocio para las mypes peruanas.";"ART_008568";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"0";"13";"argumentative";"En busca de la igualdad salarial";"Periodo de implementacin Las empresas podrn adaptarse a estas disposiciones a lo largo de este ao. La fiscalizacin empezar el 3 de enero del 2019. podrian variar segn el grupo de trabajadores. Por ejemplo, entre gerentes y jefes. Asimismo, se precisan situaciones de excepcin. La regla es que dos trabajadores que estn en el mismo puesto ganen lo mismo. Pero hay excepciones, sea por antigüedad, por desempeño, por negociación colectiva, escasez de oferta de mano de obra calificada, experiencia laboral o perfil académico, refiere Cuzqún. Entre otras disposiciones, la norma tambin indica que un padre tiene derecho a solicitar que sus vacaciones ganadas se inicien — inmediatamente después de su licencia por paternidad, siempre que ello se comunique 30 das antes del descanso. As también, — durante el proceso de selección, la empresa no podr solicitar una prueba de embarazo, salvo que el puesto que implique riesgos para la postulante o el feto. El reglamento ha realizado ajustes con buen tino, — indica — Cuzqún. Este, ahora, responde con una lgica ms acorde con la realidad de la empresa. Por ese lado, hemos avanzado mucho. Sin embargo, la norma excluye al sector pblico, lo cual es muy preocupante. Es un mal ejemplo que el Estado dé obligaciones solo al privado y no a s mismo.";"2018";"Sin embargo, la norma excluye al sector pblico, lo cual es muy preocupante.";"2018-03-12";"publimetro";"Periodo de implementacin Las empresas podrn adaptarse a estas disposiciones a lo largo de este ao. La fiscalizacin empezar el 3 de enero del 2019. podrian variar segn el grupo de trabajadores. Por ejemplo, entre gerentes y jefes. Asimismo, se precisan situaciones de excepcin. La regla es que dos trabajadores que estn en el mismo puesto ganen lo mismo. Pero hay excepciones, sea por antigüedad, por desempeño, por negociación colectiva, escasez de oferta de mano de obra calificada, experiencia laboral o perfil académico, refiere Cuzqún. Entre otras disposiciones, la norma tambin indica que un padre tiene derecho a solicitar que sus vacaciones ganadas se inicien — inmediatamente después de su licencia por paternidad, siempre que ello se comunique 30 das antes del descanso. As también, — durante el proceso de selección, la empresa no podr solicitar una prueba de embarazo, salvo que el puesto que implique riesgos para la postulante o el feto. El reglamento ha realizado ajustes con buen tino, — indica — Cuzqún. Este, ahora, responde con una lgica ms acorde con la realidad de la empresa. Por ese lado, hemos avanzado mucho. Sin embargo, la norma excluye al sector pblico, lo cual es muy preocupante. Es un mal ejemplo que el Estado dé obligaciones solo al privado y no a s mismo.";"ART_008584";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"0";"14";"argumentative";"En busca de la igualdad salarial";"Periodo de implementacin Las empresas podrn adaptarse a estas disposiciones a lo largo de este ao. La fiscalizacin empezar el 3 de enero del 2019. podrian variar segn el grupo de trabajadores. Por ejemplo, entre gerentes y jefes. Asimismo, se precisan situaciones de excepcin. La regla es que dos trabajadores que estn en el mismo puesto ganen lo mismo. Pero hay excepciones, sea por antigüedad, por desempeño, por negociación colectiva, escasez de oferta de mano de obra calificada, experiencia laboral o perfil académico, refiere Cuzqún. Entre otras disposiciones, la norma tambin indica que un padre tiene derecho a solicitar que sus vacaciones ganadas se inicien — inmediatamente después de su licencia por paternidad, siempre que ello se comunique 30 das antes del descanso. As también, — durante el proceso de selección, la empresa no podr solicitar una prueba de embarazo, salvo que el puesto que implique riesgos para la postulante o el feto. El reglamento ha realizado ajustes con buen tino, — indica — Cuzqún. Este, ahora, responde con una lgica ms acorde con la realidad de la empresa. Por ese lado, hemos avanzado mucho. Sin embargo, la norma excluye al sector pblico, lo cual es muy preocupante. Es un mal ejemplo que el Estado dé obligaciones solo al privado y no a s mismo.";"2018";"Es un mal ejemplo que el Estado dé obligaciones solo al privado y no a s mismo.";"2018-03-12";"publimetro";"Periodo de implementacin Las empresas podrn adaptarse a estas disposiciones a lo largo de este ao. La fiscalizacin empezar el 3 de enero del 2019. podrian variar segn el grupo de trabajadores. Por ejemplo, entre gerentes y jefes. Asimismo, se precisan situaciones de excepcin. La regla es que dos trabajadores que estn en el mismo puesto ganen lo mismo. Pero hay excepciones, sea por antigüedad, por desempeño, por negociación colectiva, escasez de oferta de mano de obra calificada, experiencia laboral o perfil académico, refiere Cuzqún. Entre otras disposiciones, la norma tambin indica que un padre tiene derecho a solicitar que sus vacaciones ganadas se inicien — inmediatamente después de su licencia por paternidad, siempre que ello se comunique 30 das antes del descanso. As también, — durante el proceso de selección, la empresa no podr solicitar una prueba de embarazo, salvo que el puesto que implique riesgos para la postulante o el feto. El reglamento ha realizado ajustes con buen tino, — indica — Cuzqún. Este, ahora, responde con una lgica ms acorde con la realidad de la empresa. Por ese lado, hemos avanzado mucho. Sin embargo, la norma excluye al sector pblico, lo cual es muy preocupante. Es un mal ejemplo que el Estado dé obligaciones solo al privado y no a s mismo.";"ART_008584";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"0";"1";"argumentative";"Cómo está México en materia de empleo a la mitad de su mandato?";"En los 36 meses que lleva esta administración se han generado un millón 892 mil empleos formales, el mayor número para un período similar en los últimos cinco gobiernos. Uno de los principales compromisos de mi administración es que los mexicanos ganen más por su trabajo y, para ello, es fundamental que todos tengan un trabajo formal, es decir, con prestaciones y seguridad social. Los trabajadores que se han integrado a la formalidad, a través del programa Crezcamos Juntos, mejoran sus ingresos con prestaciones como el reparto de utilidades, el aguinaldo, el subsidio al empleo, la prima vacacional, entre otros. De acuerdo con datos de la Encuesta Nacional de Ocupación y Empleo, los trabajadores formales ganan, en promedio, casi el doble que los informales, una vez considerando todas esas prestaciones.";"2015";"Uno de los principales compromisos de mi administración es que los mexicanos ganen más por su trabajo y, para ello, es fundamental que todos tengan un trabajo formal, es decir, con prestaciones y seguridad social.";"2015-12-14";"publimetro";"En los 36 meses que lleva esta administración se han generado un millón 892 mil empleos formales, el mayor número para un período similar en los últimos cinco gobiernos. Uno de los principales compromisos de mi administración es que los mexicanos ganen más por su trabajo y, para ello, es fundamental que todos tengan un trabajo formal, es decir, con prestaciones y seguridad social. Los trabajadores que se han integrado a la formalidad, a través del programa Crezcamos Juntos, mejoran sus ingresos con prestaciones como el reparto de utilidades, el aguinaldo, el subsidio al empleo, la prima vacacional, entre otros. De acuerdo con datos de la Encuesta Nacional de Ocupación y Empleo, los trabajadores formales ganan, en promedio, casi el doble que los informales, una vez considerando todas esas prestaciones.";"ART_008612";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"0";"5";"argumentative";"Ejecutivo lanza paquete promotor para las mypes";"Primer ministro y titulares de Economía, Trabajo y de la Producción hicieron el anuncio en Villa El Salvador. Medidas buscan impulsar el crecimiento y formalización de las empresas. El primer ministro, Fernando Zavala, visitó ayer el Parque Industrial de Villa El Salvador (VES), para presentar una serie de medidas que buscan promover el desarrollo de las micro y pequeñas empresas (mypes). Estuvo acompañado por los ministros Alfredo Thorne (Economía), Bruno Giuffra (Producción) y Alfonso Grados (Trabajo). Zavala anunció un paquete “promotor y simplificador” para impulsar el crecimiento y formalización de los pequeños y microempresarios. “Hoy es el tiempo de las mypes”, recalca. Una de estas medidas es la creación del Régimen Único Simplificado para Emprendedores (RUSE), que beneficia a quienes facturen hasta S/150,000 anuales.";"2016";"“Hoy es el tiempo de las mypes”, recalca.";"2016-12-21";"publimetro";"Primer ministro y titulares de Economía, Trabajo y de la Producción hicieron el anuncio en Villa El Salvador. Medidas buscan impulsar el crecimiento y formalización de las empresas. El primer ministro, Fernando Zavala, visitó ayer el Parque Industrial de Villa El Salvador (VES), para presentar una serie de medidas que buscan promover el desarrollo de las micro y pequeñas empresas (mypes). Estuvo acompañado por los ministros Alfredo Thorne (Economía), Bruno Giuffra (Producción) y Alfonso Grados (Trabajo). Zavala anunció un paquete “promotor y simplificador” para impulsar el crecimiento y formalización de los pequeños y microempresarios. “Hoy es el tiempo de las mypes”, recalca. Una de estas medidas es la creación del Régimen Único Simplificado para Emprendedores (RUSE), que beneficia a quienes facturen hasta S/150,000 anuales.";"ART_008656";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"1";"0";"argumentative";"MTPE formaliza a 75 mil empleados";"Según la Sunafil, 59 mil trabajadores ingresaron a planilla en el primer trimestre del año. La mayoría labora en los sectores Agricultura, Construcción y Manufactura.";"2019";"Según la Sunafil, 59 mil trabajadores ingresaron a planilla en el primer trimestre del año.";"2019-06-25";"publimetro";"En lo que va del año, el Ministerio de Trabajo y Promoción del Empleo (MTPE) ha formalizado a 75 mil trabajadores en planilla, según informó la titular del sector, Sylvia Ccerez. Para este año la meta era formalizar a 80 mil. A la fecha, el esfuerzo fiscalizador ya registra a 75 mil trabajadores en planilla. Vamos a superar la meta, señaló Ccerez. Indicó que todas las proyecciones de crecimiento de empleo que se realizan a nivel de gobierno, tienen un factor positivo. Hay condiciones favorables para el empleo, que deben ser registradas. Eso refleja el buen dinamismo de la economía. Según la Sunafil, 59 mil trabajadores ingresaron a planilla en el primer trimestre del año. La mayoría labora en los sectores Agricultura, Construcción y Manufactura.";"ART_008678";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"auto"
"0";"2";"argumentative";"Viajes a Europa crecerán 20% sin visa";"Mayor lujo turístico. Entre 20 y 25% se incrementará el flujo de turistas peruanos a Europa tras la eliminación de la visa genérica para viajes de corta duración, estimó ayer Ana María Horn, gerente general de la agencia de viajes mayorista Destinos Mundiales. Debido a que no se sabe con certeza cuándo los peruanos podrán viajar sin visa al espacio Schengen, los turistas no han postergado sus viajes a Europa, comentó Horn a Infotur Per, portal de la Cámara Nacional de Turismo (Canatur). 200% aumentó el flujo de turistas peruanos a México en 2013, luego de que se suprimiera el requisito de visa para ciudadanos peruanos el año anterior. Según Horn, las agencias de turismo están a la expectativa de la eliminación de la visa porque se espera un gran incremento en la cantidad de viajes a distintos destinos europeos planeados por peruanos. Sin embargo, estimó que este incremento no sería exponencial debido al elevado costo de los viajes. A México uno viaja por días, mientras que a Europa uno lo hace por unas dos semanas, indicó. Además de incrementar el flujo de turistas peruanos hacia la Unión Europea, la eliminación de este requisito permitirá el ingreso de nuevas líneas áreas al mercado peruano y el aumento de asientos para vuelos entre el Perú y el Viejo Continente.";"2014";"Debido a que no se sabe con certeza cuándo los peruanos podrán viajar sin visa al espacio Schengen, los turistas no han postergado sus viajes a Europa, comentó Horn a Infotur Per, portal de la Cámara Nacional de Turismo (Canatur).";"2014-05-09";"publimetro";"Mayor lujo turístico. Entre 20 y 25% se incrementará el flujo de turistas peruanos a Europa tras la eliminación de la visa genérica para viajes de corta duración, estimó ayer Ana María Horn, gerente general de la agencia de viajes mayorista Destinos Mundiales. Debido a que no se sabe con certeza cuándo los peruanos podrán viajar sin visa al espacio Schengen, los turistas no han postergado sus viajes a Europa, comentó Horn a Infotur Per, portal de la Cámara Nacional de Turismo (Canatur). 200% aumentó el flujo de turistas peruanos a México en 2013, luego de que se suprimiera el requisito de visa para ciudadanos peruanos el año anterior. Según Horn, las agencias de turismo están a la expectativa de la eliminación de la visa porque se espera un gran incremento en la cantidad de viajes a distintos destinos europeos planeados por peruanos. Sin embargo, estimó que este incremento no sería exponencial debido al elevado costo de los viajes. A México uno viaja por días, mientras que a Europa uno lo hace por unas dos semanas, indicó. Además de incrementar el flujo de turistas peruanos hacia la Unión Europea, la eliminación de este requisito permitirá el ingreso de nuevas líneas áreas al mercado peruano y el aumento de asientos para vuelos entre el Perú y el Viejo Continente.";"ART_008795";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"auto"
"0";"3";"argumentative";"Viajes a Europa crecerán 20% sin visa";"Mayor lujo turístico. Entre 20 y 25% se incrementará el flujo de turistas peruanos a Europa tras la eliminación de la visa genérica para viajes de corta duración, estimó ayer Ana María Horn, gerente general de la agencia de viajes mayorista Destinos Mundiales. Debido a que no se sabe con certeza cuándo los peruanos podrán viajar sin visa al espacio Schengen, los turistas no han postergado sus viajes a Europa, comentó Horn a Infotur Per, portal de la Cámara Nacional de Turismo (Canatur). 200% aumentó el flujo de turistas peruanos a México en 2013, luego de que se suprimiera el requisito de visa para ciudadanos peruanos el año anterior. Según Horn, las agencias de turismo están a la expectativa de la eliminación de la visa porque se espera un gran incremento en la cantidad de viajes a distintos destinos europeos planeados por peruanos. Sin embargo, estimó que este incremento no sería exponencial debido al elevado costo de los viajes. A México uno viaja por días, mientras que a Europa uno lo hace por unas dos semanas, indicó. Además de incrementar el flujo de turistas peruanos hacia la Unión Europea, la eliminación de este requisito permitirá el ingreso de nuevas líneas áreas al mercado peruano y el aumento de asientos para vuelos entre el Perú y el Viejo Continente.";"2014";"200% aumentó el flujo de turistas peruanos a México en 2013, luego de que se suprimiera el requisito de visa para ciudadanos peruanos el año anterior.";"2014-05-09";"publimetro";"Mayor lujo turístico. Entre 20 y 25% se incrementará el flujo de turistas peruanos a Europa tras la eliminación de la visa genérica para viajes de corta duración, estimó ayer Ana María Horn, gerente general de la agencia de viajes mayorista Destinos Mundiales. Debido a que no se sabe con certeza cuándo los peruanos podrán viajar sin visa al espacio Schengen, los turistas no han postergado sus viajes a Europa, comentó Horn a Infotur Per, portal de la Cámara Nacional de Turismo (Canatur). 200% aumentó el flujo de turistas peruanos a México en 2013, luego de que se suprimiera el requisito de visa para ciudadanos peruanos el año anterior. Según Horn, las agencias de turismo están a la expectativa de la eliminación de la visa porque se espera un gran incremento en la cantidad de viajes a distintos destinos europeos planeados por peruanos. Sin embargo, estimó que este incremento no sería exponencial debido al elevado costo de los viajes. A México uno viaja por días, mientras que a Europa uno lo hace por unas dos semanas, indicó. Además de incrementar el flujo de turistas peruanos hacia la Unión Europea, la eliminación de este requisito permitirá el ingreso de nuevas líneas áreas al mercado peruano y el aumento de asientos para vuelos entre el Perú y el Viejo Continente.";"ART_008795";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"auto"
"0";"6";"argumentative";"Viajes a Europa crecerán 20% sin visa";"Mayor lujo turístico. Entre 20 y 25% se incrementará el flujo de turistas peruanos a Europa tras la eliminación de la visa genérica para viajes de corta duración, estimó ayer Ana María Horn, gerente general de la agencia de viajes mayorista Destinos Mundiales. Debido a que no se sabe con certeza cuándo los peruanos podrán viajar sin visa al espacio Schengen, los turistas no han postergado sus viajes a Europa, comentó Horn a Infotur Per, portal de la Cámara Nacional de Turismo (Canatur). 200% aumentó el flujo de turistas peruanos a México en 2013, luego de que se suprimiera el requisito de visa para ciudadanos peruanos el año anterior. Según Horn, las agencias de turismo están a la expectativa de la eliminación de la visa porque se espera un gran incremento en la cantidad de viajes a distintos destinos europeos planeados por peruanos. Sin embargo, estimó que este incremento no sería exponencial debido al elevado costo de los viajes. A México uno viaja por días, mientras que a Europa uno lo hace por unas dos semanas, indicó. Además de incrementar el flujo de turistas peruanos hacia la Unión Europea, la eliminación de este requisito permitirá el ingreso de nuevas líneas áreas al mercado peruano y el aumento de asientos para vuelos entre el Perú y el Viejo Continente.";"2014";"A México uno viaja por días, mientras que a Europa uno lo hace por unas dos semanas, indicó.";"2014-05-09";"publimetro";"Mayor lujo turístico. Entre 20 y 25% se incrementará el flujo de turistas peruanos a Europa tras la eliminación de la visa genérica para viajes de corta duración, estimó ayer Ana María Horn, gerente general de la agencia de viajes mayorista Destinos Mundiales. Debido a que no se sabe con certeza cuándo los peruanos podrán viajar sin visa al espacio Schengen, los turistas no han postergado sus viajes a Europa, comentó Horn a Infotur Per, portal de la Cámara Nacional de Turismo (Canatur). 200% aumentó el flujo de turistas peruanos a México en 2013, luego de que se suprimiera el requisito de visa para ciudadanos peruanos el año anterior. Según Horn, las agencias de turismo están a la expectativa de la eliminación de la visa porque se espera un gran incremento en la cantidad de viajes a distintos destinos europeos planeados por peruanos. Sin embargo, estimó que este incremento no sería exponencial debido al elevado costo de los viajes. A México uno viaja por días, mientras que a Europa uno lo hace por unas dos semanas, indicó. Además de incrementar el flujo de turistas peruanos hacia la Unión Europea, la eliminación de este requisito permitirá el ingreso de nuevas líneas áreas al mercado peruano y el aumento de asientos para vuelos entre el Perú y el Viejo Continente.";"ART_008795";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"auto"
"0";"5";"argumentative";"LA EXIGENCIA ES RAZONABLE";"Es comprensible que las trabajadoras del hogar pidan la ratificación del Convenio 189 de la OIT. No hablamos de un régimen especial ni de privilegios. Son solo los derechos fundamentales de cualquier trabajador, pero adaptados a la particularidad de su trabajo: la no discriminación, una remuneración digna, las coberturas de seguridad social, la agremiación sindical y evitar modalidades de trabajo forzoso. Sin duda, es una exigencia razonable. Y no solo eso. Ellas deberían tener todas las facilidades para culminar sus estudios secundarios y prepararse para otro oficio. Es algo que los propios empleadores deberían promover. En todo caso, es positivo que ya se están dando algunas directivas y campañas para que estas trabajadoras puedan acceder al seguro social y aporten a algún sistema de pensiones.";"2015";"Ellas deberían tener todas las facilidades para culminar sus estudios secundarios y prepararse para otro oficio.";"2015-03-31";"publimetro";"Es comprensible que las trabajadoras del hogar pidan la ratificación del Convenio 189 de la OIT. No hablamos de un régimen especial ni de privilegios. Son solo los derechos fundamentales de cualquier trabajador, pero adaptados a la particularidad de su trabajo: la no discriminación, una remuneración digna, las coberturas de seguridad social, la agremiación sindical y evitar modalidades de trabajo forzoso. Sin duda, es una exigencia razonable. Y no solo eso. Ellas deberían tener todas las facilidades para culminar sus estudios secundarios y prepararse para otro oficio. Es algo que los propios empleadores deberían promover. En todo caso, es positivo que ya se están dando algunas directivas y campañas para que estas trabajadoras puedan acceder al seguro social y aporten a algún sistema de pensiones.";"ART_008825";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"0";"3";"argumentative";"EE.UU. ha dicho oficialmente que no ha espiado al Per";"La ministra de Relaciones Exteriores, Eda Rivas, informó que el Perú no ha sido objeto de espionaje por parte de la Agencia de Seguridad Nacional de Estados Unidos (NSA), según un portavoz del gobierno estadounidense. Se nos ha dicho oficialmente que no hemos sido materia de espionaje, como se ha reconocido con otros países, dijo durante su participación en los Desayunos Informativos de EFE en Lima. La canciller dijo que trató este tema, sin precisar el nombre del interlocutor, y precisó que se nos ha manifestado que no hemos sido espiados. Aclaró que discrepa con este tipo de prácticas.";"2013";"Aclaró que discrepa con este tipo de prácticas.";"2013-11-14";"publimetro";"La ministra de Relaciones Exteriores, Eda Rivas, informó que el Perú no ha sido objeto de espionaje por parte de la Agencia de Seguridad Nacional de Estados Unidos (NSA), según un portavoz del gobierno estadounidense. Se nos ha dicho oficialmente que no hemos sido materia de espionaje, como se ha reconocido con otros países, dijo durante su participación en los Desayunos Informativos de EFE en Lima. La canciller dijo que trató este tema, sin precisar el nombre del interlocutor, y precisó que se nos ha manifestado que no hemos sido espiados. Aclaró que discrepa con este tipo de prácticas. Por otro lado, Rivas sostuvo que la eliminación de la visa Schengen no se convertirá en una estampida de peruanos a Europa en busca de trabajo, sino en una oportunidad para conocer otras realidades.";"ART_008834";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"1";"1";"argumentative";"Contenido";"Mujer acusada de un delito Ángel Calderón El horario laboral debería ser de 9 a.m. a 4 p.m., sin bajar la remuneración ni las vacaciones. Claro que estos beneficios deben ir acordes con la productividad y la puntualidad.";"2018";"El horario laboral debería ser de 9 a.m. a 4 p.m., sin bajar la remuneración ni las vacaciones.";"2018-12-12";"publimetro";"El problema está en que además tenemos días feriados y varios de descanso, puentes o licencias. El tema es de productividad, no de tiempo de trabajo. Jean Paul Herrera Los días totales de vacaciones al año son relativos. El tema de fondo es la productividad del personal. Se requiere un análisis desde esa perspectiva. Mujer acusada de un delito Ángel Calderón El horario laboral debería ser de 9 a.m. a 4 p.m., sin bajar la remuneración ni las vacaciones. Claro que estos beneficios deben ir acordes con la productividad y la puntualidad.";"ART_008864";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"0";"0";"non-argumentative";"¿Cuáles son los tipos de contrato laboral?";"Según la ley peruana, existen tres modalidades para el sector privado. A propósito del Día del Trabajo, que se celebra hoy, el estudio legal Miranda y Amado nos recuerda los tres tipos de contrato laboral que existen en el sector privado, según ley: Indefinido, el de plazo fijo y el de plazo parcial. El primero no tiene un plazo específico y solo termina si el empleador renuncia, es despedido o fallece. El trabajador debe estar registrado en la planilla, para recibir todos los beneficios que por ley ofrece el sistema laboral. El contrato de plazo fijo, por su parte, limita la relación laboral a un determinado período de tiempo. Este no podrá superar los cinco años. Además, solo se da en los casos que la ley lo habilite, por ejemplo, cuando una empresa recién inicia actividades o si un empleado está con descanso médico y se debe contratar a alguien para suplirlo. Aquí, los trabajadores tienen derecho a CTS, gratificación y otros beneficios. Finalmente, está el de plazo parcial, que se celebra cuando la jornada no supera las seis horas diarias. Este no cuenta con vacaciones, CTS o derecho a indemnización.";"2019";"Según la ley peruana, existen tres modalidades para el sector privado.";"2019-04-30";"publimetro";"Según la ley peruana, existen tres modalidades para el sector privado. A propósito del Día del Trabajo, que se celebra hoy, el estudio legal Miranda y Amado nos recuerda los tres tipos de contrato laboral que existen en el sector privado, según ley: Indefinido, el de plazo fijo y el de plazo parcial. El primero no tiene un plazo específico y solo termina si el empleador renuncia, es despedido o fallece. El trabajador debe estar registrado en la planilla, para recibir todos los beneficios que por ley ofrece el sistema laboral. El contrato de plazo fijo, por su parte, limita la relación laboral a un determinado período de tiempo. Este no podrá superar los cinco años. Además, solo se da en los casos que la ley lo habilite, por ejemplo, cuando una empresa recién inicia actividades o si un empleado está con descanso médico y se debe contratar a alguien para suplirlo. Aquí, los trabajadores tienen derecho a CTS, gratificación y otros beneficios. Finalmente, está el de plazo parcial, que se celebra cuando la jornada no supera las seis horas diarias. Este no cuenta con vacaciones, CTS o derecho a indemnización.";"ART_008866";"none";"non-argumentative";"none";"non-argumentative";"none";"non-argumentative";"none";"non-argumentative";"none";"auto"
